英雄ID,英雄名称,英雄星级,攻击系数,防御系数,生命系数,速度系数,雕文插槽,攻击百分比,生命百分比,最大等级,升星材料,额外材料,被动1名称,被动1,被动1描述,被动2名称,被动2,被动2描述,被动3名称,被动3,被动3描述,怒气名称,怒气,怒气描述
21036,克里斯蒂安,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",战斗血液3,"""2103a111"",""2103a121""",被动效果：战斗的热血使得自身攻击增加33%，生命增加36%,禁魔2,"""21036214""",被动效果：强大的战士不需要懂得魔法！普攻有44%概率使目标禁魔，持续2回合,身坚如铁2,"""21036314""",被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免24.5%，持续4回合（只触发一次）,守护圣击2,21036012,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害
21036,克里斯蒂安,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",战斗血液3,"""2103a111"",""2103a121""",被动效果：战斗的热血使得自身攻击增加33%，生命增加36%,魔法失效3,"""2103a214""",被动效果：强大的战士不需要懂得魔法！普攻有63%概率使目标禁魔，持续2回合,身坚如铁2,"""21036314""",被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免24.5%，持续4回合（只触发一次）,守护圣击2,21036012,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害
21036,克里斯蒂安,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",战斗血液3,"""2103a111"",""2103a121""",被动效果：战斗的热血使得自身攻击增加33%，生命增加36%,魔法失效3,"""2103a214""",被动效果：强大的战士不需要懂得魔法！普攻有63%概率使目标禁魔，持续2回合,钢铁身躯3,"""2103a314""",被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免33%，持续4回合（只触发一次）,守护圣击2,21036012,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害
21046,荣耀守卫,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,反击2,"""21046214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成120%的攻击伤害,守护圣光2,"""21046314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军防御62.1%，持续3回合（只触发一次）,烈焰之剑2,21046012,怒气技能：对敌方后排造成88%攻击伤害并有28%概率使目标眩晕2回合
21046,荣耀守卫,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成144%的攻击伤害,守护圣光2,"""21046314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军防御62.1%，持续3回合（只触发一次）,烈焰之剑2,21046012,怒气技能：对敌方后排造成88%攻击伤害并有28%概率使目标眩晕2回合
21046,荣耀守卫,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成144%的攻击伤害,守护圣光3,"""2104a314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军101%防御，持续3回合（只触发一次）,烈焰之剑2,21046012,怒气技能：对敌方后排造成88%攻击伤害并有28%概率使目标眩晕2回合
21046,荣耀守卫,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成144%的攻击伤害,守护圣光3,"""2104a314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军101%防御，持续3回合（只触发一次）,烈焰之剑3,2104a012,怒气技能：对敌方后排造成138%攻击伤害并有33%概率使目标眩晕2回合，增加自己33%免伤3回合
21046,荣耀守卫,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成144%的攻击伤害,守护圣光3,"""2104a314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军101%防御，持续3回合（只触发一次）,烈焰之剑3,2104a012,怒气技能：对敌方后排造成138%攻击伤害并有33%概率使目标眩晕2回合，增加自己33%免伤3回合
21046,荣耀守卫,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成144%的攻击伤害,守护圣光3,"""2104a314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军101%防御，持续3回合（只触发一次）,烈焰之剑3,2104a012,怒气技能：对敌方后排造成138%攻击伤害并有33%概率使目标眩晕2回合，增加自己33%免伤3回合
21046,荣耀守卫,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000}]","[{""sxhero"":1,""num"":2},{""star"":10,""num"":1}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加42%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成144%的攻击伤害,守护圣光3,"""2104a314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军101%防御，持续3回合（只触发一次）,烈焰之剑3,2104a012,怒气技能：对敌方后排造成138%攻击伤害并有33%概率使目标眩晕2回合，增加自己33%免伤3回合
22036,塞拉,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",魔法师的意志3,"""2203a111"",""2203a121""",被动效果：拥有魔法师的意志，攻击增加44%，生命增加33%,冰冻2,"""22036214""",被动效果：运用寒冰之力，普攻有24%概率使目标冰冻，持续1回合,冰冻诅咒2,"""22036314""",被动效果：英雄死亡时诅咒敌方全体，有11.1%概率使所有敌人冰冻，持续2回合,冰冻箭雨2,22036012,怒气技能：对敌方全体造成69%攻击伤害并有24%概率使目标冰冻2回合
22036,塞拉,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",魔法师的意志3,"""2203a111"",""2203a121""",被动效果：拥有魔法师的意志，攻击增加44%，生命增加33%,冰霜之力3,"""2203a214""",被动效果：运用寒冰之力，普攻有33%概率使目标冰冻，持续1回合,冰冻诅咒2,"""22036314""",被动效果：英雄死亡时诅咒敌方全体，有11.1%概率使所有敌人冰冻，持续2回合,冰冻箭雨2,22036012,怒气技能：对敌方全体造成69%攻击伤害并有24%概率使目标冰冻2回合
22036,塞拉,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",魔法师的意志3,"""2203a111"",""2203a121""",被动效果：拥有魔法师的意志，攻击增加44%，生命增加33%,冰霜之力3,"""2203a214""",被动效果：运用寒冰之力，普攻有33%概率使目标冰冻，持续1回合,冰冻诅咒3,"""2203a314""",被动效果：英雄死亡时诅咒敌方全体，有22%概率使所有敌人冰冻，持续2回合,冰冻箭雨2,22036012,怒气技能：对敌方全体造成69%攻击伤害并有24%概率使目标冰冻2回合
22046,布利,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破2,"""22046214""",被动效果：英雄死亡后运用奥术，30%的机率使敌方后排目标眩晕，持续2回合,眩晕2,"""22046314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有25%概率使目标眩晕，持续2回合,能量轰炸2,22046012,怒气技能：对敌方随机4名目标造成120%攻击伤害并有30%概率使目标眩晕2回合
22046,布利,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破3,"""2204a214""",被动效果：英雄死亡后运用奥术，48%的机率使敌方后排目标眩晕，持续2回合,眩晕2,"""22046314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有25%概率使目标眩晕，持续2回合,能量轰炸2,22046012,怒气技能：对敌方随机4名目标造成120%攻击伤害并有30%概率使目标眩晕2回合
22046,布利,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破3,"""2204a214""",被动效果：英雄死亡后运用奥术，48%的机率使敌方后排目标眩晕，持续2回合,昏迷3,"""2204a314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有66%概率使目标眩晕，持续2回合,能量轰炸2,22046012,怒气技能：对敌方随机4名目标造成120%攻击伤害并有30%概率使目标眩晕2回合
22046,布利,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破3,"""2204a214""",被动效果：英雄死亡后运用奥术，48%的机率使敌方后排目标眩晕，持续2回合,昏迷3,"""2204a314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有66%概率使目标眩晕，持续2回合,能量轰炸3,2204a012,怒气技能：对敌方全体造成120%攻击伤害并有24%概率使目标眩晕2回合
22046,布利,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破3,"""2204a214""",被动效果：英雄死亡后运用奥术，48%的机率使敌方后排目标眩晕，持续2回合,昏迷3,"""2204a314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有66%概率使目标眩晕，持续2回合,能量轰炸3,2204a012,怒气技能：对敌方全体造成120%攻击伤害并有24%概率使目标眩晕2回合
22046,布利,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破3,"""2204a214""",被动效果：英雄死亡后运用奥术，48%的机率使敌方后排目标眩晕，持续2回合,昏迷3,"""2204a314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有66%概率使目标眩晕，持续2回合,能量轰炸3,2204a012,怒气技能：对敌方全体造成120%攻击伤害并有24%概率使目标眩晕2回合
22046,布利,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000}]","[{""sxhero"":1,""num"":2},{""star"":10,""num"":1}]",魔法师的意志3,"""2204a111"",""2204a121""",被动效果：拥有魔法师的意志，攻击增加24%，生命增加36%,奥术爆破3,"""2204a214""",被动效果：英雄死亡后运用奥术，48%的机率使敌方后排目标眩晕，持续2回合,昏迷3,"""2204a314""",被动效果：掌握了时灵时不灵的魔法力量，普攻有66%概率使目标眩晕，持续2回合,能量轰炸3,2204a012,怒气技能：对敌方全体造成120%攻击伤害并有24%概率使目标眩晕2回合
22056,OD-01,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力2,"""22056211"",""22056221"",""22056231""",被动效果：身为巨龙之一，自身的技能伤害增加75%，生命增加36%，命中增加20%,奥术秘法2,"""22056314"",""22056324""",被动效果：龙族天生拥有魔法亲和，普攻有77%概率降低目标12%暴击，并提升自己22%攻击，持续3回合,蓝龙吐息2,22056012,怒气技能：对敌方全体造成110%攻击伤害并有80%概率使辅助类目标禁魔3回合
22056,OD-01,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力3,"""2205a211"",""2205a221"",""2205a231""",被动效果：身为巨龙之一，自身的技能伤害增加95%，生命增加50%，命中增加30%,奥术秘法2,"""22056314"",""22056324""",被动效果：龙族天生拥有魔法亲和，普攻有77%概率降低目标12%暴击，并提升自己22%攻击，持续3回合,蓝龙吐息2,22056012,怒气技能：对敌方全体造成110%攻击伤害并有80%概率使辅助类目标禁魔3回合
22056,OD-01,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力3,"""2205a211"",""2205a221"",""2205a231""",被动效果：身为巨龙之一，自身的技能伤害增加95%，生命增加50%，命中增加30%,奥术秘法3,"""2205a314"",""2205a324""",被动效果：龙族天生拥有魔法亲和，普攻有83%概率降低目标12%暴击，并提升自己24%攻击，持续3回合,蓝龙吐息2,22056012,怒气技能：对敌方全体造成110%攻击伤害并有80%概率使辅助类目标禁魔3回合
22056,OD-01,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力3,"""2205a211"",""2205a221"",""2205a231""",被动效果：身为巨龙之一，自身的技能伤害增加95%，生命增加50%，命中增加30%,奥术秘法3,"""2205a314"",""2205a324""",被动效果：龙族天生拥有魔法亲和，普攻有83%概率降低目标12%暴击，并提升自己24%攻击，持续3回合,蓝龙吐息3,2205a012,怒气技能：对敌方全体造成155%攻击伤害，有100%概率使辅助类目标眩晕2回合并额外造成156%攻击伤害
22056,OD-01,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力3,"""2205a211"",""2205a221"",""2205a231""",被动效果：身为巨龙之一，自身的技能伤害增加95%，生命增加50%，命中增加30%,奥术秘法3,"""2205a314"",""2205a324""",被动效果：龙族天生拥有魔法亲和，普攻有83%概率降低目标12%暴击，并提升自己24%攻击，持续3回合,蓝龙吐息3,2205a012,怒气技能：对敌方全体造成155%攻击伤害，有100%概率使辅助类目标眩晕2回合并额外造成156%攻击伤害
22056,OD-01,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力3,"""2205a211"",""2205a221"",""2205a231""",被动效果：身为巨龙之一，自身的技能伤害增加95%，生命增加50%，命中增加30%,奥术秘法3,"""2205a314"",""2205a324""",被动效果：龙族天生拥有魔法亲和，普攻有83%概率降低目标12%暴击，并提升自己24%攻击，持续3回合,蓝龙吐息3,2205a012,怒气技能：对敌方全体造成155%攻击伤害，有100%概率使辅助类目标眩晕2回合并额外造成156%攻击伤害
22056,OD-01,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000}]","[{""sxhero"":1,""num"":2},{""star"":10,""num"":1}]",巨龙秘法3,"""2205a114""",被动效果：施展巨龙族的的秘法，普攻时降低目标10%的攻击，持续3回合,巨龙之力3,"""2205a211"",""2205a221"",""2205a231""",被动效果：身为巨龙之一，自身的技能伤害增加95%，生命增加50%，命中增加30%,奥术秘法3,"""2205a314"",""2205a324""",被动效果：龙族天生拥有魔法亲和，普攻有83%概率降低目标12%暴击，并提升自己24%攻击，持续3回合,蓝龙吐息3,2205a012,怒气技能：对敌方全体造成155%攻击伤害，有100%概率使辅助类目标眩晕2回合并额外造成156%攻击伤害
23036,奥玛斯,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力2,"""23036211"",""23036221""",被动效果：借用潮汐的力量，自身生命增加31.5%，攻击增加19.5%,水系治愈2,"""23036314""",被动效果：当自身生命低于50%时，回复己方全体200%攻击的等量生命（只触发一次）,潮汐海浪2,23036012,怒气技能：对敌方随机2名后排目标造成85%攻击伤害并持续恢复全体友军80%攻击效果的生命3回合
23036,奥玛斯,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力3,"""2303a211"",""2303a221""",被动效果：借用潮汐的力量，自身生命增加36%，攻击增加24%,水系治愈2,"""23036314""",被动效果：当自身生命低于50%时，回复己方全体200%攻击的等量生命（只触发一次）,潮汐海浪2,23036012,怒气技能：对敌方随机2名后排目标造成85%攻击伤害并持续恢复全体友军80%攻击效果的生命3回合
23036,奥玛斯,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力3,"""2303a211"",""2303a221""",被动效果：借用潮汐的力量，自身生命增加36%，攻击增加24%,水系治愈3,"""2303a314""",被动效果：当自身生命低于50%时，回复己方全体300%攻击的等量生命（只触发一次）,潮汐海浪2,23036012,怒气技能：对敌方随机2名后排目标造成85%攻击伤害并持续恢复全体友军80%攻击效果的生命3回合
23036,奥玛斯,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力3,"""2303a211"",""2303a221""",被动效果：借用潮汐的力量，自身生命增加36%，攻击增加24%,水系治愈3,"""2303a314""",被动效果：当自身生命低于50%时，回复己方全体300%攻击的等量生命（只触发一次）,潮汐海浪3,2303a012,怒气技能：对敌方随机2名后排目标造成128%攻击伤害并持续恢复全体友军202%攻击的等量生命4回合，并有33%的概率额外恢复343%攻击的等量生命
23036,奥玛斯,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力3,"""2303a211"",""2303a221""",被动效果：借用潮汐的力量，自身生命增加36%，攻击增加24%,水系治愈3,"""2303a314""",被动效果：当自身生命低于50%时，回复己方全体300%攻击的等量生命（只触发一次）,潮汐海浪3,2303a012,怒气技能：对敌方随机2名后排目标造成128%攻击伤害并持续恢复全体友军202%攻击的等量生命4回合，并有33%的概率额外恢复343%攻击的等量生命
23036,奥玛斯,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力3,"""2303a211"",""2303a221""",被动效果：借用潮汐的力量，自身生命增加36%，攻击增加24%,水系治愈3,"""2303a314""",被动效果：当自身生命低于50%时，回复己方全体300%攻击的等量生命（只触发一次）,潮汐海浪3,2303a012,怒气技能：对敌方随机2名后排目标造成128%攻击伤害并持续恢复全体友军202%攻击的等量生命4回合，并有33%的概率额外恢复343%攻击的等量生命
23036,奥玛斯,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000}]","[{""sxhero"":1,""num"":2},{""star"":10,""num"":1}]",治疗3,"""2303a114"",""2303a124""",被动效果：水生种族，普攻有100%概率对目标造成48%攻击的额外伤害并持续恢复随机1名友军48%攻击的等量生命，持续3回合,潮汐之力3,"""2303a211"",""2303a221""",被动效果：借用潮汐的力量，自身生命增加36%，攻击增加24%,水系治愈3,"""2303a314""",被动效果：当自身生命低于50%时，回复己方全体300%攻击的等量生命（只触发一次）,潮汐海浪3,2303a012,怒气技能：对敌方随机2名后排目标造成128%攻击伤害并持续恢复全体友军202%攻击的等量生命4回合，并有33%的概率额外恢复343%攻击的等量生命
24026,罗伊,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",神秘力量3,"""2402a111"",""2402a121""",被动效果：释放体内神秘的力量，使得自身格挡增加30%，攻击增加42%,流血2,"""24026214""",被动效果：一击杀不死，也能让你流血流死！普攻有50%概率使目标流血，每回合造成66%的攻击伤害，持续2回合,虚无之力2,"""24026314""",被动效果：化身虚无，格挡成功时，提升自己攻击12.5%，持续3回合,破防烈焰2,24026012,怒气技能：对敌方后排造成111%攻击伤害并降低其24.5%防御2回合
24026,罗伊,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",神秘力量3,"""2402a111"",""2402a121""",被动效果：释放体内神秘的力量，使得自身格挡增加30%，攻击增加42%,撕裂3,"""2402a214""",被动效果：一击杀不死，也能让你流血流死！普攻有50%概率使目标流血，每回合造成88%的攻击伤害，持续2回合,虚无之力2,"""24026314""",被动效果：化身虚无，格挡成功时，提升自己攻击12.5%，持续3回合,破防烈焰2,24026012,怒气技能：对敌方后排造成111%攻击伤害并降低其24.5%防御2回合
24026,罗伊,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":2}]",神秘力量3,"""2402a111"",""2402a121""",被动效果：释放体内神秘的力量，使得自身格挡增加30%，攻击增加42%,撕裂3,"""2402a214""",被动效果：一击杀不死，也能让你流血流死！普攻有50%概率使目标流血，每回合造成88%的攻击伤害，持续2回合,虚无之力3,"""2402a314""",被动效果：化身虚无，格挡成功时，提升自己攻击20%，持续3回合,破防烈焰2,24026012,怒气技能：对敌方后排造成111%攻击伤害并降低其24.5%防御2回合
24036,幻影,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""samezhongzu"":1,""star"":5,""num"":4}]",撕裂3,"""2403a114""",被动效果：硕大的蟹钳，普攻有100%概率使目标流血，每回合造成99%的攻击伤害，持续2回合,巨蟹之力2,"""24036211"",""24036221""",被动效果：巨蟹一族的力量，自身格挡增加30%，攻击增加33%,力量窃取2,"""24036314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，并窃取目标11.1%攻击3回合,冷焰冲击2,24036012,怒气技能：对敌方随机2名后排目标造成151%攻击伤害，每回合额外造成88%攻击伤害，持续2回合
24036,幻影,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""samezhongzu"":1,""star"":6,""num"":1},{""samezhongzu"":1,""star"":5,""num"":3}]",撕裂3,"""2403a114""",被动效果：硕大的蟹钳，普攻有100%概率使目标流血，每回合造成99%的攻击伤害，持续2回合,巨蟹之力3,"""2403a211"",""2403a221""",被动效果：巨蟹一族的力量，自身格挡增加35%，攻击增加42%,力量窃取2,"""24036314""",被动效果：专门欺负弱小，普通攻击变成攻击敌方生命最少的英雄，并窃取目标11.1%攻击3回合,冷焰冲击2,24036012,怒气技能：对敌方随机2名后排目标造成151%攻击伤害，每回合额外造成88%攻击伤害，持续2回合
