饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,升星饰品ID,升星经验,分解经验,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售
4051,神秘之链,3,1,shipin_405,1700,4052,1420,650,"""atk"":525","""405114""",+19.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":122110}"
4052,神秘之链,3,2,shipin_405,1900,4053,1420,2070,"""atk"":582","""405214""",+21.2%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":184595}"
4053,神秘之链,3,3,shipin_405,2200,4054,1420,3490,"""atk"":635","""405314""",+24.4%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243041}"
4054,神秘之链,3,4,shipin_405,2500,4055,1420,4910,"""atk"":713","""405414""",+27.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302710}"
4055,神秘之链,3,5,shipin_405,2800,,1420,6330,"""atk"":847","""405514""",+30%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362992}"
4061,奥法之链,3,1,shipin_406,1700,4062,1420,650,"""atkpro"":63,""jingzhunpro"":13",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124209}"
4062,奥法之链,3,2,shipin_406,1900,4063,1420,2070,"""atkpro"":61,""jingzhunpro"":17",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":184948}"
4063,奥法之链,3,3,shipin_406,2200,4064,1420,3490,"""atkpro"":72,""jingzhunpro"":21",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242713}"
4064,奥法之链,3,4,shipin_406,2500,4065,1420,4910,"""atkpro"":77,""jingzhunpro"":27",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303029}"
4065,奥法之链,3,5,shipin_406,2800,,1420,6330,"""atkpro"":81,""jingzhunpro"":30",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362488}"
4071,战争之权利,3,1,shipin_407,1700,4072,1420,650,"""speed"":13,""hppro"":25",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124686}"
4072,战争之权利,3,2,shipin_407,1900,4073,1420,2070,"""speed"":16,""hppro"":33",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":183882}"
4073,战争之权利,3,3,shipin_407,2200,4074,1420,3490,"""speed"":20,""hppro"":46",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243125}"
4074,战争之权利,3,4,shipin_407,2500,4075,1420,4910,"""speed"":22,""hppro"":53",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303463}"
4075,战争之权利,3,5,shipin_407,2800,,1420,6330,"""speed"":25,""hppro"":61",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362417}"
4081,魔能星饰,3,1,shipin_401,1700,4082,1420,650,"""hp"":3675","""401114""",+19.1%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124773}"
4082,魔能星饰,3,2,shipin_401,1900,4083,1420,2070,"""hp"":4074","""401214""",+21.2%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182655}"
4083,魔能星饰,3,3,shipin_401,2200,4084,1420,3490,"""hp"":4445","""401314""",+24.4%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242056}"
4084,魔能星饰,3,4,shipin_401,2500,4085,1420,4910,"""hp"":4991","""401414""",+27.3%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302523}"
4085,魔能星饰,3,5,shipin_401,2800,,1420,6330,"""hp"":5929","""401514""",+30%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362557}"
4091,深渊巨口,3,1,shipin_402,1700,4092,1420,650,"""hp"":3675","""402114""",+19.1%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":123958}"
4092,深渊巨口,3,2,shipin_402,1900,4093,1420,2070,"""hp"":4074","""402214""",+21.2%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":183625}"
4093,深渊巨口,3,3,shipin_402,2200,4094,1420,3490,"""hp"":4445","""402314""",+24.4%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243253}"
4094,深渊巨口,3,4,shipin_402,2500,4095,1420,4910,"""hp"":4991","""402414""",+27.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302029}"
4095,深渊巨口,3,5,shipin_402,2800,,1420,6330,"""hp"":5929","""402514""",+30%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364940}"
4101,星辰秘术,3,1,shipin_403,1700,4102,1420,650,"""hp"":3675","""403114""",+19.1%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124904}"
4102,星辰秘术,3,2,shipin_403,1900,4103,1420,2070,"""hp"":4074","""403214""",+21.2%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182174}"
4103,星辰秘术,3,3,shipin_403,2200,4104,1420,3490,"""hp"":4445","""403314""",+24.4%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244417}"
4104,星辰秘术,3,4,shipin_403,2500,4105,1420,4910,"""hp"":4991","""403414""",+27.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302194}"
4105,星辰秘术,3,5,shipin_403,2800,,1420,6330,"""hp"":5929","""403514""",+30%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363497}"
4111,牛角血眼杖,3,1,shipin_404,1700,4112,1420,650,"""hp"":3675","""404114""",+19.1%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":123647}"
4112,牛角血眼杖,3,2,shipin_404,1900,4113,1420,2070,"""hp"":4074","""404214""",+21.2%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182023}"
4113,牛角血眼杖,3,3,shipin_404,2200,4114,1420,3490,"""hp"":4445","""404314""",+24.4%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242017}"
4114,牛角血眼杖,3,4,shipin_404,2500,4115,1420,4910,"""hp"":4991","""404414""",+27.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303008}"
4115,牛角血眼杖,3,5,shipin_404,2800,,1420,6330,"""hp"":5929","""404514""",+30%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364163}"
4121,神秘之链,3,1,shipin_405,1700,4122,1420,650,"""hp"":3675","""405114""",+19.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":122110}"
4122,神秘之链,3,2,shipin_405,1900,4123,1420,2070,"""hp"":4074","""405214""",+21.2%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":184595}"
4123,神秘之链,3,3,shipin_405,2200,4124,1420,3490,"""hp"":4445","""405314""",+24.4%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243041}"
4124,神秘之链,3,4,shipin_405,2500,4125,1420,4910,"""hp"":4991","""405414""",+27.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302710}"
4125,神秘之链,3,5,shipin_405,2800,,1420,6330,"""hp"":5929","""405514""",+30%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362992}"
5011,伊塞拉之石,4,1,shipin_501,2300,5012,2850,2400,"""atk"":713","""501114""",+25.5%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243595}"
5012,伊塞拉之石,4,2,shipin_501,2600,5013,2850,5250,"""atk"":822","""501214""",+28.8%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362296}"
5013,伊塞拉之石,4,3,shipin_501,3000,5014,2850,8100,"""atk"":933","""501314""",+32.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483160}"
5014,伊塞拉之石,4,4,shipin_501,3400,5015,2850,10950,"""atk"":1044","""501414""",+36.6%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604310}"
5015,伊塞拉之石,4,5,shipin_501,3800,5016,2850,13800,"""atk"":1178","""501514""",+40.6%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723834}"
5016,伊塞拉之石,4,6,shipin_501,4200,,2850,16650,"""atk"":1301","""501614""",+44.8%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842254}"
5021,梦境水晶,4,1,shipin_502,2300,5022,2850,2400,"""atk"":713","""502114""",+25.5%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242107}"
5022,梦境水晶,4,2,shipin_502,2600,5023,2850,5250,"""atk"":822","""502214""",+28.8%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364383}"
5023,梦境水晶,4,3,shipin_502,3000,5024,2850,8100,"""atk"":933","""502314""",+32.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482111}"
5024,梦境水晶,4,4,shipin_502,3400,5025,2850,10950,"""atk"":1044","""502414""",+36.6%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603394}"
5025,梦境水晶,4,5,shipin_502,3800,5026,2850,13800,"""atk"":1178","""502514""",+40.6%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723467}"
5026,梦境水晶,4,6,shipin_502,4200,,2850,16650,"""atk"":1301","""502614""",+44.8%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843212}"
5031,真实之镜,4,1,shipin_503,2300,5032,2850,2400,"""atk"":713","""503114""",+25.5%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244304}"
5032,真实之镜,4,2,shipin_503,2600,5033,2850,5250,"""atk"":822","""503214""",+28.8%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363881}"
5033,真实之镜,4,3,shipin_503,3000,5034,2850,8100,"""atk"":933","""503314""",+32.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483819}"
5034,真实之镜,4,4,shipin_503,3400,5035,2850,10950,"""atk"":1044","""503414""",+36.6%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604700}"
5035,真实之镜,4,5,shipin_503,3800,5036,2850,13800,"""atk"":1178","""503514""",+40.6%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723491}"
5036,真实之镜,4,6,shipin_503,4200,,2850,16650,"""atk"":1301","""503614""",+44.8%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842580}"
5041,时间沙漏,4,1,shipin_504,2300,5042,2850,2400,"""atk"":713","""504114""",+25.5%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243603}"
5042,时间沙漏,4,2,shipin_504,2600,5043,2850,5250,"""atk"":822","""504214""",+28.8%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363490}"
5043,时间沙漏,4,3,shipin_504,3000,5044,2850,8100,"""atk"":933","""504314""",+32.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483918}"
5044,时间沙漏,4,4,shipin_504,3400,5045,2850,10950,"""atk"":1044","""504414""",+36.6%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604686}"
5045,时间沙漏,4,5,shipin_504,3800,5046,2850,13800,"""atk"":1178","""504514""",+40.6%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722141}"
5046,时间沙漏,4,6,shipin_504,4200,,2850,16650,"""atk"":1301","""504614""",+44.8%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842315}"
5051,黑龙龙蛋,4,1,shipin_505,2300,5052,2850,2400,"""atk"":713","""505114""",+25.5%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243174}"
5052,黑龙龙蛋,4,2,shipin_505,2600,5053,2850,5250,"""atk"":822","""505214""",+28.8%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363643}"
5053,黑龙龙蛋,4,3,shipin_505,3000,5054,2850,8100,"""atk"":933","""505314""",+32.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483470}"
5054,黑龙龙蛋,4,4,shipin_505,3400,5055,2850,10950,"""atk"":1044","""505414""",+36.6%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604072}"
5055,黑龙龙蛋,4,5,shipin_505,3800,5056,2850,13800,"""atk"":1178","""505514""",+40.6%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724666}"
5056,黑龙龙蛋,4,6,shipin_505,4200,,2850,16650,"""atk"":1301","""505614""",+44.8%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842904}"
5061,魔龙之齿,4,1,shipin_506,2300,5062,2850,2400,"""atkpro"":74,""jingzhunpro"":35",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244381}"
5062,魔龙之齿,4,2,shipin_506,2600,5063,2850,5250,"""atkpro"":83,""jingzhunpro"":44",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364649}"
5063,魔龙之齿,4,3,shipin_506,3000,5064,2850,8100,"""atkpro"":95,""jingzhunpro"":52",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483357}"
5064,魔龙之齿,4,4,shipin_506,3400,5065,2850,10950,"""atkpro"":104,""jingzhunpro"":63",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604875}"
5065,魔龙之齿,4,5,shipin_506,3800,5066,2850,13800,"""atkpro"":112,""jingzhunpro"":73",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723419}"
5066,魔龙之齿,4,6,shipin_506,4200,,2850,16650,"""atkpro"":121,""jingzhunpro"":82",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842360}"
5071,希望之盾,4,1,shipin_507,2300,5072,2850,2400,"""undpspro"":113,""hppro"":52",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242383}"
5072,希望之盾,4,2,shipin_507,2600,5073,2850,5250,"""undpspro"":128,""hppro"":61",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364372}"
5073,希望之盾,4,3,shipin_507,3000,5074,2850,8100,"""undpspro"":146,""hppro"":72",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484212}"
5074,希望之盾,4,4,shipin_507,3400,5075,2850,10950,"""undpspro"":164,""hppro"":81",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603273}"
5075,希望之盾,4,5,shipin_507,3800,5076,2850,13800,"""undpspro"":183,""hppro"":93",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724592}"
5076,希望之盾,4,6,shipin_507,4200,,2850,16650,"""undpspro"":202,""hppro"":101",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844616}"
5081,大地壁垒,4,1,shipin_508,2300,5082,2850,2400,"""hppro"":55,""gedangpro"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244396}"
5082,大地壁垒,4,2,shipin_508,2600,5083,2850,5250,"""hppro"":63,""gedangpro"":88",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363421}"
5083,大地壁垒,4,3,shipin_508,3000,5084,2850,8100,"""hppro"":74,""gedangpro"":106",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482759}"
5084,大地壁垒,4,4,shipin_508,3400,5085,2850,10950,"""hppro"":82,""gedangpro"":124",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603080}"
5085,大地壁垒,4,5,shipin_508,3800,5086,2850,13800,"""hppro"":92,""gedangpro"":142",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724606}"
5086,大地壁垒,4,6,shipin_508,4200,,2850,16650,"""hppro"":102,""gedangpro"":161",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842587}"
5091,卡加斯之戒,4,1,shipin_509,2300,5092,2850,2400,"""atkpro"":73,""baojipro"":54",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242857}"
5092,卡加斯之戒,4,2,shipin_509,2600,5093,2850,5250,"""atkpro"":83,""baojipro"":64",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364264}"
5093,卡加斯之戒,4,3,shipin_509,3000,5094,2850,8100,"""atkpro"":92,""baojipro"":73",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482574}"
5094,卡加斯之戒,4,4,shipin_509,3400,5095,2850,10950,"""atkpro"":102,""baojipro"":83",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604108}"
5095,卡加斯之戒,4,5,shipin_509,3800,5096,2850,13800,"""atkpro"":111,""baojipro"":92",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722734}"
5096,卡加斯之戒,4,6,shipin_509,4200,,2850,16650,"""atkpro"":121,""baojipro"":102",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843487}"
5101,秘法飞行靴,4,1,shipin_510,2300,5102,2850,2400,"""speed"":25,""hppro"":59",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244403}"
5102,秘法飞行靴,4,2,shipin_510,2600,5103,2850,5250,"""speed"":27,""hppro"":67",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364333}"
5103,秘法飞行靴,4,3,shipin_510,3000,5104,2850,8100,"""speed"":30,""hppro"":78",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484221}"
5104,秘法飞行靴,4,4,shipin_510,3400,5105,2850,10950,"""speed"":34,""hppro"":86",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602769}"
5105,秘法飞行靴,4,5,shipin_510,3800,5106,2850,13800,"""speed"":39,""hppro"":98",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724799}"
5106,秘法飞行靴,4,6,shipin_510,4200,,2850,16650,"""speed"":45,""hppro"":112",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844142}"
5111,多瑞尔魔石,4,1,shipin_511,2300,5112,2850,2400,"""atk"":713","""511114""",+25.5%对战士的伤害加成,1,"""pojiapro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":242508}"
5112,多瑞尔魔石,4,2,shipin_511,2600,5113,2850,5250,"""atk"":822","""511214""",+28.8%对战士的伤害加成,1,"""pojiapro"":134","{""a"":""attr"",""t"":""jinbi"",""n"":364297}"
5113,多瑞尔魔石,4,3,shipin_511,3000,5114,2850,8100,"""atk"":933","""511314""",+32.7%对战士的伤害加成,1,"""pojiapro"":151","{""a"":""attr"",""t"":""jinbi"",""n"":484756}"
5114,多瑞尔魔石,4,4,shipin_511,3400,5115,2850,10950,"""atk"":1044","""511414""",+36.6%对战士的伤害加成,1,"""pojiapro"":164","{""a"":""attr"",""t"":""jinbi"",""n"":602130}"
5115,多瑞尔魔石,4,5,shipin_511,3800,5116,2850,13800,"""atk"":1178","""511514""",+40.6%对战士的伤害加成,1,"""pojiapro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":724697}"
5116,多瑞尔魔石,4,6,shipin_511,4200,,2850,16650,"""atk"":1301","""511614""",+44.8%对战士的伤害加成,1,"""pojiapro"":205","{""a"":""attr"",""t"":""jinbi"",""n"":842608}"
5121,魔蛇之眼,4,1,shipin_512,2300,5122,2850,2400,"""atk"":713","""512114""",+25.5%对游侠的伤害加成,1,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244826}"
5122,魔蛇之眼,4,2,shipin_512,2600,5123,2850,5250,"""atk"":822","""512214""",+28.8%对游侠的伤害加成,1,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":363663}"
5123,魔蛇之眼,4,3,shipin_512,3000,5124,2850,8100,"""atk"":933","""512314""",+32.7%对游侠的伤害加成,1,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":484106}"
5124,魔蛇之眼,4,4,shipin_512,3400,5125,2850,10950,"""atk"":1044","""512414""",+36.6%对游侠的伤害加成,1,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":604234}"
5125,魔蛇之眼,4,5,shipin_512,3800,5126,2850,13800,"""atk"":1178","""512514""",+40.6%对游侠的伤害加成,1,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":722736}"
5126,魔蛇之眼,4,6,shipin_512,4200,,2850,16650,"""atk"":1301","""512614""",+44.8%对游侠的伤害加成,1,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":842773}"
5131,血能红宝石,4,1,shipin_513,2300,5132,2850,2400,"""atk"":713","""513114""",+25.5%对刺客的伤害加成,1,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":243602}"
5132,血能红宝石,4,2,shipin_513,2600,5133,2850,5250,"""atk"":822","""513214""",+28.8%对刺客的伤害加成,1,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":364581}"
5133,血能红宝石,4,3,shipin_513,3000,5134,2850,8100,"""atk"":933","""513314""",+32.7%对刺客的伤害加成,1,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":482482}"
5134,血能红宝石,4,4,shipin_513,3400,5135,2850,10950,"""atk"":1044","""513414""",+36.6%对刺客的伤害加成,1,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":603734}"
5135,血能红宝石,4,5,shipin_513,3800,5136,2850,13800,"""atk"":1178","""513514""",+40.6%对刺客的伤害加成,1,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":723901}"
5136,血能红宝石,4,6,shipin_513,4200,,2850,16650,"""atk"":1301","""513614""",+44.8%对刺客的伤害加成,1,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":844079}"
5141,水族秘宝,4,1,shipin_514,2300,5142,2850,2400,"""atk"":713","""514114""",+25.5%对辅助的伤害加成,2,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244162}"
5142,水族秘宝,4,2,shipin_514,2600,5143,2850,5250,"""atk"":822","""514214""",+28.8%对辅助的伤害加成,2,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":363798}"
5143,水族秘宝,4,3,shipin_514,3000,5144,2850,8100,"""atk"":933","""514314""",+32.7%对辅助的伤害加成,2,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":482632}"
5144,水族秘宝,4,4,shipin_514,3400,5145,2850,10950,"""atk"":1044","""514414""",+36.6%对辅助的伤害加成,2,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":604144}"
5145,水族秘宝,4,5,shipin_514,3800,5146,2850,13800,"""atk"":1178","""514514""",+40.6%对辅助的伤害加成,2,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":724456}"
5146,水族秘宝,4,6,shipin_514,4200,,2850,16650,"""atk"":1301","""514614""",+44.8%对辅助的伤害加成,2,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":842909}"
5151,米歇尔水晶,4,1,shipin_515,2300,5152,2850,2400,"""atk"":713","""515114""",+25.5%对辅助的伤害加成,2,"""skilldpspro"":162","{""a"":""attr"",""t"":""jinbi"",""n"":243690}"
5152,米歇尔水晶,4,2,shipin_515,2600,5153,2850,5250,"""atk"":822","""515214""",+28.8%对辅助的伤害加成,2,"""skilldpspro"":180","{""a"":""attr"",""t"":""jinbi"",""n"":364288}"
5153,米歇尔水晶,4,3,shipin_515,3000,5154,2850,8100,"""atk"":933","""515314""",+32.7%对辅助的伤害加成,2,"""skilldpspro"":198","{""a"":""attr"",""t"":""jinbi"",""n"":482080}"
5154,米歇尔水晶,4,4,shipin_515,3400,5155,2850,10950,"""atk"":1044","""515414""",+36.6%对辅助的伤害加成,2,"""skilldpspro"":215","{""a"":""attr"",""t"":""jinbi"",""n"":603658}"
5155,米歇尔水晶,4,5,shipin_515,3800,5156,2850,13800,"""atk"":1178","""515514""",+40.6%对辅助的伤害加成,2,"""skilldpspro"":232","{""a"":""attr"",""t"":""jinbi"",""n"":722186}"
5156,米歇尔水晶,4,6,shipin_515,4200,,2850,16650,"""atk"":1301","""515614""",+44.8%对辅助的伤害加成,2,"""skilldpspro"":253","{""a"":""attr"",""t"":""jinbi"",""n"":844569}"
5161,因佩尔耳环,4,1,shipin_516,2300,5162,2850,2400,"""atk"":713","""516114""",+25.5%对法师的伤害加成,2,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":243804}"
5162,因佩尔耳环,4,2,shipin_516,2600,5163,2850,5250,"""atk"":822","""516214""",+28.8%对法师的伤害加成,2,"""hppro"":88","{""a"":""attr"",""t"":""jinbi"",""n"":364032}"
5163,因佩尔耳环,4,3,shipin_516,3000,5164,2850,8100,"""atk"":933","""516314""",+32.7%对法师的伤害加成,2,"""hppro"":96","{""a"":""attr"",""t"":""jinbi"",""n"":482760}"
5164,因佩尔耳环,4,4,shipin_516,3400,5165,2850,10950,"""atk"":1044","""516414""",+36.6%对法师的伤害加成,2,"""hppro"":104","{""a"":""attr"",""t"":""jinbi"",""n"":603795}"
5165,因佩尔耳环,4,5,shipin_516,3800,5166,2850,13800,"""atk"":1178","""516514""",+40.6%对法师的伤害加成,2,"""hppro"":112","{""a"":""attr"",""t"":""jinbi"",""n"":722881}"
5166,因佩尔耳环,4,6,shipin_516,4200,,2850,16650,"""atk"":1301","""516614""",+44.8%对法师的伤害加成,2,"""hppro"":121","{""a"":""attr"",""t"":""jinbi"",""n"":843651}"
5171,火焰魔石,4,1,shipin_517,2300,5172,2850,2400,"""atk"":713","""517114""",+25.5%对游侠的伤害加成,2,"""gedangpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":242498}"
5172,火焰魔石,4,2,shipin_517,2600,5173,2850,5250,"""atk"":822","""517214""",+28.5%对游侠的伤害加成,2,"""gedangpro"":65","{""a"":""attr"",""t"":""jinbi"",""n"":363389}"
5173,火焰魔石,4,3,shipin_517,3000,5174,2850,8100,"""atk"":933","""517314""",+32.5%对游侠的伤害加成,2,"""gedangpro"":77","{""a"":""attr"",""t"":""jinbi"",""n"":482446}"
5174,火焰魔石,4,4,shipin_517,3400,5175,2850,10950,"""atk"":1044","""517414""",+36.5%对游侠的伤害加成,2,"""gedangpro"":85","{""a"":""attr"",""t"":""jinbi"",""n"":604704}"
5175,火焰魔石,4,5,shipin_517,3800,5176,2850,13800,"""atk"":1178","""517514""",+40.5%对游侠的伤害加成,2,"""gedangpro"":97","{""a"":""attr"",""t"":""jinbi"",""n"":724379}"
5176,火焰魔石,4,6,shipin_517,4200,,2850,16650,"""atk"":1301","""517614""",+44.5%对游侠的伤害加成,2,"""gedangpro"":111","{""a"":""attr"",""t"":""jinbi"",""n"":844706}"
5181,光明之圣印,4,1,shipin_518,2300,5182,2850,2400,"""atk"":713","""518114""",+25.5%对刺客的伤害加成,3,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244467}"
5182,光明之圣印,4,2,shipin_518,2600,5183,2850,5250,"""atk"":822","""518214""",+28.5%对刺客的伤害加成,3,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":362564}"
5183,光明之圣印,4,3,shipin_518,3000,5184,2850,8100,"""atk"":933","""518314""",+32.5%对刺客的伤害加成,3,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":482329}"
5184,光明之圣印,4,4,shipin_518,3400,5185,2850,10950,"""atk"":1044","""518414""",+36.5%对刺客的伤害加成,3,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":603284}"
