技能id,技能类型,攻击动作,选敌类型,是否存活,位置,排序条件,选敌数量,释放概率,数据,检测条件,额外数据,描述
623513,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":800},+80%对刺客的伤害加成
623613,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":900},+90%对刺客的伤害加成
624113,3,dpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":400},+40%对法师的伤害加成
624213,3,dpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":500},+50%对法师的伤害加成
624313,3,dpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":600},+60%对法师的伤害加成
624413,3,dpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":700},+70%对法师的伤害加成
624513,3,dpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":800},+80%对法师的伤害加成
624613,3,dpspro,-1,1,,,,1000,{},{"job":[2]},{"pro":900},+90%对法师的伤害加成
11033023,3,buff,-1,1,,,,500,{},{"job":[1]},"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",如果攻击目标是战士，则有50%几率冰冻目标，持续1回合。
11054113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":84}}",{},{},增加自己8.4%破甲，持续15回合。
11055113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":140}}",{},{},增加自己14%破甲，持续15回合。
11064113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":2,""pro"":80}}",{},{},增加自己8%破甲，持续2回合。
11065113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":2,""pro"":80}}",{},{},增加自己8%破甲，持续2回合。
11075013,3,hppro,-2,1,,,,1000,{"pro":800},{},{},使自己恢复80%攻击生命。
11075213,3,hppro,-2,1,,,,1000,{"pro":450},{},{},使自己恢复45%攻击生命。
11075313,3,hppro,-2,1,,,,1000,{"pro":240},{},{},使自己恢复24%攻击生命。
11076013,3,hppro,-2,1,,,,1000,{"pro":950},{},{},使自己恢复95%攻击生命。
11076213,3,hppro,-2,1,,,,1000,{"pro":600},{},{},使自己恢复60%攻击生命。
11076313,3,hppro,-2,1,,,,1000,{"pro":360},{},{},使自己恢复36%攻击生命。
11085013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":270}}",{},{},降低攻击目标27%攻击，持续2回合。
11085213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":84}}",{},{},增加自己8.4%破甲，持续15回合。
11085223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":80}}",{},{},增加自己8%暴击，持续15回合。
11086013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":2,""pro"":270}}",{},{},降低攻击目标27%攻击，持续2回合。
11086213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":112}}",{},{},增加自己11.2%破甲，持续15回合。
11086223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":110}}",{},{},增加自己11%暴击，持续15回合。
11086313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":600}}",{},{},增加自己60%攻击，持续3回合。
12013013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},100%几率使攻击目标冰冻，持续2回合。
12013113,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",{},{},20%几率使攻击目标冰冻，持续1回合。
12024013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":15,""pro"":130}}",{},{},每回合对攻击目标造成13%攻击伤害，持续15回合。
12024113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":100}}",{},{},使目标燃烧，每回合对攻击目标造成10%攻击伤害，持续15回合。
12024213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":100}}",{},{},使目标燃烧，每回合对攻击目标造成10%攻击伤害，持续15回合。
12025013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":15,""pro"":180}}",{},{},每回合对攻击目标造成18%攻击伤害，持续15回合。
12025113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":175}}",{},{},使目标燃烧，每回合对攻击目标造成17.5%攻击伤害，持续15回合。
12025213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":140}}",{},{},使目标燃烧，每回合对攻击目标造成14%攻击伤害，持续15回合。
12026013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":15,""pro"":300}}",{},{},每回合对攻击目标造成30%攻击伤害，持续15回合。
12026113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":200}}",{},{},使目标燃烧，每回合对攻击目标造成20%攻击伤害，持续15回合。
12026213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":160}}",{},{},使目标燃烧，每回合对攻击目标造成16%攻击伤害，持续15回合。
12026313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":15,""pro"":270}}",{},{},使目标燃烧，每回合对攻击目标造成27%攻击伤害，持续15回合。
12035013,3,buff,-1,1,,,,750,{},{"job":[1]},"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",如果攻击目标是战士，则有75%概率攻击目标禁魔，持续2回合。
12035113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":160}}",{},{},增加自己16%破甲，持续15回合。
12035123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":100}}",{},{},增加自己10%攻击，持续15回合。
12036013,3,buff,-1,1,,,,750,{},{"job":[1]},"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",如果攻击目标是战士类，则有75%概率攻击目标禁魔，持续2回合。
12036113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":200}}",{},{},增加自己20%破甲，持续15回合。
12036123,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":15,""pro"":150}}",{},{},增加自己20%攻击，持续15回合。
12036313,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhuoshao"",""round"":3,""pro"":280}}",{},{},对敌方全体造成75%攻击伤害。
13012013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":180}}",{},{},每回合对攻击目标造成18%攻击伤害，持续2回合。
13034013,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},30%的几率使攻击目标冰冻，持续2回合。
13034023,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":900},{},{},使血量最少的友军恢复90%攻击生命。
13034213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":500}}",{},{},增加自己50%攻击，持续3回合。
13035013,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},35%的几率使攻击目标冰冻，持续2回合。
13035023,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":1350},{},{},使血量最少的友军恢复135%攻击生命。
13035213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":650}}",{},{},增加自己65%攻击，持续3回合。
13036013,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},40%的几率使攻击目标冰冻，持续2回合。
13036023,3,hppro,0,1,0,"_hpper,asc",1,1000,{"pro":1800},{},{},使血量最少的友军恢复180%攻击生命。
13036213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":850}}",{},{},增加自己85%攻击，持续3回合。
13036313,3,hppro,0,1,0,rand,1,1000,{"pro":900},{},{},使随机1名友军恢复90%攻击生命。
13045013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":2}}",{},{},25%几率使攻击目标石化，持续2回合。
13045115,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""gedangdrop"",""round"":3,""pro"":100}}",{},{},降低攻击目标10%格挡，持续3回合。
13045313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":600}}",{},{},增加自己60%攻击，持续3回合。
13046013,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":2}}",{},{},30%几率使攻击目标石化，持续2回合。
13046115,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""gedangdrop"",""round"":3,""pro"":150}}",{},{},降低攻击目标15%格挡，持续3回合。
13046313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":800}}",{},{},增加自己80%攻击，持续3回合。
14013113,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",{},{},25%几率使攻击目标冰冻，持续1回合。
14024013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":2,""pro"":150}}",{},{},增加自身15%破甲，持续2回合。
14024213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":150}}",{},{},增加自己15%暴击，持续15回合。
14025013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":2,""pro"":250}}",{},{},增加自身25%破甲，持续2回合。
14025213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":200}}",{},{},增加自己20%暴击，持续15回合。
14026013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":2,""pro"":250}}",{},{},增加自身25%破甲，持续2回合。
14026213,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":15,""pro"":250}}",{},{},增加自己25%暴击，持续15回合。
14026313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baoshangpro"",""round"":15,""pro"":210}}",{},{},增加自己21%暴击伤害，持续15回合。
14035013,3,buff,-1,1,,,,800,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是法师，则有80%几率使攻击目标眩晕，持续2回合。
14035215,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":15,""pro"":100}}",{},{},降低攻击目标10%护甲，持续15回合。
14036013,3,buff,-1,1,,,,800,{},{"job":[2]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是法师，则有80%几率使攻击目标眩晕，持续2回合。
14036215,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":15,""pro"":150}}",{},{},降低攻击目标15%护甲，持续15回合。
14036313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":15,""pro"":300}}",{},{},增加自己30%破甲，持续15回合。
14036323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":5,""pro"":3000}}",{},{},每回合回复自己300%攻击生命，持续5回合。
14045013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":6,""pro"":350}}",{},{},每回合额外造成45%中毒伤害，持续6回合
14045023,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},有35%概率眩晕目标2回合。
14046013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":6,""pro"":450}}",{},{},每回合额外造成56%中毒伤害，持续6回合
14046023,3,buff,-1,1,,,,425,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},有45%概率眩晕目标2回合。
1404a013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":6,""pro"":700}}",{},{},每回合额外造成66%中毒伤害，持续6回合
1404a023,3,buff,-1,1,,,,525,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},有50%概率眩晕目标2回合
1404a033,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":2,""pro"":520}}",{},{},增加自己50%免伤持续2回合。
14045113,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhongdu"]},{"pro":105},被动技能：对中毒目标伤害增加10%
14046113,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhongdu"]},{"pro":155},被动技能：对中毒目标伤害增加15%
1404a113,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["zhongdu"]},{"pro":205},被动技能：对中毒目标伤害增加20%
14045213,3,buff,-1,,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":6,""pro"":325}}",{},{},被动技能：普攻有100%概率使目标中毒，每回合持续赵成40%攻击伤害，持续6回合。
14046213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":6,""pro"":525}}",{},{},被动技能：普攻有100%概率使目标中毒，每回合持续赵成50%攻击伤害，持续6回合。
1404a213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":6,""pro"":525}}",{},{},被动技能：普攻有100%概率使目标中毒，每回合持续赵成60%攻击伤害，持续6回合。
14045313,3,buff,1,1,2,rand,2,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":4,""pro"":800}}",{},{},当生命低于50%时，使随机2名后排敌人中毒，每回合造成100%攻击伤害，持续4回合。（只触发一次）
14046313,3,buff,1,1,2,rand,2,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":4,""pro"":1300}}",{},{},当生命低于50%时，使随机2名后排敌人中毒，每回合造成150%攻击伤害，持续4回合。（只触发一次）
1404a313,3,buff,1,1,2,rand,2,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":4,""pro"":1900}}",{},{},当生命低于50%时，使随机2名后排敌人中毒，每回合造成200%攻击伤害，持续4回合。（只触发一次）
15024213,3,dpspro,-1,1,,,,1000,{},{"job":[1]},{"pro":250},如果攻击目标是战士，则伤害增加25%。
15025213,3,dpspro,-1,1,,,,1000,{},{"job":[1]},{"pro":350},如果攻击目标是战士，则伤害增加35%。
15035013,3,buff,-1,1,,,,600,{},{"job":[4]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是刺客，则有60%几率使攻击目标眩晕，持续2回合。
15035113,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},40%几率使攻击目标眩晕，持续1回合。
15035213,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["xuanyun"]},{"pro":560},如果攻击目标处于眩晕状态，则伤害增加56%。
15036013,3,buff,-1,1,,,,800,{},{"job":[4]},"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",如果攻击目标是刺客，则有80%几率使攻击目标眩晕，持续2回合。
15036113,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},50%几率使攻击目标眩晕，持续1回合。
15036213,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["xuanyun"]},{"pro":750},如果攻击目标处于眩晕状态，则伤害增加75%。
21034013,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":500},如果攻击目标为刺客，则伤害增加50%。
21034213,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",{},{},20%几率使攻击目标禁魔，持续2回合。
21035013,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":800},如果攻击目标为刺客，则伤害增加80%。
21035213,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",{},{},30%几率使攻击目标禁魔，持续2回合。
21036013,3,dpspro,-1,1,,,,1000,{},{"job":[4]},{"pro":1000},如果攻击目标为刺客，则伤害增加100%。
21036213,3,buff,-1,1,,,,450,"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":2}}",{},{},45%几率使攻击目标禁魔，持续2回合。
21036313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":4,""pro"":240}}",{},{},增加自己24%伤减率，持续4回合。
21045013,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},20%几率使攻击目标眩晕，持续2回合。
21046013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},25%几率使攻击目标眩晕，持续2回合。
21046313,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":3,""pro"":600}}",{},{},增加所有我方单位60%护甲，持续3回合
22034013,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},15%几率使攻击目标冰冻，持续2回合。
22034213,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",{},{},15%几率使攻击目标冰冻，持续1回合。
22035013,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},15%几率使攻击目标冰冻，持续2回合。
22035213,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",{},{},25%几率使攻击目标冰冻，持续1回合。
22036013,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},20%几率使攻击目标冰冻，持续2回合。
22036213,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",{},{},25%几率使攻击目标冰冻，持续1回合。
22036313,3,buff,1,1,0,,,100,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},10%几率使所有敌人冰冻，持续2回合。
22045013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},25%几率使攻击目标眩晕，持续2回合。
22045213,3,buff,1,1,2,,,200,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},20%的几率使敌方后排目标眩晕，持续2回合。
22046013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},25%几率使攻击目标眩晕，持续2回合。
22046213,3,buff,1,1,2,,,280,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},28%的机率使敌方后排目标眩晕，持续2回合。
22046313,3,buff,-1,1,,,,270,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},27%几率使攻击目标眩晕，持续2回合。
22055013,3,buff,-1,1,,,,750,{},{"job":[3]},"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":3}}",如果攻击目标为辅助，则有75%几率使攻击目标禁魔，持续3回合。
22055113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":50}}",{},{},降低攻击目标5%攻击，持续3回合。
22055313,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":2,""pro"":100}}",{},{},30%几率降低攻击目标10%暴击，持续2回合。
22055323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":200}}",{},{},增加自己20%攻击，持续2回合。
22056013,3,buff,-1,1,,,,750,{},{"job":[3]},"{""act"":""buff"",""v"":{""buffid"":""jinmo"",""round"":3}}",如果攻击目标为辅助，则有75%几率使攻击目标禁魔，持续3回合。
22056113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":80}}",{},{},降低攻击目标8%攻击，持续3回合。
22056313,3,buff,-1,1,,,,800,"{""act"":""buff"",""v"":{""buffid"":""baojidrop"",""round"":3,""pro"":100}}",{},{},80%几率降低攻击目标10%暴击，持续3回合。
22056323,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":200}}",{},{},增加自己20%攻击，持续3回合。
23023213,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":50}}",{},{},降低攻击目标5%攻击，持续3回合。
23035013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":650}}",{},{},每回合恢复全体友军65%攻击生命，持续3回合。
23035113,3,dpspro,-1,1,,,,1000,{"pro":300},{},{},对攻击目标伤害增加30%。
23035123,3,buff,0,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":250}}",{},{},每回合恢复随机1名友军25%攻击生命，持续3回合。
23035313,3,hppro,0,1,0,,,1000,{"pro":1500},{},{},回复己方全体60%攻击生命。
23036013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":800}}",{},{},每回合恢复全体友军80%攻击生命，持续3回合。
23036113,3,dpspro,-1,1,,,,1000,{"pro":400},{},{},对攻击目标使伤害增加40%。
23036123,3,buff,0,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""hpback"",""round"":3,""pro"":350}}",{},{},每回合恢复随机1名友军35%攻击生命，持续3回合。
23036313,3,hppro,0,1,0,,,1000,{"pro":2000},{},{},回复己方全体95%攻击生命。
24013113,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""pojiapro"",""round"":3,""pro"":640}}",{},{},增加自己64%破甲，持续3回合。
24024013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":2,""pro"":150}}",{},{},降低攻击目标15%护甲，持续2回合。
24025013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":2,""pro"":180}}",{},{},降低攻击目标18%护甲，持续2回合。
24025213,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":400}}",{},{},50%几率使攻击目标流血，每回合造成40%攻击伤害，持续2回合。
24026013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""defdrop"",""round"":2,""pro"":240}}",{},{},降低攻击目标24%护甲，持续2回合。
24026213,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":600}}",{},{},50%几率使攻击目标流血，每回合造成60%攻击伤害，持续2回合。
24026313,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":120}}",{},{},增加自己12%攻击，持续3回合。
24035013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":600}}",{},{},每回合对攻击目标造成60%攻击伤害，持续2回合。
24035113,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":500}}",{},{},50%几率使攻击目标流血，每回合造成50%攻击伤害，持续2回合。
24036013,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""diaoxue"",""round"":2,""pro"":860}}",{},{},主动技能：对随机2名后排敌人造成152%攻击伤害，每回合额外造成86%攻击伤害，持续2回合。
24036113,3,buff,-1,1,,,,700,"{""act"":""buff"",""v"":{""buffid"":""liuxue"",""round"":2,""pro"":600}}",{},{},70%几率使攻击目标流血，每回合造成60%攻击伤害，持续2回合。
24036315,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":100}}",{},{},降低攻击目标10%攻击，持续3回合。
24036325,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":100}}",{},{},增加自己10%攻击，持续3回合。
25044113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":50}}",{},{},降低攻击目标5%攻击，持续3回合。
25045113,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":90}}",{},{},降低攻击目标9%攻击，持续3回合。
25065013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},25%几率使攻击目标冰冻，持续2回合。
25065213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":40}}",{},{},降低攻击者4%攻击，持续3回合。
25065223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":40}}",{},{},增加自己4%攻击，持续3回合。
25065313,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["bingdong"]},{"pro":375},如果攻击目标处于冰冻状态，则伤害增加37.5%。
25066013,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":2}}",{},{},25%几率使攻击目标冰冻，持续2回合。
25066213,3,buff,2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkdrop"",""round"":3,""pro"":70}}",{},{},降低攻击者7%攻击，持续3回合。
25066223,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":3,""pro"":70}}",{},{},增加自己7%攻击，持续3回合。
25066313,3,dpspro,-1,1,,,,1000,{},{"hasbufftype":["bingdong"]},{"pro":600},如果攻击目标处于冰冻状态，则伤害增加60%。
25075013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":250}}",{},{},增加自身25%攻击，持续2回合。
25075213,3,hppro,-2,1,,,,1000,{"pro":1200},{},{},回复自身120%攻击生命。
25075315,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""jingzhundrop"",""round"":2,""pro"":100}}",{},{},减少攻击目标10%精准，持续2回合。
25076013,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":400}}",{},{},增加自身40%攻击，持续2回合。
25076213,3,hppro,-2,1,,,,1000,{"pro":1600},{},{},回复自身160%攻击生命。
