NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数
242,22056,3,189,24026,8,"""atk"":1.552,""hp"":1.552",1
242,22056,4,189,22056,8,"""atk"":1.552,""hp"":1.552",1
242,22056,5,189,22056,8,"""atk"":1.552,""hp"":1.552",1
242,22056,6,189,24026,8,"""atk"":1.552,""hp"":1.552",1
243,35036,1,190,35036,8,"""atk"":1.554,""hp"":1.554",1
243,35036,2,190,33026,8,"""atk"":1.554,""hp"":1.554",1
243,35036,3,190,33026,8,"""atk"":1.554,""hp"":1.554",1
243,35036,4,190,34026,8,"""atk"":1.554,""hp"":1.554",1
243,35036,5,190,33026,8,"""atk"":1.554,""hp"":1.554",1
243,35036,6,190,33026,8,"""atk"":1.554,""hp"":1.554",1
244,41056,1,190,41056,8,"""atk"":1.557,""hp"":1.557",1
244,41056,2,190,41066,8,"""atk"":1.557,""hp"":1.557",1
244,41056,3,190,45056,8,"""atk"":1.557,""hp"":1.557",1
244,41056,4,190,44036,8,"""atk"":1.557,""hp"":1.557",1
244,41056,5,190,45056,8,"""atk"":1.557,""hp"":1.557",1
244,41056,6,190,44046,8,"""atk"":1.557,""hp"":1.557",1
245,51016,1,191,51016,8,"""atk"":1.559,""hp"":1.637",1
245,51016,2,191,52046,8,"""atk"":1.559,""hp"":1.637",1
245,51016,3,191,53016,8,"""atk"":1.559,""hp"":1.637",1
245,51016,4,191,52046,8,"""atk"":1.559,""hp"":1.637",1
245,51016,5,191,53016,8,"""atk"":1.559,""hp"":1.637",1
245,51016,6,191,52046,8,"""atk"":1.559,""hp"":1.637",1
246,63026,1,191,63026,8,"""atk"":1.562,""hp"":1.562",1
246,63026,2,191,63026,8,"""atk"":1.562,""hp"":1.562",1
246,63026,3,191,62016,8,"""atk"":1.562,""hp"":1.562",1
246,63026,4,191,63026,8,"""atk"":1.562,""hp"":1.562",1
246,63026,5,191,63026,8,"""atk"":1.562,""hp"":1.562",1
246,63026,6,191,61026,8,"""atk"":1.562,""hp"":1.562",1
247,52046,1,192,52046,8,"""atk"":1.564,""hp"":1.564",1
247,52046,2,192,31076,8,"""atk"":1.564,""hp"":1.564",1
247,52046,3,192,13046,8,"""atk"":1.564,""hp"":1.564",1
247,52046,4,192,43056,8,"""atk"":1.564,""hp"":1.564",1
247,52046,5,192,22056,8,"""atk"":1.564,""hp"":1.564",1
247,52046,6,192,62016,8,"""atk"":1.564,""hp"":1.564",1
248,11086,1,192,11086,8,"""atk"":1.567,""hp"":1.567",1
248,11086,2,192,11076,8,"""atk"":1.567,""hp"":1.567",1
248,11086,3,192,13036,8,"""atk"":1.567,""hp"":1.567",1
248,11086,4,192,12026,8,"""atk"":1.567,""hp"":1.567",1
248,11086,5,192,12036,8,"""atk"":1.567,""hp"":1.567",1
248,11086,6,192,13046,8,"""atk"":1.567,""hp"":1.567",1
249,22056,1,193,22056,8,"""atk"":1.569,""hp"":1.569",1
249,22056,2,193,21036,8,"""atk"":1.569,""hp"":1.569",1
249,22056,3,193,25076,8,"""atk"":1.569,""hp"":1.569",1
249,22056,4,193,22036,8,"""atk"":1.569,""hp"":1.569",1
249,22056,5,193,22056,8,"""atk"":1.569,""hp"":1.569",1
249,22056,6,193,25076,8,"""atk"":1.569,""hp"":1.569",1
250,33026,1,193,33026,8,"""atk"":1.965,""hp"":6.038",1.4
250,33026,3,193,33026,8,"""atk"":1.965,""hp"":6.038",1.4
250,33026,6,193,33026,8,"""atk"":1.965,""hp"":6.038",1.4
251,45046,1,194,45046,8,"""atk"":1.574,""hp"":1.574",1
251,45046,2,194,45046,8,"""atk"":1.574,""hp"":1.574",1
251,45046,3,194,44046,8,"""atk"":1.574,""hp"":1.574",1
251,45046,4,194,44046,8,"""atk"":1.574,""hp"":1.574",1
251,45046,5,194,44036,8,"""atk"":1.574,""hp"":1.574",1
251,45046,6,194,43046,8,"""atk"":1.574,""hp"":1.574",1
252,52046,1,194,52046,8,"""atk"":1.577,""hp"":1.577",1
252,52046,2,194,52046,8,"""atk"":1.577,""hp"":1.577",1
252,52046,3,194,51016,8,"""atk"":1.577,""hp"":1.577",1
252,52046,4,194,53016,8,"""atk"":1.577,""hp"":1.577",1
252,52046,5,194,53016,8,"""atk"":1.577,""hp"":1.577",1
252,52046,6,194,52046,8,"""atk"":1.577,""hp"":1.577",1
253,61026,1,195,61026,8,"""atk"":1.579,""hp"":1.579",1
253,61026,2,195,62016,8,"""atk"":1.579,""hp"":1.579",1
253,61026,3,195,62016,8,"""atk"":1.579,""hp"":1.579",1
253,61026,4,195,62016,8,"""atk"":1.579,""hp"":1.579",1
253,61026,5,195,61026,8,"""atk"":1.579,""hp"":1.579",1
253,61026,6,195,63026,8,"""atk"":1.579,""hp"":1.579",1
254,45046,1,195,45046,8,"""atk"":1.582,""hp"":1.582",1
254,45046,2,195,52046,8,"""atk"":1.582,""hp"":1.582",1
254,45046,3,195,33026,8,"""atk"":1.582,""hp"":1.582",1
254,45046,4,195,61026,8,"""atk"":1.582,""hp"":1.582",1
254,45046,5,195,14036,8,"""atk"":1.582,""hp"":1.582",1
254,45046,6,195,25076,8,"""atk"":1.582,""hp"":1.582",1
255,11086,1,196,11086,8,"""atk"":1.584,""hp"":1.664",1
255,11086,2,196,11086,8,"""atk"":1.584,""hp"":1.664",1
255,11086,3,196,12026,8,"""atk"":1.584,""hp"":1.664",1
255,11086,4,196,14026,8,"""atk"":1.584,""hp"":1.664",1
255,11086,5,196,14026,8,"""atk"":1.584,""hp"":1.664",1
255,11086,6,196,13046,8,"""atk"":1.584,""hp"":1.664",1
256,21036,1,196,21036,8,"""atk"":1.587,""hp"":1.587",1
256,21036,2,196,21046,8,"""atk"":1.587,""hp"":1.587",1
256,21036,3,196,23036,8,"""atk"":1.587,""hp"":1.587",1
256,21036,4,196,24026,8,"""atk"":1.587,""hp"":1.587",1
256,21036,5,196,22056,8,"""atk"":1.587,""hp"":1.587",1
256,21036,6,196,24036,8,"""atk"":1.587,""hp"":1.587",1
257,31076,1,197,31076,8,"""atk"":1.589,""hp"":1.589",1
257,31076,2,197,33026,8,"""atk"":1.589,""hp"":1.589",1
257,31076,3,197,34026,8,"""atk"":1.589,""hp"":1.589",1
257,31076,4,197,32056,8,"""atk"":1.589,""hp"":1.589",1
257,31076,5,197,34026,8,"""atk"":1.589,""hp"":1.589",1
257,31076,6,197,33026,8,"""atk"":1.589,""hp"":1.589",1
258,41056,1,197,41056,8,"""atk"":1.592,""hp"":1.592",1
258,41056,2,197,41056,8,"""atk"":1.592,""hp"":1.592",1
258,41056,3,197,44036,8,"""atk"":1.592,""hp"":1.592",1
258,41056,4,197,42016,8,"""atk"":1.592,""hp"":1.592",1
258,41056,5,197,44046,8,"""atk"":1.592,""hp"":1.592",1
258,41056,6,197,45046,8,"""atk"":1.592,""hp"":1.592",1
259,53016,1,198,53016,8,"""atk"":1.594,""hp"":1.594",1
259,53016,2,198,53016,8,"""atk"":1.594,""hp"":1.594",1
259,53016,3,198,52046,8,"""atk"":1.594,""hp"":1.594",1
259,53016,4,198,52046,8,"""atk"":1.594,""hp"":1.594",1
259,53016,5,198,51016,8,"""atk"":1.594,""hp"":1.594",1
259,53016,6,198,53016,8,"""atk"":1.594,""hp"":1.594",1
260,63026,1,198,63026,8,"""atk"":1.996,""hp"":6.134",1.4
260,63026,3,198,63026,8,"""atk"":1.996,""hp"":6.134",1.4
260,63026,6,198,62016,8,"""atk"":1.996,""hp"":6.134",1.4
261,35036,1,199,35036,8,"""atk"":1.599,""hp"":1.599",1
261,35036,2,199,45056,8,"""atk"":1.599,""hp"":1.599",1
261,35036,3,199,13036,8,"""atk"":1.599,""hp"":1.599",1
261,35036,4,199,24026,8,"""atk"":1.599,""hp"":1.599",1
261,35036,5,199,51016,8,"""atk"":1.599,""hp"":1.599",1
261,35036,6,199,61026,8,"""atk"":1.599,""hp"":1.599",1
262,11076,1,199,11076,8,"""atk"":1.602,""hp"":1.602",1
262,11076,2,199,11086,8,"""atk"":1.602,""hp"":1.602",1
262,11076,3,199,14026,8,"""atk"":1.602,""hp"":1.602",1
262,11076,4,199,14036,8,"""atk"":1.602,""hp"":1.602",1
262,11076,5,199,12036,8,"""atk"":1.602,""hp"":1.602",1
262,11076,6,199,14036,8,"""atk"":1.602,""hp"":1.602",1
263,21036,1,200,21036,8,"""atk"":1.604,""hp"":1.604",1
263,21036,2,200,21046,8,"""atk"":1.604,""hp"":1.604",1
263,21036,3,200,24026,8,"""atk"":1.604,""hp"":1.604",1
263,21036,4,200,22056,8,"""atk"":1.604,""hp"":1.604",1
263,21036,5,200,25076,8,"""atk"":1.604,""hp"":1.604",1
263,21036,6,200,25076,8,"""atk"":1.604,""hp"":1.604",1
264,33026,1,200,33026,8,"""atk"":1.607,""hp"":1.607",1
264,33026,2,200,35046,8,"""atk"":1.607,""hp"":1.607",1
264,33026,3,200,32036,8,"""atk"":1.607,""hp"":1.607",1
264,33026,4,200,31086,8,"""atk"":1.607,""hp"":1.607",1
264,33026,5,200,34026,8,"""atk"":1.607,""hp"":1.607",1
264,33026,6,200,31086,8,"""atk"":1.607,""hp"":1.607",1
265,41066,1,201,41066,8,"""atk"":1.609,""hp"":1.69",1
265,41066,2,201,45046,8,"""atk"":1.609,""hp"":1.69",1
265,41066,3,201,43056,8,"""atk"":1.609,""hp"":1.69",1
265,41066,4,201,43046,8,"""atk"":1.609,""hp"":1.69",1
265,41066,5,201,44046,8,"""atk"":1.609,""hp"":1.69",1
265,41066,6,201,43056,8,"""atk"":1.609,""hp"":1.69",1
266,51016,1,201,51016,8,"""atk"":1.612,""hp"":1.612",1
266,51016,2,201,53016,8,"""atk"":1.612,""hp"":1.612",1
266,51016,3,201,52046,8,"""atk"":1.612,""hp"":1.612",1
266,51016,4,201,53016,8,"""atk"":1.612,""hp"":1.612",1
266,51016,5,201,53016,8,"""atk"":1.612,""hp"":1.612",1
266,51016,6,201,53016,8,"""atk"":1.612,""hp"":1.612",1
267,63026,1,202,63026,8,"""atk"":1.614,""hp"":1.614",1
267,63026,2,202,63026,8,"""atk"":1.614,""hp"":1.614",1
267,63026,3,202,62016,8,"""atk"":1.614,""hp"":1.614",1
267,63026,4,202,63026,8,"""atk"":1.614,""hp"":1.614",1
267,63026,5,202,62016,8,"""atk"":1.614,""hp"":1.614",1
267,63026,6,202,61026,8,"""atk"":1.614,""hp"":1.614",1
268,31076,1,202,31076,8,"""atk"":1.617,""hp"":1.617",1
268,31076,2,202,22056,8,"""atk"":1.617,""hp"":1.617",1
268,31076,3,202,45046,8,"""atk"":1.617,""hp"":1.617",1
268,31076,4,202,12026,8,"""atk"":1.617,""hp"":1.617",1
268,31076,5,202,63026,8,"""atk"":1.617,""hp"":1.617",1
268,31076,6,202,53016,8,"""atk"":1.617,""hp"":1.617",1
269,11086,1,203,11086,8,"""atk"":1.619,""hp"":1.619",1
269,11086,2,203,11086,8,"""atk"":1.619,""hp"":1.619",1
269,11086,3,203,13036,8,"""atk"":1.619,""hp"":1.619",1
269,11086,4,203,14026,8,"""atk"":1.619,""hp"":1.619",1
269,11086,5,203,13036,8,"""atk"":1.619,""hp"":1.619",1
269,11086,6,203,12036,8,"""atk"":1.619,""hp"":1.619",1
270,21046,1,203,21046,8,"""atk"":2.028,""hp"":6.23",1.4
270,21046,3,203,23036,8,"""atk"":2.028,""hp"":6.23",1.4
270,21046,6,203,22056,8,"""atk"":2.028,""hp"":6.23",1.4
271,35046,1,204,35046,8,"""atk"":1.624,""hp"":1.624",1
271,35046,2,204,31076,8,"""atk"":1.624,""hp"":1.624",1
271,35046,3,204,31086,8,"""atk"":1.624,""hp"":1.624",1
271,35046,4,204,33026,8,"""atk"":1.624,""hp"":1.624",1
271,35046,5,204,31086,8,"""atk"":1.624,""hp"":1.624",1
271,35046,6,204,33026,8,"""atk"":1.624,""hp"":1.624",1
272,45046,1,204,45046,8,"""atk"":1.627,""hp"":1.627",1
272,45046,2,204,41066,8,"""atk"":1.627,""hp"":1.627",1
272,45046,3,204,42016,8,"""atk"":1.627,""hp"":1.627",1
272,45046,4,204,44036,8,"""atk"":1.627,""hp"":1.627",1
272,45046,5,204,43046,8,"""atk"":1.627,""hp"":1.627",1
272,45046,6,204,42016,8,"""atk"":1.627,""hp"":1.627",1
273,52046,1,205,52046,8,"""atk"":1.629,""hp"":1.629",1
273,52046,2,205,53016,8,"""atk"":1.629,""hp"":1.629",1
273,52046,3,205,51016,8,"""atk"":1.629,""hp"":1.629",1
273,52046,4,205,52046,8,"""atk"":1.629,""hp"":1.629",1
273,52046,5,205,53016,8,"""atk"":1.629,""hp"":1.629",1
273,52046,6,205,52046,8,"""atk"":1.629,""hp"":1.629",1
274,62016,1,205,62016,8,"""atk"":1.632,""hp"":1.632",1
274,62016,2,205,62016,8,"""atk"":1.632,""hp"":1.632",1
274,62016,3,205,63026,8,"""atk"":1.632,""hp"":1.632",1
274,62016,4,205,63026,8,"""atk"":1.632,""hp"":1.632",1
274,62016,5,205,62016,8,"""atk"":1.632,""hp"":1.632",1
274,62016,6,205,62016,8,"""atk"":1.632,""hp"":1.632",1
275,22056,1,206,22056,8,"""atk"":1.634,""hp"":1.716",1
275,22056,2,206,63026,8,"""atk"":1.634,""hp"":1.716",1
275,22056,3,206,44046,8,"""atk"":1.634,""hp"":1.716",1
275,22056,4,206,13046,8,"""atk"":1.634,""hp"":1.716",1
275,22056,5,206,34026,8,"""atk"":1.634,""hp"":1.716",1
275,22056,6,206,51016,8,"""atk"":1.634,""hp"":1.716",1
276,15036,1,206,15036,8,"""atk"":1.637,""hp"":1.637",1
276,15036,2,206,11076,8,"""atk"":1.637,""hp"":1.637",1
276,15036,3,206,12036,8,"""atk"":1.637,""hp"":1.637",1
276,15036,4,206,14026,8,"""atk"":1.637,""hp"":1.637",1
276,15036,5,206,14036,8,"""atk"":1.637,""hp"":1.637",1
276,15036,6,206,14026,8,"""atk"":1.637,""hp"":1.637",1
277,22056,1,207,22056,8,"""atk"":1.639,""hp"":1.639",1
277,22056,2,207,22056,8,"""atk"":1.639,""hp"":1.639",1
277,22056,3,207,24036,8,"""atk"":1.639,""hp"":1.639",1
277,22056,4,207,22046,8,"""atk"":1.639,""hp"":1.639",1
277,22056,5,207,23036,8,"""atk"":1.639,""hp"":1.639",1
277,22056,6,207,25076,8,"""atk"":1.639,""hp"":1.639",1
278,35036,1,207,35036,8,"""atk"":1.642,""hp"":1.642",1
278,35036,2,207,33026,8,"""atk"":1.642,""hp"":1.642",1
278,35036,3,207,31086,8,"""atk"":1.642,""hp"":1.642",1
278,35036,4,207,33026,8,"""atk"":1.642,""hp"":1.642",1
278,35036,5,207,31086,8,"""atk"":1.642,""hp"":1.642",1
278,35036,6,207,31086,8,"""atk"":1.642,""hp"":1.642",1
279,45056,1,208,45056,8,"""atk"":1.644,""hp"":1.644",1
279,45056,2,208,41056,8,"""atk"":1.644,""hp"":1.644",1
279,45056,3,208,42016,8,"""atk"":1.644,""hp"":1.644",1
279,45056,4,208,43056,8,"""atk"":1.644,""hp"":1.644",1
279,45056,5,208,44036,8,"""atk"":1.644,""hp"":1.644",1
279,45056,6,208,43046,8,"""atk"":1.644,""hp"":1.644",1
280,53016,1,208,53016,8,"""atk"":2.059,""hp"":6.326",1.4
280,53016,3,208,51016,8,"""atk"":2.059,""hp"":6.326",1.4
280,53016,6,208,53016,8,"""atk"":2.059,""hp"":6.326",1.4
281,63026,1,209,63026,8,"""atk"":1.649,""hp"":1.649",1
281,63026,2,209,61026,8,"""atk"":1.649,""hp"":1.649",1
281,63026,3,209,61026,8,"""atk"":1.649,""hp"":1.649",1
281,63026,4,209,62016,8,"""atk"":1.649,""hp"":1.649",1
281,63026,5,209,63026,8,"""atk"":1.649,""hp"":1.649",1
281,63026,6,209,62016,8,"""atk"":1.649,""hp"":1.649",1
282,11086,1,209,11086,8,"""atk"":1.652,""hp"":1.652",1
282,11086,2,209,41066,8,"""atk"":1.652,""hp"":1.652",1
282,11086,3,209,51016,8,"""atk"":1.652,""hp"":1.652",1
282,11086,4,209,34026,8,"""atk"":1.652,""hp"":1.652",1
282,11086,5,209,62016,8,"""atk"":1.652,""hp"":1.652",1
282,11086,6,209,22056,8,"""atk"":1.652,""hp"":1.652",1
283,15036,1,210,15036,8,"""atk"":1.654,""hp"":1.654",1
283,15036,2,210,15036,8,"""atk"":1.654,""hp"":1.654",1
283,15036,3,210,14026,8,"""atk"":1.654,""hp"":1.654",1
283,15036,4,210,13036,8,"""atk"":1.654,""hp"":1.654",1
283,15036,5,210,14036,8,"""atk"":1.654,""hp"":1.654",1
283,15036,6,210,13036,8,"""atk"":1.654,""hp"":1.654",1
284,22056,1,210,22056,8,"""atk"":1.657,""hp"":1.657",1
284,22056,2,210,21046,8,"""atk"":1.657,""hp"":1.657",1
284,22056,3,210,24036,8,"""atk"":1.657,""hp"":1.657",1
284,22056,4,210,25076,8,"""atk"":1.657,""hp"":1.657",1
284,22056,5,210,24026,8,"""atk"":1.657,""hp"":1.657",1
284,22056,6,210,23036,8,"""atk"":1.657,""hp"":1.657",1
285,33026,1,211,33026,8,"""atk"":1.659,""hp"":1.742",1
285,33026,2,211,35046,8,"""atk"":1.659,""hp"":1.742",1
285,33026,3,211,32036,8,"""atk"":1.659,""hp"":1.742",1
285,33026,4,211,32046,8,"""atk"":1.659,""hp"":1.742",1
285,33026,5,211,33026,8,"""atk"":1.659,""hp"":1.742",1
285,33026,6,211,31086,8,"""atk"":1.659,""hp"":1.742",1
286,45046,1,211,45046,8,"""atk"":1.662,""hp"":1.662",1
286,45046,2,211,45056,8,"""atk"":1.662,""hp"":1.662",1
286,45046,3,211,44036,8,"""atk"":1.662,""hp"":1.662",1
286,45046,4,211,43056,8,"""atk"":1.662,""hp"":1.662",1
286,45046,5,211,42016,8,"""atk"":1.662,""hp"":1.662",1
286,45046,6,211,43056,8,"""atk"":1.662,""hp"":1.662",1
287,53016,1,212,53016,8,"""atk"":1.664,""hp"":1.664",1
287,53016,2,212,51016,8,"""atk"":1.664,""hp"":1.664",1
287,53016,3,212,53016,8,"""atk"":1.664,""hp"":1.664",1
287,53016,4,212,52046,8,"""atk"":1.664,""hp"":1.664",1
287,53016,5,212,52046,8,"""atk"":1.664,""hp"":1.664",1
287,53016,6,212,53016,8,"""atk"":1.664,""hp"":1.664",1
288,63026,1,212,63026,8,"""atk"":1.667,""hp"":1.667",1
288,63026,2,212,63026,8,"""atk"":1.667,""hp"":1.667",1
288,63026,3,212,61026,8,"""atk"":1.667,""hp"":1.667",1
288,63026,4,212,61026,8,"""atk"":1.667,""hp"":1.667",1
288,63026,5,212,63026,8,"""atk"":1.667,""hp"":1.667",1
288,63026,6,212,62016,8,"""atk"":1.667,""hp"":1.667",1
289,35036,1,213,35036,8,"""atk"":1.669,""hp"":1.669",1
289,35036,2,213,45046,8,"""atk"":1.669,""hp"":1.669",1
289,35036,3,213,24026,8,"""atk"":1.669,""hp"":1.669",1
289,35036,4,213,62016,8,"""atk"":1.669,""hp"":1.669",1
289,35036,5,213,53016,8,"""atk"":1.669,""hp"":1.669",1
289,35036,6,213,13046,8,"""atk"":1.669,""hp"":1.669",1
290,11086,1,213,11086,8,"""atk"":2.09,""hp"":6.422",1.4
290,11086,3,213,14036,8,"""atk"":2.09,""hp"":6.422",1.4
290,11086,6,213,13046,8,"""atk"":2.09,""hp"":6.422",1.4
291,25066,1,214,25066,8,"""atk"":1.674,""hp"":1.674",1
291,25066,2,214,21036,8,"""atk"":1.674,""hp"":1.674",1
291,25066,3,214,22046,8,"""atk"":1.674,""hp"":1.674",1
291,25066,4,214,24036,8,"""atk"":1.674,""hp"":1.674",1
291,25066,5,214,22046,8,"""atk"":1.674,""hp"":1.674",1
291,25066,6,214,24026,8,"""atk"":1.674,""hp"":1.674",1
292,35046,1,214,35046,8,"""atk"":1.677,""hp"":1.677",1
292,35046,2,214,35046,8,"""atk"":1.677,""hp"":1.677",1
292,35046,3,214,31086,8,"""atk"":1.677,""hp"":1.677",1
292,35046,4,214,33026,8,"""atk"":1.677,""hp"":1.677",1
292,35046,5,214,32046,8,"""atk"":1.677,""hp"":1.677",1
292,35046,6,214,32046,8,"""atk"":1.677,""hp"":1.677",1
293,45056,1,215,45056,8,"""atk"":1.679,""hp"":1.679",1
293,45056,2,215,41066,8,"""atk"":1.679,""hp"":1.679",1
293,45056,3,215,45056,8,"""atk"":1.679,""hp"":1.679",1
293,45056,4,215,44046,8,"""atk"":1.679,""hp"":1.679",1
293,45056,5,215,44046,8,"""atk"":1.679,""hp"":1.679",1
293,45056,6,215,44036,8,"""atk"":1.679,""hp"":1.679",1
294,53016,1,215,53016,8,"""atk"":1.682,""hp"":1.682",1
294,53016,2,215,51016,8,"""atk"":1.682,""hp"":1.682",1
294,53016,3,215,52046,8,"""atk"":1.682,""hp"":1.682",1
294,53016,4,215,52046,8,"""atk"":1.682,""hp"":1.682",1
294,53016,5,215,53016,8,"""atk"":1.682,""hp"":1.682",1
294,53016,6,215,53016,8,"""atk"":1.682,""hp"":1.682",1
295,61026,1,216,61026,8,"""atk"":1.684,""hp"":1.769",1
295,61026,2,216,61026,8,"""atk"":1.684,""hp"":1.769",1
295,61026,3,216,62016,8,"""atk"":1.684,""hp"":1.769",1
295,61026,4,216,63026,8,"""atk"":1.684,""hp"":1.769",1
295,61026,5,216,63026,8,"""atk"":1.684,""hp"":1.769",1
295,61026,6,216,61026,8,"""atk"":1.684,""hp"":1.769",1
296,21036,1,216,21036,8,"""atk"":1.687,""hp"":1.687",1
296,21036,2,216,15036,8,"""atk"":1.687,""hp"":1.687",1
296,21036,3,216,33026,8,"""atk"":1.687,""hp"":1.687",1
296,21036,4,216,45046,8,"""atk"":1.687,""hp"":1.687",1
296,21036,5,216,62016,8,"""atk"":1.687,""hp"":1.687",1
296,21036,6,216,53016,8,"""atk"":1.687,""hp"":1.687",1
297,11076,1,217,11076,8,"""atk"":1.689,""hp"":1.689",1
297,11076,2,217,11076,8,"""atk"":1.689,""hp"":1.689",1
297,11076,3,217,14036,8,"""atk"":1.689,""hp"":1.689",1
297,11076,4,217,12036,8,"""atk"":1.689,""hp"":1.689",1
297,11076,5,217,14036,8,"""atk"":1.689,""hp"":1.689",1
297,11076,6,217,14036,8,"""atk"":1.689,""hp"":1.689",1
298,21046,1,217,21046,8,"""atk"":1.692,""hp"":1.692",1
298,21046,2,217,21036,8,"""atk"":1.692,""hp"":1.692",1
298,21046,3,217,22046,8,"""atk"":1.692,""hp"":1.692",1
298,21046,4,217,22056,8,"""atk"":1.692,""hp"":1.692",1
298,21046,5,217,22036,8,"""atk"":1.692,""hp"":1.692",1
298,21046,6,217,24036,8,"""atk"":1.692,""hp"":1.692",1
299,31076,1,218,31076,8,"""atk"":1.694,""hp"":1.694",1
299,31076,2,218,31076,8,"""atk"":1.694,""hp"":1.694",1
299,31076,3,218,34026,8,"""atk"":1.694,""hp"":1.694",1
299,31076,4,218,33026,8,"""atk"":1.694,""hp"":1.694",1
299,31076,5,218,33026,8,"""atk"":1.694,""hp"":1.694",1
299,31076,6,218,34026,8,"""atk"":1.694,""hp"":1.694",1
300,41066,1,218,41066,8,"""atk"":2.121,""hp"":6.518",1.4
300,41066,3,218,45056,8,"""atk"":2.121,""hp"":6.518",1.4
300,41066,6,218,43056,8,"""atk"":2.121,""hp"":6.518",1.4
301,51016,1,219,51016,8,"""atk"":1.699,""hp"":1.699",1
301,51016,2,219,53016,8,"""atk"":1.699,""hp"":1.699",1
301,51016,3,219,52046,8,"""atk"":1.699,""hp"":1.699",1
301,51016,4,219,52046,8,"""atk"":1.699,""hp"":1.699",1
301,51016,5,219,53016,8,"""atk"":1.699,""hp"":1.699",1
301,51016,6,219,53016,8,"""atk"":1.699,""hp"":1.699",1
302,62016,1,219,62016,8,"""atk"":1.702,""hp"":1.702",1
302,62016,2,219,63026,8,"""atk"":1.702,""hp"":1.702",1
302,62016,3,219,61026,8,"""atk"":1.702,""hp"":1.702",1
302,62016,4,219,62016,8,"""atk"":1.702,""hp"":1.702",1
302,62016,5,219,61026,8,"""atk"":1.702,""hp"":1.702",1
302,62016,6,219,62016,8,"""atk"":1.702,""hp"":1.702",1
303,63026,1,220,63026,8,"""atk"":1.704,""hp"":1.704",1
303,63026,2,220,53016,8,"""atk"":1.704,""hp"":1.704",1
303,63026,3,220,23036,8,"""atk"":1.704,""hp"":1.704",1
303,63026,4,220,32036,8,"""atk"":1.704,""hp"":1.704",1
303,63026,5,220,44036,8,"""atk"":1.704,""hp"":1.704",1
303,63026,6,220,13036,8,"""atk"":1.704,""hp"":1.704",1
304,11076,1,220,11076,8,"""atk"":1.707,""hp"":1.707",1
304,11076,2,220,11076,8,"""atk"":1.707,""hp"":1.707",1
304,11076,3,220,13046,8,"""atk"":1.707,""hp"":1.707",1
304,11076,4,220,12026,8,"""atk"":1.707,""hp"":1.707",1
304,11076,5,220,13046,8,"""atk"":1.707,""hp"":1.707",1
304,11076,6,220,12026,8,"""atk"":1.707,""hp"":1.707",1
305,22056,1,221,22056,8,"""atk"":1.709,""hp"":1.795",1
305,22056,2,221,22056,8,"""atk"":1.709,""hp"":1.795",1
305,22056,3,221,24026,8,"""atk"":1.709,""hp"":1.795",1
305,22056,4,221,24036,8,"""atk"":1.709,""hp"":1.795",1
305,22056,5,221,22056,8,"""atk"":1.709,""hp"":1.795",1
305,22056,6,221,24026,8,"""atk"":1.709,""hp"":1.795",1
306,33026,1,221,33026,8,"""atk"":1.712,""hp"":1.712",1
306,33026,2,221,31076,8,"""atk"":1.712,""hp"":1.712",1
306,33026,3,221,31086,8,"""atk"":1.712,""hp"":1.712",1
306,33026,4,221,32046,8,"""atk"":1.712,""hp"":1.712",1
306,33026,5,221,34026,8,"""atk"":1.712,""hp"":1.712",1
306,33026,6,221,32036,8,"""atk"":1.712,""hp"":1.712",1
307,45046,1,222,45046,8,"""atk"":1.714,""hp"":1.714",1
307,45046,2,222,45046,8,"""atk"":1.714,""hp"":1.714",1
307,45046,3,222,45056,8,"""atk"":1.714,""hp"":1.714",1
307,45046,4,222,43046,8,"""atk"":1.714,""hp"":1.714",1
307,45046,5,222,43056,8,"""atk"":1.714,""hp"":1.714",1
307,45046,6,222,44036,8,"""atk"":1.714,""hp"":1.714",1
308,52046,1,222,52046,8,"""atk"":1.717,""hp"":1.717",1
308,52046,2,222,53016,8,"""atk"":1.717,""hp"":1.717",1
308,52046,3,222,51016,8,"""atk"":1.717,""hp"":1.717",1
308,52046,4,222,53016,8,"""atk"":1.717,""hp"":1.717",1
308,52046,5,222,53016,8,"""atk"":1.717,""hp"":1.717",1
308,52046,6,222,53016,8,"""atk"":1.717,""hp"":1.717",1
309,63026,1,223,63026,8,"""atk"":1.719,""hp"":1.719",1
309,63026,2,223,63026,8,"""atk"":1.719,""hp"":1.719",1
309,63026,3,223,61026,8,"""atk"":1.719,""hp"":1.719",1
309,63026,4,223,63026,8,"""atk"":1.719,""hp"":1.719",1
309,63026,5,223,62016,8,"""atk"":1.719,""hp"":1.719",1
309,63026,6,223,63026,8,"""atk"":1.719,""hp"":1.719",1
310,51016,1,223,51016,8,"""atk"":2.153,""hp"":6.614",1.4
310,51016,3,223,61026,8,"""atk"":2.153,""hp"":6.614",1.4
310,51016,6,223,45056,8,"""atk"":2.153,""hp"":6.614",1.4
311,15036,1,224,15036,8,"""atk"":1.724,""hp"":1.724",1
311,15036,2,224,11076,8,"""atk"":1.724,""hp"":1.724",1
311,15036,3,224,12026,8,"""atk"":1.724,""hp"":1.724",1
311,15036,4,224,14026,8,"""atk"":1.724,""hp"":1.724",1
311,15036,5,224,12036,8,"""atk"":1.724,""hp"":1.724",1
311,15036,6,224,12036,8,"""atk"":1.724,""hp"":1.724",1
