英雄ID,英雄名称,英雄星级,攻击系数,防御系数,生命系数,速度系数,雕文插槽,攻击百分比,生命百分比,最大等级,升星材料,额外材料,被动1名称,被动1,被动1描述,被动2名称,被动2,被动2描述,被动3名称,被动3,被动3描述,怒气名称,怒气,怒气描述
14066,暗龙使者,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世2,"""14066114"",""14066124"",""14066124""",被动效果：释放技能或进行普攻时，造成伤害量30%的中毒伤害2回合；造成暴击时，额外造成伤害量30%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身50%破甲3回合。 ,紫炎2,14066012,主动技能：对生命值最低的敌人造成220%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的50%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,9,3.07,1,6.26,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎2,14066012,主动技能：对生命值最低的敌人造成220%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的50%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,10,4.2,1,9.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎3,1406a012,主动技能：对生命值最低的敌人造成440%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,11,4.2,1,9.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎3,1406a012,主动技能：对生命值最低的敌人造成440%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,12,4.2,1,9.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎3,1406a012,主动技能：对生命值最低的敌人造成440%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,13,4.2,1,9.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000},{""a"":""item"",""t"":""2039"",""n"":10}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":10,""num"":1}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎3,1406a012,主动技能：对生命值最低的敌人造成440%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,14,4.2,1,9.14,1.6,4,330,500,300,"[{""a"":""item"",""t"":""2004"",""n"":25000},{""a"":""item"",""t"":""2039"",""n"":20}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎3,1406a012,主动技能：对生命值最低的敌人造成440%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
14066,暗龙使者,15,4.2,1,9.14,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",紫炎焚烧3,"""1406a201"",""1406a211"",""1406a221"",""1406a231"",""1406a241"",""1406a144""",被动效果：攻击增加35%，暴击增加35%，暴击伤害增加50%，速度增加60，免控率增加30%,紫晶鼻息3,"""1406a014""",被动效果：普通攻击变为：对生命值最低的敌人造成180%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,紫炎降世3,"""1406a114"",""1406a124"",""1406a124""",被动效果：释放技能或进行普攻时，造成伤害量50%的中毒伤害2回合；造成暴击时，额外造成伤害量50%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身100%破甲3回合。 ,紫炎3,1406a012,主动技能：对生命值最低的敌人造成440%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的100%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。
15036,菲尔德,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击2,"""15036214""",被动效果：对眩晕的目标乘胜追击，增加77%的额外伤害,射手之心2,"""15036311"",""15036321""",被动效果：天生猎手，专找弱点，破防增加32%，攻击增加33%,致命箭雨2,15036012,怒气技能：对敌方随机4名目标造成99%攻击伤害并有77%概率使刺客类目标眩晕2回合
15036,菲尔德,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心2,"""15036311"",""15036321""",被动效果：天生猎手，专找弱点，破防增加32%，攻击增加33%,致命箭雨2,15036012,怒气技能：对敌方随机4名目标造成99%攻击伤害并有77%概率使刺客类目标眩晕2回合
15036,菲尔德,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨2,15036012,怒气技能：对敌方随机4名目标造成99%攻击伤害并有77%概率使刺客类目标眩晕2回合
15036,菲尔德,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨3,1503a012,怒气技能：对敌方随机4名目标造成160%攻击伤害，有100%概率使刺客类目标眩晕2回合并中毒，每回合额外造成66%攻击伤害，持续3回合
15036,菲尔德,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨3,1503a012,怒气技能：对敌方随机4名目标造成160%攻击伤害，有100%概率使刺客类目标眩晕2回合并中毒，每回合额外造成66%攻击伤害，持续3回合
15036,菲尔德,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨3,1503a012,怒气技能：对敌方随机4名目标造成160%攻击伤害，有100%概率使刺客类目标眩晕2回合并中毒，每回合额外造成66%攻击伤害，持续3回合
15036,菲尔德,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000},{""a"":""item"",""t"":""2039"",""n"":10}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":10,""num"":1}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨3,1503a012,怒气技能：对敌方随机4名目标造成160%攻击伤害，有100%概率使刺客类目标眩晕2回合并中毒，每回合额外造成66%攻击伤害，持续3回合
15036,菲尔德,14,3.51,1,8.14,1.6,4,330,500,300,"[{""a"":""item"",""t"":""2004"",""n"":25000},{""a"":""item"",""t"":""2039"",""n"":20}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨3,1503a012,怒气技能：对敌方随机4名目标造成160%攻击伤害，有100%概率使刺客类目标眩晕2回合并中毒，每回合额外造成66%攻击伤害，持续3回合
15036,菲尔德,15,3.51,1,8.14,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",击晕3,"""1503a114""",被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有77%概率使目标眩晕，持续2回合,乘胜追击3,"""1503a214""",被动效果：对眩晕的目标乘胜追击，增加128%的额外伤害,射手之心3,"""1503a311"",""1503a321""",被动效果：天生猎手，专找弱点，破防增加40%，攻击增加33%,致命箭雨3,1503a012,怒气技能：对敌方随机4名目标造成160%攻击伤害，有100%概率使刺客类目标眩晕2回合并中毒，每回合额外造成66%攻击伤害，持续3回合
15046,艾莲娜,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线2,"""15046204"",""15046214""",被动效果：对石化的目标伤害增加110%，普攻变为对后排敌人造成85%攻击伤害并有15%几率石化敌人2回合,危险探知2,"""15046304""",被动效果：当生命低于50%时，增加自身40%减伤率3回合（仅触发一次）,死亡箭雨2,15046012,怒气技能：对后排敌人造成138%攻击伤害并降低目标22%护甲3回合，同时有29%几率使目标石化2回合
15046,艾莲娜,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知2,"""15046304""",被动效果：当生命低于50%时，增加自身40%减伤率3回合（仅触发一次）,死亡箭雨2,15046012,怒气技能：对后排敌人造成138%攻击伤害并降低目标22%护甲3回合，同时有29%几率使目标石化2回合
15046,艾莲娜,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨2,15046012,怒气技能：对后排敌人造成138%攻击伤害并降低目标22%护甲3回合，同时有29%几率使目标石化2回合
15046,艾莲娜,10,3.51,1,8.14,1.6,0,0,0,255,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨3,1504a012,怒气技能：对后排敌人造成192%攻击伤害并降低目标30%护甲3回合，同时有35%几率使目标石化2回合
15046,艾莲娜,11,3.51,1,8.14,1.6,1,70,100,270,"[{""a"":""item"",""t"":""2004"",""n"":10000}]","[{""sxhero"":1,""num"":1},{""star"":9,""num"":1}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨3,1504a012,怒气技能：对后排敌人造成192%攻击伤害并降低目标30%护甲3回合，同时有35%几率使目标石化2回合
15046,艾莲娜,12,3.51,1,8.14,1.6,2,140,200,285,"[{""a"":""item"",""t"":""2004"",""n"":15000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":9,""num"":1}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨3,1504a012,怒气技能：对后排敌人造成192%攻击伤害并降低目标30%护甲3回合，同时有35%几率使目标石化2回合
15046,艾莲娜,13,3.51,1,8.14,1.6,3,210,300,300,"[{""a"":""item"",""t"":""2004"",""n"":20000},{""a"":""item"",""t"":""2039"",""n"":10}]","[{""sxhero"":1,""num"":2},{""jichuzhongzu"":1,""star"":6,""num"":1},{""star"":10,""num"":1}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨3,1504a012,怒气技能：对后排敌人造成192%攻击伤害并降低目标30%护甲3回合，同时有35%几率使目标石化2回合
15046,艾莲娜,14,3.51,1,8.14,1.6,4,330,500,300,"[{""a"":""item"",""t"":""2004"",""n"":25000},{""a"":""item"",""t"":""2039"",""n"":20}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨3,1504a012,怒气技能：对后排敌人造成192%攻击伤害并降低目标30%护甲3回合，同时有35%几率使目标石化2回合
15046,艾莲娜,15,3.51,1,8.14,1.6,5,450,700,300,"[{""a"":""item"",""t"":""2004"",""n"":30000},{""a"":""item"",""t"":""2039"",""n"":30}]","[{""sxhero"":1,""num"":2},{""star"":9,""num"":1},{""star"":10,""num"":1}]",娜迦之血3,"""1504a101"",""1504a111"",""1504a121"",""1504a104""",被动效果：攻击增加35%，生命增加25%，护甲增加20%，免疫石化,蛇妖视线3,"""1504a204"",""1504a214""",被动效果：对石化的目标伤害增加160%，普攻变为对后排敌人造成95%攻击伤害并有20%几率石化敌人2回合,危险探知3,"""1504a304""",被动效果：当生命低于50%时，增加自身50%减伤率3回合（仅触发一次）,死亡箭雨3,1504a012,怒气技能：对后排敌人造成192%攻击伤害并降低目标30%护甲3回合，同时有35%几率使目标石化2回合
21036,克里斯蒂安,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",战斗血液3,"""2103a111"",""2103a121""",被动效果：战斗的热血使得自身攻击增加33%，生命增加36%,沉默2,"""21036214""",被动效果：强大的战士不需要懂得魔法！普攻有44%概率使目标沉默，持续2回合,身坚如铁2,"""21036314""",被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免24.5%，持续4回合（只触发一次）,守护圣击2,21036012,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害
21036,克里斯蒂安,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",战斗血液3,"""2103a111"",""2103a121""",被动效果：战斗的热血使得自身攻击增加33%，生命增加36%,魔法失效3,"""2103a214""",被动效果：强大的战士不需要懂得魔法！普攻有63%概率使目标沉默，持续2回合,身坚如铁2,"""21036314""",被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免24.5%，持续4回合（只触发一次）,守护圣击2,21036012,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害
21036,克里斯蒂安,9,3.07,1,6.16,1.6,0,0,0,205,"[{""a"":""item"",""t"":""2004"",""n"":4000}]","[{""sxhero"":1,""num"":1},{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":2}]",战斗血液3,"""2103a111"",""2103a121""",被动效果：战斗的热血使得自身攻击增加33%，生命增加36%,魔法失效3,"""2103a214""",被动效果：强大的战士不需要懂得魔法！普攻有63%概率使目标沉默，持续2回合,钢铁身躯3,"""2103a314""",被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免33%，持续4回合（只触发一次）,守护圣击2,21036012,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害
21046,荣耀守卫,7,2.49,1,3.52,1.6,0,0,0,165,"[{""a"":""item"",""t"":""2004"",""n"":2000}]","[{""jichuzhongzu"":1,""star"":5,""num"":4}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加75%,反击2,"""21046214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成300%的攻击伤害,守护圣光2,"""21046314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军防御62.1%，持续3回合（只触发一次）,烈焰之剑2,21046012,怒气技能：对敌方后排造成88%攻击伤害并有28%概率使目标眩晕2回合
21046,荣耀守卫,8,2.78,1,4.84,1.6,0,0,0,185,"[{""a"":""item"",""t"":""2004"",""n"":3000}]","[{""jichuzhongzu"":1,""star"":6,""num"":1},{""jichuzhongzu"":1,""star"":5,""num"":3}]",战斗血液3,"""2104a111"",""2104a121""",被动效果：身为守卫者，强大的意志使得自身防御增加50%，生命增加75%,以牙还牙3,"""2104a214""",被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成500%的攻击伤害,守护圣光2,"""21046314""",被动效果：我的领民由我守护！自身生命低于50%，提升友军防御62.1%，持续3回合（只触发一次）,烈焰之剑2,21046012,怒气技能：对敌方后排造成88%攻击伤害并有28%概率使目标眩晕2回合
