技能id,技能类型,攻击动作,选敌类型,是否存活,位置,排序条件,选敌数量,释放概率,数据,检测条件,额外数据,描述,,
4306601013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":2,""pro"":30}}",{},{},自己存活时，全队提升2%的攻击力与3%的免伤，每回合回复全队已损生命0.6%生命,,
4306602013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":2,""pro"":50}}",{},{},自己存活时，全队提升3%的攻击力与5%的免伤，每回合回复全队已损生命1%生命,,
4306601023,3,relosehppro,0,1,0,,,1000,"{""pro"":6}",{},{},自己存活时，全队提升2%的攻击力与3%的免伤，每回合回复全队已损生命0.6%生命,,
4306602023,3,relosehppro,0,1,0,,,1000,"{""pro"":10}",{},{},自己存活时，全队提升3%的攻击力与5%的免伤，每回合回复全队已损生命1%生命,,
4307601003,3,buff,4,1,0,"atk,desc",1,1000,"{""act"":""buff"",""v"":{""buffid"":""jiban"",""bufftype"":""dpspro"",""round"":99,""pro"":90}}",{},{},开场时，与阵容中攻击力最高的友军形成羁绊，两人均会提升9%的伤害，直到任何一方死亡后接触效果,,
4307602003,3,buff,4,1,0,"atk,desc",1,1000,"{""act"":""buff"",""v"":{""buffid"":""jiban"",""bufftype"":""dpspro"",""round"":99,""pro"":150}}",{},{},开场时，与阵容中攻击力最高的友军形成羁绊，两人均会提升15%的伤害，直到任何一方死亡后接触效果,,
4404601003,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""zhongdu""]}","{""pro"":180}",伤害增加6%，对中毒的目标造成伤害额外增加18%,,
4404602003,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""zhongdu""]}","{""pro"":300}",伤害增加10%，对中毒的目标造成伤害额外增加30%,,
4506601003,3,buff,-2,1,,,,1000,{},"{""chkid"":45066,""buffid"":""modifybuff"",""max"":1}","{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""undpspro"",""hasbufftype"":[""bingdong"",""xuanyun"",""shihua"",""chenmo"",""jinmo"",""kongju""],""side"":-2,""round"":99,""pro"":180,""chkid"":45066}}",伊赫拉暴击增加6%，当伊赫拉处于控制状态时，将进入梦境状态，伤害减免增加18%,,
4506602003,3,buff,-2,1,,,,1000,{},"{""chkid"":45066,""buffid"":""modifybuff"",""max"":1}","{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""undpspro"",""hasbufftype"":[""bingdong"",""xuanyun"",""shihua"",""chenmo"",""jinmo"",""kongju""],""side"":-2,""round"":99,""pro"":300,""chkid"":45066}}",伊赫拉暴击增加10%，当伊赫拉处于控制状态时，将进入梦境状态，伤害减免增加30%,,
5101601003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""undpspro"",""count"":""alive"",""side"":0,""zhongzu"":[5,6],""round"":99,""pro"":30}}",{},{},董卓生命增加6%，战斗中每有一名神魔友方武将存活，董卓伤害减免增加3%,,
5101602003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""undpspro"",""count"":""alive"",""side"":0,""zhongzu"":[5,6],""round"":99,""pro"":50}}",{},{},董卓生命增加10%，战斗中每有一名神魔友方武将存活，董卓伤害减免增加5%,,
5102601003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""dpspro"",""count"":""alive"",""side"":0,""zhongzu"":[5,6],""round"":99,""pro"":30}}",{},{},生命增加6%，战斗中每有一名光暗阵营友方英雄存活伤害+3%,,
5102602003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""dpspro"",""count"":""alive"",""side"":0,""zhongzu"":[5,6],""round"":99,""pro"":50}}",{},{},生命增加10%，战斗中每有一名光暗阵营友方英雄存活伤害+5%,,
5204601003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""skilldpspro"",""count"":""alive"",""side"":1,""round"":99,""pro"":60}}",{},{},贾诩免控增加6%，敌方每有一个存活武将，技能伤害提升6%,,
5204602003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""skilldpspro"",""count"":""alive"",""side"":1,""round"":99,""pro"":100}}",{},{},贾诩免控增加10%，敌方每有一个存活武将，技能伤害提升10%,,
5205601003,3,hppro,-2,1,,,,1000,"{""pro"":1800}",{},{},生命增加6%，乌鸦之神释放致死射线，怒气技能如果杀死目标，则将立刻恢复180%攻击生命,,
5205602003,3,hppro,-2,1,,,,1000,"{""pro"":3000}",{},{},生命增加10%，乌鸦之神释放致死射线，怒气技能如果杀死目标，则将立刻恢复300%攻击生命,,
5302601003,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""aysh"",""round"":99,""pro"":1000}}",{},{},自身释放怒气技能时，给我方随机4名英雄添加1层暗影庇佑（每层暗影庇佑抵消受到的下一次伤害并将伤害的100%的治疗，只对怒气技能和普攻生效）,,
5302602003,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""aysh"",""round"":99,""pro"":1000}}",{},{},自身释放怒气技能时，给我方全体英雄添加1层暗影庇佑（每层暗影庇佑抵消受到的下一次伤害并将伤害的100%的治疗，只对怒气技能和普攻生效）,,
5501601003,3,buff,-1,1,,,,120,{},"{""comparebuff"": {""bufftype"":""hp"", ""state"":1}}","{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",怒气技能攻击目标有12%概率沉默目标2回合，对辅助英雄伤害额外增加60%,,
5501602003,3,buff,-1,1,,,,200,{},"{""comparebuff"": {""bufftype"":""hp"", ""state"":1}}","{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",怒气技能攻击目标有20%概率沉默目标2回合，对辅助英雄伤害额外增加100%,,
5501601013,3,dpspro,-1,1,,,,1000,{},"{""job"":[3]}","{""pro"":600}",怒气技能攻击目标有12%概率沉默目标2回合，对辅助英雄伤害额外增加60%,,
5501602013,3,dpspro,-1,1,,,,1000,{},"{""job"":[3]}","{""pro"":1000}",怒气技能攻击目标有20%概率沉默目标2回合，对辅助英雄伤害额外增加100%,,
5502601003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""skilldpspro"",""count"":""alive"",""side"":0,""zhongzu"":[5,6],""round"":99,""pro"":60}}",{},{},贾诩免控增加6%，敌方每有一个存活武将，技能伤害提升6%,,
5502602003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""modifybuff"",""bufftype"":""skilldpspro"",""count"":""alive"",""side"":0,""zhongzu"":[5,6],""round"":99,""pro"":100}}",{},{},贾诩免控增加10%，敌方每有一个存活武将，技能伤害提升10%,,
6201601003,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun""]}","{""pro"":180}",攻击增加5%，对眩晕目标造成伤害增加18%,,
6201602003,3,dpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun""]}","{""pro"":300}",攻击增加8%，对眩晕目标造成伤害增加30%,,
6202601003,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""curedrop"",""round"":3,""pro"":240}}",{},{},生命低于50%时，降低所有敌人治疗量24%，持续3回合,,
6202602003,3,buff,1,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""curedrop"",""round"":3,""pro"":400}}",{},{},生命低于50%时，降低所有敌人治疗量30%，持续3回合,,
6302601003,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":20}}",{},{},诸葛亮精通奇门遁甲，攻击增加6%，自己存活时，所有友军提升2%伤害与3%的免控,,
6302602003,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":30}}",{},{},诸葛亮精通奇门遁甲，攻击增加10%，自己存活时，所有友军提升3%伤害与5%的免控,,
6302601013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""miankongpro"",""round"":2,""pro"":30}}",{},{},诸葛亮精通奇门遁甲，攻击增加6%，自己存活时，所有友军提升2%伤害与3%的免控,,
6302602013,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""miankongpro"",""round"":2,""pro"":50}}",{},{},诸葛亮精通奇门遁甲，攻击增加10%，自己存活时，所有友军提升3%伤害与5%的免控,,
6303601003,3,buff,4,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""miankongpro"",""round"":2,""pro"":90}}",{},{},生命+6%，释放怒气技能后，使自己和随机1个友方英雄免控额外增加9%，持续2回合,,
6303602003,3,buff,4,1,0,rand,1,1000,"{""act"":""buff"",""v"":{""buffid"":""miankongpro"",""round"":2,""pro"":150}}",{},{},生命+10%，释放怒气技能后，使自己和随机1个友方英雄免控额外增加15%，持续2回合,,
6402601003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":2,""pro"":60}}",{},{},命中增加21%，每次释放怒气技能伤害减免+6%，持续2回合,,
6402602003,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""undpspro"",""round"":2,""pro"":100}}",{},{},命中增加35%，每次释放怒气技能伤害减免+10%，持续2回合,,
6501601003,3,powerqusan,0,1,0,rand,1,600,"{""value"":0}",{},{},左慈掌控长生仙术，生命提升6%，放怒气技能的时候有60%概率将随机净化1个友方武将全部负面效果,,
6501602003,3,powerqusan,0,1,0,rand,1,1000,"{""value"":0}",{},{},左慈掌控长生仙术，生命提升10%，放怒气技能的时候将随机净化1个友方武将全部负面效果,,
5440103,3,addnuqi,-2,1,,,,1000,"{""value"":25}",{},{},战斗开始第一回合，全体英雄恢复25点怒气,,
5450103,3,addnuqi,-2,1,,,,1000,"{""value"":50}",{},{},战斗开始第一回合，全体英雄恢复50点怒气,,
5490103,3,addnuqi,-2,1,,,,1000,"{""value"":20}",{},{},首次释放完怒气技能后的下一回合开始获得20点怒气,,
5500103,3,addnuqi,-2,1,,,,1000,"{""value"":35}",{},{},首次释放完怒气技能后的下一回合开始获得35点怒气,,
5510103,3,addnuqi,-2,1,,,,1000,"{""value"":70}",{},{},首次释放完怒气技能后的下一回合开始获得70点怒气,,
5520103,3,addhp,-2,1,,,,1000,"{""pro"":60}",{},{},战斗开始时，己方出场英雄回复自己最大生命值6%的生命值,,
5530103,3,addhp,-2,1,,,,1000,"{""pro"":100}",{},{},战斗开始时，己方出场英雄回复自己最大生命值10%的生命值,,
5540103,3,addhp,-2,1,,,,1000,"{""pro"":150}",{},{},战斗开始时，己方出场英雄回复自己最大生命值15%的生命值,,
5550103,3,relosehppro,-2,1,,,,1000,"{""pro"":150}",{},{},战斗结束时，所有存活英雄恢复15%已损失的生命,,
5560103,3,relosehppro,-2,1,,,,1000,"{""pro"":250}",{},{},战斗结束时，所有存活英雄恢复25%已损失的生命,,
5570103,3,relosehppro,-2,1,,,,1000,"{""pro"":400}",{},{},战斗结束时，所有存活英雄恢复40%已损失的生命,,
5650103,3,addhp,-2,1,,,,1000,"{""pro"":160}",{},{},击杀敌人时，恢复16%自身最大生命值的血量。,,
5660103,3,addhp,-2,1,,,,1000,"{""pro"":240}",{},{},击杀敌人时，恢复24%自身最大生命值的血量。,,
5670103,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hudun"",""round"":2,""pro"":250}}",{},{},第二回合开始时，全体己方英雄获得一个自身生命25%血量的护盾，护盾持续1回合。,,
5680103,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hudun"",""round"":2,""pro"":400}}",{},{},第二回合开始时，全体己方英雄获得一个自身生命40%血量的护盾，护盾持续1回合。,,
5690103,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""hudun"",""round"":2,""pro"":600}}",{},{},第二回合开始时，全体己方英雄获得一个自身生命60%血量的护盾，护盾持续1回合。,,
5700103,3,dpspro,-1,1,,,,1000,{},"{""upjob"":""1""}","{""pro"":350}",攻击自身克制种族的对手时，伤害增加+35%,,
5710103,3,dpspro,-1,1,,,,1000,{},"{""upjob"":""1""}","{""pro"":600}",攻击自身克制种族的对手时，伤害增加+60%,,
5720103,3,dpspro,-1,1,,,,1000,{},"{""upjob"":""1""}","{""pro"":1000}",攻击自身克制种族的对手时，伤害增加+100%,,
5730103,3,delhp,-2,1,,,,1000,"{""pro"":50}",{},{},每回合开始时，对全体敌人造成5%生命上限伤害，并有30%概率眩晕敌人1回合,,
5730203,3,buff,-2,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},每回合开始时，对全体敌人造成5%生命上限伤害，并有30%概率眩晕敌人1回合,,
5740103,3,addhp,-2,1,,,,1000,"{""pro"":50}","{""skill"":""5750104""}","{""pro"":100}",每回合开始时，生命大于50%的英雄将恢复7.5%生命（如果同时拥有暗影之石，则效果翻倍）,,
5750103,3,addhp,-2,1,,,,1000,"{""pro"":50}","{""skill"":""5740104""}","{""pro"":100}",每回合开始时，生命低于50%的英雄将恢复7.5%生命（如果同时拥有光明之石，则效果翻倍）,,
5930103,3,buff,-1,1,,,,300,{},"{""hasbufftype"":[""zhuoshao""]}","{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",巨岩神使穿戴神怒全套后力量得到升华，攻击灼烧目标时有30%概率眩晕目标2回合,,
5940103,3,exthppro,0,1,0,,,1000,{},"{""count"":""alive""}","{""pro"":0}",地狱拳师的技能血能再生为自己提供的治疗效果将等额恢复其他所有存活英雄,,
5950103,3,buff,-2,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""uncontrol"",""round"":99}}",{},{},黑锋骑士通过冥龙试炼，最终获得龙之祝福，免疫一切控制技能,,
5960103,3,addhp,0,1,0,"_hpper,asc",3,1000,"{""pro"":100}",{},{},光之大领主在释放主动技能时，己方生命最少的3个单位恢复10%生命上限生命,,
200100003,3,addpethp,-1,1,,,,1000,"{""pro"":1400}",{},{},,,
200100103,3,addpethp,-1,1,,,,1000,"{""pro"":1700}",{},{},,,
200100203,3,addpethp,-1,1,,,,1000,"{""pro"":2000}",{},{},,,
200100303,3,addpethp,-1,1,,,,1000,"{""pro"":2650}",{},{},,,
200100403,3,addpethp,-1,1,,,,1000,"{""pro"":3000}",{},{},,,
200100503,3,addpethp,-1,1,,,,1000,"{""pro"":3500}",{},{},,,
200100013,3,addhp,-1,1,,,,1000,"{""pro"":20}",{},{},,,
200100113,3,addhp,-1,1,,,,1000,"{""pro"":30}",{},{},,,
200100213,3,addhp,-1,1,,,,1000,"{""pro"":40}",{},{},,,
200100313,3,addhp,-1,1,,,,1000,"{""pro"":50}",{},{},,,
200100413,3,addhp,-1,1,,,,1000,"{""pro"":60}",{},{},,,
200100513,3,addhp,-1,1,,,,1000,"{""pro"":80}",{},{},,,
200100023,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":1,""pro"":50}}",{},{},,,
200100123,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":1,""pro"":100}}",{},{},,,
200100223,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":1,""pro"":150}}",{},{},,,
200100323,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":1,""pro"":200}}",{},{},,,
200100423,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":1,""pro"":250}}",{},{},,,
200100523,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""baojipro"",""round"":1,""pro"":300}}",{},{},,,
200200003,3,buff,-1,1,,,,50,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},,,
200200103,3,buff,-1,1,,,,100,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},,,
200200203,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},,,
200200303,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},,,
200200403,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},,,
200200503,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",{},{},,,
300100003,3,addpethp,-1,1,,,,1000,"{""pro"":650}","{""hpproless"":300}","{""pro"":975}",,,
300100103,3,addpethp,-1,1,,,,1000,"{""pro"":800}","{""hpproless"":300}","{""pro"":1200}",,,
300100203,3,addpethp,-1,1,,,,1000,"{""pro"":1000}","{""hpproless"":300}","{""pro"":1500}",,,
300100303,3,addpethp,-1,1,,,,1000,"{""pro"":1300}","{""hpproless"":300}","{""pro"":1950}",,,
300100403,3,addpethp,-1,1,,,,1000,"{""pro"":1650}","{""hpproless"":300}","{""pro"":2475}",,,
300100503,3,addpethp,-1,1,,,,1000,"{""pro"":2000}","{""hpproless"":300}","{""pro"":3000}",,,
300100013,3,addhp,-1,1,,,,1000,"{""pro"":10}","{""hpproless"":300}","{""pro"":15}",,,
300100113,3,addhp,-1,1,,,,1000,"{""pro"":15}","{""hpproless"":300}","{""pro"":22}",,,
300100213,3,addhp,-1,1,,,,1000,"{""pro"":20}","{""hpproless"":300}","{""pro"":30}",,,
300100313,3,addhp,-1,1,,,,1000,"{""pro"":25}","{""hpproless"":300}","{""pro"":37}",,,
300100413,3,addhp,-1,1,,,,1000,"{""pro"":30}","{""hpproless"":300}","{""pro"":45}",,,
300100513,3,addhp,-1,1,,,,1000,"{""pro"":40}","{""hpproless"":300}","{""pro"":60}",,,
300200003,3,skilldpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun"",""shihua"",""bingdong""]}","{""pro"":4250}",,,
300200103,3,skilldpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun"",""shihua"",""bingdong""]}","{""pro"":5000}",,,
300200203,3,skilldpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun"",""shihua"",""bingdong""]}","{""pro"":5750}",,,
300200303,3,skilldpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun"",""shihua"",""bingdong""]}","{""pro"":6500}",,,
300200403,3,skilldpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun"",""shihua"",""bingdong""]}","{""pro"":7500}",,,
300200503,3,skilldpspro,-1,1,,,,1000,{},"{""hasbufftype"":[""xuanyun"",""shihua"",""bingdong""]}","{""pro"":8750}",,,
300300003,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""unpassive"",""round"":1}}",{},{},,,
300300103,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""unpassive"",""round"":1}}",{},{},,,
300300203,3,buff,-1,1,,,,500,"{""act"":""buff"",""v"":{""buffid"":""unpassive"",""round"":1}}",{},{},,,
300300303,3,buff,-1,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""unpassive"",""round"":1}}",{},{},,,
300300403,3,buff,-1,1,,,,700,"{""act"":""buff"",""v"":{""buffid"":""unpassive"",""round"":1}}",{},{},,,
300300503,3,buff,-1,1,,,,800,"{""act"":""buff"",""v"":{""buffid"":""unpassive"",""round"":1}}",{},{},,,
400100003,3,addpethp,-1,1,,,,1000,"{""pro"":650}",{},{},,,
400100103,3,addpethp,-1,1,,,,1000,"{""pro"":800}",{},{},,,
400100203,3,addpethp,-1,1,,,,1000,"{""pro"":1000}",{},{},,,
400100303,3,addpethp,-1,1,,,,1000,"{""pro"":1300}",{},{},,,
400100403,3,addpethp,-1,1,,,,1000,"{""pro"":1650}",{},{},,,
400100503,3,addpethp,-1,1,,,,1000,"{""pro"":2000}",{},{},,,
400100013,3,addhp,-1,1,,,,1000,"{""pro"":10}",{},{},,,
400100113,3,addhp,-1,1,,,,1000,"{""pro"":15}",{},{},,,
400100213,3,addhp,-1,1,,,,1000,"{""pro"":20}",{},{},,,
400100313,3,addhp,-1,1,,,,1000,"{""pro"":25}",{},{},,,
400100413,3,addhp,-1,1,,,,1000,"{""pro"":30}",{},{},,,
400100513,3,addhp,-1,1,,,,1000,"{""pro"":40}",{},{},,,
400100023,3,buff,-1,1,,,,1000,{},"{""hpproless"":300}","{""act"":""buff"",""v"":{""buffid"":""fuhuo"",""round"":1,""pro"":20}}",,,
400100123,3,buff,-1,1,,,,1000,{},"{""hpproless"":300}","{""act"":""buff"",""v"":{""buffid"":""fuhuo"",""round"":1,""pro"":35}}",,,
400100223,3,buff,-1,1,,,,1000,{},"{""hpproless"":300}","{""act"":""buff"",""v"":{""buffid"":""fuhuo"",""round"":1,""pro"":50}}",,,
400100323,3,buff,-1,1,,,,1000,{},"{""hpproless"":300}","{""act"":""buff"",""v"":{""buffid"":""fuhuo"",""round"":1,""pro"":65}}",,,
400100423,3,buff,-1,1,,,,1000,{},"{""hpproless"":300}","{""act"":""buff"",""v"":{""buffid"":""fuhuo"",""round"":1,""pro"":80}}",,,
400100523,3,buff,-1,1,,,,1000,{},"{""hpproless"":300}","{""act"":""buff"",""v"":{""buffid"":""fuhuo"",""round"":1,""pro"":100}}",,,
400200003,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""speedprobypet"",""round"":1,""pro"":300}}",{},{},,,
400200103,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""speedprobypet"",""round"":1,""pro"":600}}",{},{},,,
400200203,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""speedprobypet"",""round"":1,""pro"":950}}",{},{},,,
400200303,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""speedprobypet"",""round"":1,""pro"":1300}}",{},{},,,
400200403,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""speedprobypet"",""round"":1,""pro"":1650}}",{},{},,,
400200503,3,buff,0,1,0,,,1000,"{""act"":""buff"",""v"":{""buffid"":""speedprobypet"",""round"":1,""pro"":2000}}",{},{},,,
400300003,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""]}","{""pro"":1500,""limit"":10000}",,,
400300103,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""]}","{""pro"":1900,""limit"":14000}",,,
400300203,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""]}","{""pro"":2300,""limit"":18000}",,,
400300303,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""]}","{""pro"":2700,""limit"":17000}",,,
400300403,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""]}","{""pro"":3100,""limit"":21000}",,,
400300503,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""]}","{""pro"":3500,""limit"":25000}",,,
400300013,3,buff,-1,1,,,,250,{},"{""countbufftype"":[""liuxue""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",,,
400300113,3,buff,-1,1,,,,350,{},"{""countbufftype"":[""liuxue""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",,,
400300213,3,buff,-1,1,,,,500,{},"{""countbufftype"":[""liuxue""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",,,
400300313,3,buff,-1,1,,,,650,{},"{""countbufftype"":[""liuxue""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",,,
400300413,3,buff,-1,1,,,,850,{},"{""countbufftype"":[""liuxue""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",,,
400300513,3,buff,-1,1,,,,1000,{},"{""countbufftype"":[""liuxue""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""bingdong"",""round"":1}}",,,
400400003,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""]}","{""pro"":1500,""limit"":10000}",,,
400400103,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""]}","{""pro"":1900,""limit"":14000}",,,
400400203,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""]}","{""pro"":2300,""limit"":18000}",,,
400400303,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""]}","{""pro"":2700,""limit"":17000}",,,
400400403,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""]}","{""pro"":3100,""limit"":21000}",,,
400400503,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""]}","{""pro"":3500,""limit"":25000}",,,
400400013,3,buff,-1,1,,,,250,{},"{""countbufftype"":[""zhongdu""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",,,
400400113,3,buff,-1,1,,,,350,{},"{""countbufftype"":[""zhongdu""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",,,
400400213,3,buff,-1,1,,,,500,{},"{""countbufftype"":[""zhongdu""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",,,
400400313,3,buff,-1,1,,,,650,{},"{""countbufftype"":[""zhongdu""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",,,
400400413,3,buff,-1,1,,,,850,{},"{""countbufftype"":[""zhongdu""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",,,
400400513,3,buff,-1,1,,,,1000,{},"{""countbufftype"":[""zhongdu""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""shihua"",""round"":1}}",,,
400500003,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhuoshao""]}","{""pro"":1500,""limit"":10000}",,,
400500103,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhuoshao""]}","{""pro"":1900,""limit"":14000}",,,
400500203,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhuoshao""]}","{""pro"":2300,""limit"":18000}",,,
400500303,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhuoshao""]}","{""pro"":2700,""limit"":17000}",,,
400500403,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhuoshao""]}","{""pro"":3100,""limit"":21000}",,,
400500503,3,skilldpspro,-1,1,,,,1000,{},"{""countbufftype"":[""zhuoshao""]}","{""pro"":3500,""limit"":25000}",,,
400500013,3,buff,-1,1,,,,250,{},"{""countbufftype"":[""zhuoshao""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",,,
400500113,3,buff,-1,1,,,,350,{},"{""countbufftype"":[""zhuoshao""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",,,
400500213,3,buff,-1,1,,,,500,{},"{""countbufftype"":[""zhuoshao""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",,,
400500313,3,buff,-1,1,,,,650,{},"{""countbufftype"":[""zhuoshao""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",,,
400500413,3,buff,-1,1,,,,850,{},"{""countbufftype"":[""zhuoshao""],""num"":3}","{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":1}}",,,
