饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,分数,升星饰品ID,突破饰品ID,升星经验,分解经验,分解碎片数量,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售,突破需求,突破数量需求,突破属性,回退消耗,回退奖励
6054,天使之圣物,5,4,shipin_605,7000,15040,6055,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atk"":2124","""605414""",+74.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604482}",,0,,,
6055,天使之圣物,5,5,shipin_605,8000,15050,6056,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atk"":2446","""605514""",+84.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724856}",,0,,,
6056,天使之圣物,5,6,shipin_605,9000,15060,,605601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}","""6051"",""6052"",""6053"",""6054"",""6055"",""6056"",""6351"",""6352"",""6353"",""6354"",""6355"",""6356""",1,,,
605601,天使之圣物+1,5,6,shipin_605,9200,15070,,605602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}","""6051"",""6052"",""6053"",""6054"",""6055"",""6056"",""6351"",""6352"",""6353"",""6354"",""6355"",""6356""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6051"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
605602,天使之圣物+2,5,6,shipin_605,9400,15080,,605603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}","""6051"",""6052"",""6053"",""6054"",""6055"",""6056"",""6351"",""6352"",""6353"",""6354"",""6355"",""6356""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6051"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
605603,天使之圣物+3,5,6,shipin_605,9600,15090,,605604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}","""6051"",""6052"",""6053"",""6054"",""6055"",""6056"",""6351"",""6352"",""6353"",""6354"",""6355"",""6356""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6051"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
605604,天使之圣物+4,5,6,shipin_605,9800,15100,,605605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}","""6051"",""6052"",""6053"",""6054"",""6055"",""6056"",""6351"",""6352"",""6353"",""6354"",""6355"",""6356""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6051"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
605605,天使之圣物+5,5,6,shipin_605,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atk"":2730","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6051"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6061,无尽之深渊,5,1,shipin_606,4000,35010,6062,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""jingzhunpro"":453,""atkpro"":154,""skilldpspro"":350",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244790}",,0,,,
6062,无尽之深渊,5,2,shipin_606,5000,35020,6063,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""jingzhunpro"":501,""atkpro"":174,""skilldpspro"":402",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362439}",,0,,,
6063,无尽之深渊,5,3,shipin_606,6000,35030,6064,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""jingzhunpro"":554,""atkpro"":192,""skilldpspro"":451",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483088}",,0,,,
6064,无尽之深渊,5,4,shipin_606,7000,35040,6065,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""jingzhunpro"":601,""atkpro"":212,""skilldpspro"":503",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602695}",,0,,,
6065,无尽之深渊,5,5,shipin_606,8000,35050,6066,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""jingzhunpro"":652,""atkpro"":230,""skilldpspro"":551",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723637}",,0,,,
6066,无尽之深渊,5,6,shipin_606,9000,35060,,606601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}","""6061"",""6062"",""6063"",""6064"",""6065"",""6066""",1,,,
606601,无尽之深渊+1,5,6,shipin_606,9200,35070,,606602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}","""6061"",""6062"",""6063"",""6064"",""6065"",""6066""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6061"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
606602,无尽之深渊+2,5,6,shipin_606,9400,35080,,606603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}","""6061"",""6062"",""6063"",""6064"",""6065"",""6066""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6061"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
606603,无尽之深渊+3,5,6,shipin_606,9600,35090,,606604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}","""6061"",""6062"",""6063"",""6064"",""6065"",""6066""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6061"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
606604,无尽之深渊+4,5,6,shipin_606,9800,35100,,606605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}","""6061"",""6062"",""6063"",""6064"",""6065"",""6066""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6061"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
606605,无尽之深渊+5,5,6,shipin_606,10000,35110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""jingzhunpro"":703,""atkpro"":251,""skilldpspro"":601",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842037}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6061"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6071,狂怒之圣器,5,1,shipin_607,4000,35010,6072,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atkpro"":112,""hppro"":104","""607114""",+25点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242458}",,0,,,
6072,狂怒之圣器,5,2,shipin_607,5000,35020,6073,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atkpro"":129,""hppro"":115","""607214""",+30点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363742}",,0,,,
6073,狂怒之圣器,5,3,shipin_607,6000,35030,6074,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atkpro"":144,""hppro"":126","""607314""",+35点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482310}",,0,,,
6074,狂怒之圣器,5,4,shipin_607,7000,35040,6075,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atkpro"":159,""hppro"":137","""607414""",+40点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603473}",,0,,,
6075,狂怒之圣器,5,5,shipin_607,8000,35050,6076,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atkpro"":177,""hppro"":148","""607514""",+45点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722078}",,0,,,
6076,狂怒之圣器,5,6,shipin_607,9000,35060,,607601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}","""6071"",""6072"",""6073"",""6074"",""6075"",""6076""",1,,,
607601,狂怒之圣器+1,5,6,shipin_607,9200,35070,,607602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}","""6071"",""6072"",""6073"",""6074"",""6075"",""6076""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6071"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
607602,狂怒之圣器+2,5,6,shipin_607,9400,35080,,607603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}","""6071"",""6072"",""6073"",""6074"",""6075"",""6076""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6071"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
607603,狂怒之圣器+3,5,6,shipin_607,9600,35090,,607604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}","""6071"",""6072"",""6073"",""6074"",""6075"",""6076""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6071"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
607604,狂怒之圣器+4,5,6,shipin_607,9800,35100,,607605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}","""6071"",""6072"",""6073"",""6074"",""6075"",""6076""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6071"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
607605,狂怒之圣器+5,5,6,shipin_607,10000,35110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""hppro"":158","""607614""",+50点怒气,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844843}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6071"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6081,勇气之徽章,5,1,shipin_608,4000,15010,6082,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atkpro"":112,""baojipro"":151",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242368}",,0,,,
6082,勇气之徽章,5,2,shipin_608,5000,15020,6083,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atkpro"":129,""baojipro"":152",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364719}",,0,,,
6083,勇气之徽章,5,3,shipin_608,6000,15030,6084,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atkpro"":144,""baojipro"":154",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482680}",,0,,,
6084,勇气之徽章,5,4,shipin_608,7000,15040,6085,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atkpro"":159,""baojipro"":157",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602055}",,0,,,
6085,勇气之徽章,5,5,shipin_608,8000,15050,6086,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atkpro"":177,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724081}",,0,,,
6086,勇气之徽章,5,6,shipin_608,9000,15060,,608601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}","""6081"",""6082"",""6083"",""6084"",""6085"",""6086""",1,,,
608601,勇气之徽章+1,5,6,shipin_608,9200,15070,,608602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}","""6081"",""6082"",""6083"",""6084"",""6085"",""6086""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6081"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
608602,勇气之徽章+2,5,6,shipin_608,9400,15080,,608603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}","""6081"",""6082"",""6083"",""6084"",""6085"",""6086""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6081"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
608603,勇气之徽章+3,5,6,shipin_608,9600,15090,,608604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}","""6081"",""6082"",""6083"",""6084"",""6085"",""6086""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6081"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
608604,勇气之徽章+4,5,6,shipin_608,9800,15100,,608605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}","""6081"",""6082"",""6083"",""6084"",""6085"",""6086""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6081"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
608605,勇气之徽章+5,5,6,shipin_608,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""baojipro"":160",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843530}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6081"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6091,光辉之守护,5,1,shipin_609,4000,15010,6092,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""undpspro"":186,""hppro"":104",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244610}",,0,,,
6092,光辉之守护,5,2,shipin_609,5000,15020,6093,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""undpspro"":212,""hppro"":115",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364033}",,0,,,
6093,光辉之守护,5,3,shipin_609,6000,15030,6094,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""undpspro"":233,""hppro"":126",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483365}",,0,,,
6094,光辉之守护,5,4,shipin_609,7000,15040,6095,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""undpspro"":254,""hppro"":137",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603123}",,0,,,
6095,光辉之守护,5,5,shipin_609,8000,15050,6096,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""undpspro"":278,""hppro"":148",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724064}",,0,,,
6096,光辉之守护,5,6,shipin_609,9000,15060,,609601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}","""6091"",""6092"",""6093"",""6094"",""6095"",""6096""",1,,,
609601,光辉之守护+1,5,6,shipin_609,9200,15070,,609602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}","""6091"",""6092"",""6093"",""6094"",""6095"",""6096""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6091"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
609602,光辉之守护+2,5,6,shipin_609,9400,15080,,609603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}","""6091"",""6092"",""6093"",""6094"",""6095"",""6096""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6091"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
609603,光辉之守护+3,5,6,shipin_609,9600,15090,,609604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}","""6091"",""6092"",""6093"",""6094"",""6095"",""6096""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6091"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
609604,光辉之守护+4,5,6,shipin_609,9800,15100,,609605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}","""6091"",""6092"",""6093"",""6094"",""6095"",""6096""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6091"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
609605,光辉之守护+5,5,6,shipin_609,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""undpspro"":310,""hppro"":158",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842266}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6091"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
6101,魔能精通之书,5,1,shipin_610,4000,15010,6102,,5200,5200,"{""a"":""item"",""t"":""3004"",""n"":30}","""atkpro"":112,""jingzhunpro"":75",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243221}",,0,,,
6102,魔能精通之书,5,2,shipin_610,5000,15020,6103,,5200,10400,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":520}","""atkpro"":129,""jingzhunpro"":84",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363268}",,0,,,
6103,魔能精通之书,5,3,shipin_610,6000,15030,6104,,5200,15600,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1040}","""atkpro"":144,""jingzhunpro"":97",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484147}",,0,,,
6104,魔能精通之书,5,4,shipin_610,7000,15040,6105,,5200,20800,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":1560}","""atkpro"":159,""jingzhunpro"":106",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604788}",,0,,,
6105,魔能精通之书,5,5,shipin_610,8000,15050,6106,,5200,26000,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2080}","""atkpro"":177,""jingzhunpro"":114",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723775}",,0,,,
6106,魔能精通之书,5,6,shipin_610,9000,15060,,610601,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":30},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}","""6101"",""6102"",""6103"",""6104"",""6105"",""6106""",1,,,
610601,魔能精通之书+1,5,6,shipin_610,9200,15070,,610602,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":60},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}","""6101"",""6102"",""6103"",""6104"",""6105"",""6106""",2,"""pvpdpspro"":20,""pvpundpspro"":20","{""a"":""attr"",""t"":""rmbmoney"",""n"":200}","{""a"":""shipin"",""t"":""6101"",""n"":2},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
610602,魔能精通之书+2,5,6,shipin_610,9400,15080,,610603,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":120},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}","""6101"",""6102"",""6103"",""6104"",""6105"",""6106""",3,"""pvpdpspro"":40,""pvpundpspro"":40","{""a"":""attr"",""t"":""rmbmoney"",""n"":400}","{""a"":""shipin"",""t"":""6101"",""n"":4},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
610603,魔能精通之书+3,5,6,shipin_610,9600,15090,,610604,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":210},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}","""6101"",""6102"",""6103"",""6104"",""6105"",""6106""",4,"""pvpdpspro"":70,""pvpundpspro"":70","{""a"":""attr"",""t"":""rmbmoney"",""n"":700}","{""a"":""shipin"",""t"":""6101"",""n"":7},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
610604,魔能精通之书+4,5,6,shipin_610,9800,15100,,610605,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":330},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}","""6101"",""6102"",""6103"",""6104"",""6105"",""6106""",5,"""pvpdpspro"":110,""pvpundpspro"":110","{""a"":""attr"",""t"":""rmbmoney"",""n"":1100}","{""a"":""shipin"",""t"":""6101"",""n"":11},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
610605,魔能精通之书+5,5,6,shipin_610,10000,15110,,,5200,31200,"{""a"":""item"",""t"":""3004"",""n"":480},{""a"":""shipin"",""t"":""1001"",""n"":2600}","""atkpro"":188,""jingzhunpro"":125",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842000}",,0,"""pvpdpspro"":150,""pvpundpspro"":150","{""a"":""attr"",""t"":""rmbmoney"",""n"":1600}","{""a"":""shipin"",""t"":""6101"",""n"":16},{""a"":""shipin"",""t"":""1001"",""n"":2600}"
