Îä»êid,Îä»êµÈ¼¶,ÑÕÉ«,ÖÖ×å,Îä»êÃû³Æ,Îä»êÍ¼±ê,×¨ÊôÓ¢ÐÛ,Îä»êÊôÐÔ,¶îÍâÊôÐÔ1,ÉËº¦Ôö¼Ó,¶îÍâÊôÐÔ,¶îÍâ¼¼ÄÜ,ÏÔÊ¾ÊôÐÔ,¼¼ÄÜÃèÊö
12046,60,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":237600,""atk"":6600","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50,""dpspro"":150","""1204602004""","""dpspro"":50",
12046,61,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":243000,""atk"":6750","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,62,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":248400,""atk"":6900","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,63,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":253800,""atk"":7050","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,64,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":259200,""atk"":7200","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":50,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,65,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":264600,""atk"":7350","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50,""dpspro"":150","""1204602004""","""pvpdpspro"":50",
12046,66,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":270000,""atk"":7500","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,67,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":275400,""atk"":7650","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,68,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":280800,""atk"":7800","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,69,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":286200,""atk"":7950","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":50,""dpspro"":150","""1204602004""",,
12046,70,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":291600,""atk"":8100","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""dpspro"":150","""1204602004""","""pvpundpspro"":50",
12046,71,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":297000,""atk"":8250","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""dpspro"":150","""1204602004""",,
12046,72,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":302400,""atk"":8400","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""dpspro"":150","""1204602004""",,
12046,73,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":307800,""atk"":8550","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""dpspro"":150","""1204602004""",,
12046,74,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":313200,""atk"":8700","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100",",""dpspro"":150","""atk"":300,""hp"":5000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""dpspro"":150","""1204602004""",,
12046,75,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":318600,""atk"":8850","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""","""speed"":10,""atk"":300,""hp"":5000",
12046,76,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":324000,""atk"":9000","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,77,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":329400,""atk"":9150","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,78,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":334800,""atk"":9300","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,79,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":340200,""atk"":9450","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":150,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,80,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":345600,""atk"":9600","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""","""undpspro"":50",
12046,81,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":351000,""atk"":9750","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,82,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":356400,""atk"":9900","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,83,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":361800,""atk"":10050","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,84,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":367200,""atk"":10200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":150","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":150","""1204602004""",,
12046,85,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":372600,""atk"":10350","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""","""dpspro"":50",
12046,86,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":378000,""atk"":10500","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,87,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":383400,""atk"":10650","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,88,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":388800,""atk"":10800","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,89,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":394200,""atk"":10950","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":100,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,90,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":399600,""atk"":11100","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""","""pvpdpspro"":50",
12046,91,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":405000,""atk"":11250","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,92,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":410400,""atk"":11400","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,93,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":415800,""atk"":11550","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,94,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":421200,""atk"":11700","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":100,""speed"":10,""dpspro"":200","""1204602004""",,
12046,95,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":426600,""atk"":11850","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10,""dpspro"":200","""1204602004""","""pvpundpspro"":50",
12046,96,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":432000,""atk"":12000","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10,""dpspro"":200","""1204602004""",,
12046,97,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":437400,""atk"":12150","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10,""dpspro"":200","""1204602004""",,
12046,98,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":442800,""atk"":12300","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10,""dpspro"":200","""1204602004""",,
12046,99,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":448200,""atk"":12450","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10",",""dpspro"":200","""atk"":600,""hp"":10000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":10,""dpspro"":200","""1204602004""",,
12046,100,5,1,Ê¯±ù»¤¼ç,12046,12046,"""hp"":453600,""atk"":12600","""atk"":900,""hp"":15000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":20",",""dpspro"":200","""atk"":900,""hp"":15000,""undpspro"":200,""pvpdpspro"":150,""pvpundpspro"":150,""speed"":20,""dpspro"":200","""1204602004""","""speed"":10,""atk"":300,""hp"":5000",
13036,1,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":5400,""atk"":150",,,,,,
13036,2,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":7200,""atk"":200",,,,,,
13036,3,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":9000,""atk"":250",,,,,,
13036,4,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":10800,""atk"":300",,,,,,
13036,5,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":12600,""atk"":350","""atk"":300",",""dpspro"":0","""atk"":300,""dpspro"":0",,"""atk"":300",
13036,6,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":14400,""atk"":400","""atk"":300",",""dpspro"":0","""atk"":300,""dpspro"":0",,,
13036,7,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":16200,""atk"":450","""atk"":300",",""dpspro"":0","""atk"":300,""dpspro"":0",,,
13036,8,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":18000,""atk"":500","""atk"":300",",""dpspro"":0","""atk"":300,""dpspro"":0",,,
13036,9,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":19800,""atk"":550","""atk"":300",",""dpspro"":0","""atk"":300,""dpspro"":0",,,
13036,10,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":21600,""atk"":600","""atk"":300,""hp"":5000",",""dpspro"":0","""atk"":300,""hp"":5000,""dpspro"":0",,"""hp"":5000",
13036,11,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":24300,""atk"":675","""atk"":300,""hp"":5000",",""dpspro"":0","""atk"":300,""hp"":5000,""dpspro"":0",,,
13036,12,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":27000,""atk"":750","""atk"":300,""hp"":5000",",""dpspro"":0","""atk"":300,""hp"":5000,""dpspro"":0",,,
13036,13,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":29700,""atk"":825","""atk"":300,""hp"":5000",",""dpspro"":0","""atk"":300,""hp"":5000,""dpspro"":0",,,
13036,14,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":32400,""atk"":900","""atk"":300,""hp"":5000",",""dpspro"":0","""atk"":300,""hp"":5000,""dpspro"":0",,,
13036,15,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":35100,""atk"":975","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":0","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":0",,"""undpspro"":50",
13036,16,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":37800,""atk"":1050","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":0","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":0",,,
13036,17,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":40500,""atk"":1125","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":0","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":0",,,
13036,18,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":43200,""atk"":1200","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":0","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":0",,,
13036,19,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":45900,""atk"":1275","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":0","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":0",,,
13036,20,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":48600,""atk"":1350","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":50",,"""dpspro"":50",
13036,21,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":52200,""atk"":1450","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":50",,,
13036,22,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":55800,""atk"":1550","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":50",,,
13036,23,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":59400,""atk"":1650","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":50",,,
13036,24,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":63000,""atk"":1750","""atk"":300,""hp"":5000,""undpspro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""dpspro"":50",,,
13036,25,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":66600,""atk"":1850","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50,""dpspro"":50","""1303601004""",,¹¥»÷Ôö¼Ó5%£¬¶Ô±ù¶³Ä¿±êÔì³ÉÉËº¦Ôö¼Ó18%
13036,26,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":70200,""atk"":1950","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,27,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":73800,""atk"":2050","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,28,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":77400,""atk"":2150","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,29,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":81000,""atk"":2250","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":50,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,30,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":84600,""atk"":2350","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":50","""1303601004""","""undpspro"":50",
13036,31,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":89100,""atk"":2475","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,32,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":93600,""atk"":2600","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,33,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":98100,""atk"":2725","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,34,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":102600,""atk"":2850","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":50","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":50","""1303601004""",,
13036,35,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":107100,""atk"":2975","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":100","""1303601004""","""dpspro"":50",
13036,36,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":111600,""atk"":3100","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,37,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":116100,""atk"":3225","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,38,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":120600,""atk"":3350","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,39,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":125100,""atk"":3475","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,40,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":129600,""atk"":3600","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""","""pvpdpspro"":50",
13036,41,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":135000,""atk"":3750","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,42,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":140400,""atk"":3900","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,43,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":145800,""atk"":4050","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,44,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":151200,""atk"":4200","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,45,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":156600,""atk"":4350","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""","""pvpundpspro"":50",
13036,46,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":162000,""atk"":4500","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,47,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":167400,""atk"":4650","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
13036,48,5,1,µòÁãÄ§ÕÈ,13036,13036,"""hp"":172800,""atk"":4800","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50",",""dpspro"":100","""atk"":300,""hp"":5000,""undpspro"":100,""pvpdpspro"":50,""pvpundpspro"":50,""atkpro"":50,""dpspro"":100","""1303601004""",,
