英雄id,阶,攻击上限,生命上限,每次攻击,每次生命,突破属性,,,,
42016,3,5559,78393,5,50,"""speed"":30",,,,
42016,4,7413,120547,5,50,"""speed"":40",,,,
42016,5,9266,169660,5,50,"""speed"":50",,,,
42016,6,11119,277829,5,50,"""unbaojipro"":50",,,,
42016,7,12787,319503,5,50,"""miankongpro"":50",,,,
42016,8,14455,361177,5,50,"""speed"":60",,,,
42016,9,16679,416743,5,50,"""speed"":0",,,,
42025,1,1853,14704,5,50,"""speed"":0",,,,
42026,1,1853,14704,5,50,"""speed"":10",,,,
42026,2,3706,46139,5,50,"""speed"":20",,,,
42026,3,5559,83733,5,50,"""speed"":30",,,,
42026,4,7413,128759,5,50,"""speed"":40",,,,
42026,5,9266,181217,5,50,"""speed"":50",,,,
42026,6,11119,296754,5,50,"""unbaojipro"":50",,,,
42026,7,12787,341268,5,50,"""miankongpro"":50",,,,
42026,8,14455,385781,5,50,"""speed"":60",,,,
42026,9,16679,445132,5,50,"""speed"":0",,,,
43035,1,1234,13279,5,50,"""speed"":0",,,,
43045,1,1378,12013,5,50,"""speed"":0",,,,
43046,1,1378,12013,5,50,"""speed"":10",,,,
43046,2,2757,37694,5,50,"""speed"":20",,,,
43046,3,4136,68407,5,50,"""speed"":30",,,,
43046,4,5515,105192,5,50,"""speed"":40",,,,
43046,5,6894,148048,5,50,"""speed"":0",,,,
43055,1,1415,15033,5,50,"""speed"":0",,,,
43056,1,1415,15033,5,50,"""speed"":10",,,,
43056,2,2831,47169,5,50,"""speed"":20",,,,
43056,3,4247,85602,5,50,"""speed"":30",,,,
43056,4,5663,131633,5,50,"""speed"":40",,,,
43056,5,7079,185262,5,50,"""speed"":0",,,,
43065,1,1630,14273,5,50,"""speed"":0",,,,
43066,1,1630,14273,5,50,"""speed"":10",,,,
43066,2,3261,44786,5,50,"""speed"":20",,,,
43066,3,4892,81277,5,50,"""speed"":30",,,,
43066,4,6523,124982,5,50,"""speed"":40",,,,
43066,5,8154,175901,5,50,"""speed"":50",,,,
43066,6,9785,288049,5,50,"""unbaojipro"":50",,,,
43066,7,11253,331256,5,50,"""miankongpro"":50",,,,
43066,8,12720,374463,5,50,"""speed"":60",,,,
43066,9,14677,432073,5,50,"""speed"":0",,,,
43075,1,1415,14967,5,50,"""speed"":0",,,,
43076,1,1415,14967,5,50,"""speed"":10",,,,
43076,2,2831,46963,5,50,"""speed"":20",,,,
43076,3,4247,85229,5,50,"""speed"":30",,,,
43076,4,5663,131058,5,50,"""speed"":40",,,,
43076,5,7079,184453,5,50,"""speed"":50",,,,
43076,6,8495,302054,5,50,"""unbaojipro"":50",,,,
43076,7,9769,347362,5,50,"""miankongpro"":50",,,,
43076,8,11044,392670,5,50,"""speed"":60",,,,
43076,9,12743,453081,5,50,"""speed"":0",,,,
43085,1,1415,14967,5,50,"""speed"":0",,,,
43086,1,1415,14967,5,50,"""speed"":10",,,,
43086,2,2831,46963,5,50,"""speed"":20",,,,
43086,3,4247,85229,5,50,"""speed"":30",,,,
43086,4,5663,131058,5,50,"""speed"":40",,,,
43086,5,7079,184453,5,50,"""speed"":50",,,,
43086,6,8495,302054,5,50,"""unbaojipro"":50",,,,
43086,7,9769,347362,5,50,"""miankongpro"":50",,,,
43086,8,11044,392670,5,50,"""speed"":60",,,,
43086,9,12743,453081,5,50,"""speed"":0",,,,
44025,1,1202,12304,5,50,"""speed"":0",,,,
44035,1,1381,13926,5,50,"""speed"":0",,,,
44036,1,1381,13926,5,50,"""speed"":10",,,,
44036,2,2763,43697,5,50,"""speed"":20",,,,
44036,3,4144,79301,5,50,"""speed"":30",,,,
44036,4,5526,121943,5,50,"""speed"":40",,,,
44036,5,6907,171625,5,50,"""speed"":0",,,,
44045,1,1381,14864,5,50,"""speed"":0",,,,
44046,1,1381,14864,5,50,"""speed"":10",,,,
44046,2,2763,46640,5,50,"""speed"":20",,,,
44046,3,4144,84641,5,50,"""speed"":30",,,,
44046,4,5526,130155,5,50,"""speed"":40",,,,
44046,5,6907,183182,5,50,"""speed"":50",,,,
44046,6,8289,299972,5,50,"""unbaojipro"":50",,,,
44046,7,9532,344968,5,50,"""miankongpro"":50",,,,
44046,8,10775,389963,5,50,"""speed"":60",,,,
44046,9,12433,449958,5,50,"""speed"":0",,,,
44055,1,1617,15483,5,50,"""speed"":0",,,,
44056,1,1617,15483,5,50,"""speed"":10",,,,
44056,2,3234,48582,5,50,"""speed"":20",,,,
44056,3,4852,88166,5,50,"""speed"":30",,,,
44056,4,6469,135575,5,50,"""speed"":40",,,,
44056,5,8087,190810,5,50,"""speed"":50",,,,
44056,6,9704,312463,5,50,"""unbaojipro"":50",,,,
44056,7,11160,359332,5,50,"""miankongpro"":50",,,,
44056,8,12615,406202,5,50,"""speed"":60",,,,
44056,9,14556,468694,5,50,"""speed"":0",,,,
44065,1,1381,14864,5,50,"""speed"":0",,,,
44066,1,1381,14864,5,50,"""speed"":10",,,,
44066,2,2763,46640,5,50,"""speed"":20",,,,
44066,3,4144,84641,5,50,"""speed"":30",,,,
44066,4,5526,130155,5,50,"""speed"":40",,,,
44066,5,6907,183182,5,50,"""speed"":50",,,,
44066,6,8289,299972,5,50,"""unbaojipro"":50",,,,
44066,7,9532,344968,5,50,"""miankongpro"":50",,,,
44066,8,10775,389963,5,50,"""speed"":60",,,,
44066,9,12433,449958,5,50,"""speed"":0",,,,
45035,1,1181,11460,5,50,"""speed"":0",,,,
45045,1,1513,16242,5,50,"""speed"":0",,,,
45046,1,1513,16242,5,50,"""speed"":10",,,,
45046,2,3027,50965,5,50,"""speed"":20",,,,
45046,3,4540,92491,5,50,"""speed"":30",,,,
45046,4,6054,142226,5,50,"""speed"":40",,,,
45046,5,7567,200171,5,50,"""speed"":50",,,,
45046,6,9081,327793,5,50,"""unbaojipro"":50",,,,
45046,7,10443,376962,5,50,"""miankongpro"":50",,,,
45046,8,11805,426130,5,50,"""speed"":60",,,,
45046,9,13621,491689,5,50,"""speed"":0",,,,
45055,1,1552,17283,5,50,"""speed"":0",,,,
45056,1,1552,17283,5,50,"""speed"":10",,,,
45056,2,3104,54231,5,50,"""speed"":20",,,,
45056,3,4656,98419,5,50,"""speed"":30",,,,
45056,4,6208,151341,5,50,"""speed"":40",,,,
45056,5,7760,213000,5,50,"""speed"":50",,,,
45056,6,9312,348800,5,50,"""unbaojipro"":50",,,,
45056,7,10709,401120,5,50,"""miankongpro"":50",,,,
45056,8,12106,453440,5,50,"""speed"":60",,,,
45056,9,13969,523200,5,50,"""speed"":0",,,,
45065,1,1613,18934,5,50,"""speed"":0",,,,
45066,1,1613,18934,5,50,"""speed"":10",,,,
45066,2,3227,59410,5,50,"""speed"":20",,,,
45066,3,4841,107818,5,50,"""speed"":30",,,,
45066,4,6455,165794,5,50,"""speed"":40",,,,
45066,5,8069,233341,5,50,"""speed"":50",,,,
45066,6,9683,382109,5,50,"""unbaojipro"":50",,,,
45066,7,11135,439426,5,50,"""miankongpro"":50",,,,
45066,8,12588,496742,5,50,"""speed"":60",,,,
45066,9,14525,573164,5,50,"""speed"":0",,,,
51015,1,1533,19131,5,50,"""speed"":0",,,,
51016,1,1533,19131,5,50,"""speed"":10",,,,
51016,2,3066,60028,5,50,"""speed"":20",,,,
51016,3,4599,108939,5,50,"""speed"":30",,,,
51016,4,6132,167518,5,50,"""speed"":40",,,,
51016,5,7665,235768,5,50,"""speed"":50",,,,
51016,6,9199,386084,5,50,"""unbaojipro"":50",,,,
51016,7,10578,443996,5,50,"""miankongpro"":50",,,,
51016,8,11958,501909,5,50,"""speed"":60",,,,
51016,9,13798,579126,5,50,"""speed"":0",,,,
51025,1,1979,15989,5,50,"""speed"":0",,,,
51026,1,1979,15989,5,50,"""speed"":10",,,,
51026,2,3959,50171,5,50,"""speed"":20",,,,
51026,3,5938,91049,5,50,"""speed"":30",,,,
51026,4,7918,140009,5,50,"""speed"":40",,,,
51026,5,9898,197051,5,50,"""speed"":50",,,,
51026,6,11877,322683,5,50,"""unbaojipro"":50",,,,
51026,7,13659,371085,5,50,"""miankongpro"":50",,,,
51026,8,15441,419488,5,50,"""speed"":60",,,,
51026,9,17816,484024,5,50,"""speed"":0",,,,
52025,1,1503,9828,5,50,"""speed"":0",,,,
52035,1,1769,9228,5,50,"""speed"":0",,,,
52045,1,1979,12819,5,50,"""speed"":0",,,,
52046,1,1979,12819,5,50,"""speed"":10",,,,
52046,2,3959,40225,5,50,"""speed"":20",,,,
52046,3,5938,73000,5,50,"""speed"":30",,,,
52046,4,7918,112254,5,50,"""speed"":40",,,,
52046,5,9898,157987,5,50,"""speed"":50",,,,
52046,6,11877,258714,5,50,"""unbaojipro"":50",,,,
52046,7,13659,297521,5,50,"""miankongpro"":50",,,,
52046,8,15441,336328,5,50,"""speed"":60",,,,
52046,9,17816,388071,5,50,"""speed"":0",,,,
52055,1,2299,14751,5,50,"""speed"":0",,,,
52056,1,2299,14751,5,50,"""speed"":10",,,,
52056,2,4599,46286,5,50,"""speed"":20",,,,
52056,3,6899,84000,5,50,"""speed"":30",,,,
52056,4,9199,129170,5,50,"""speed"":40",,,,
52056,5,11498,181795,5,50,"""speed"":50",,,,
52056,6,13798,297701,5,50,"""unbaojipro"":50",,,,
52056,7,15868,342356,5,50,"""miankongpro"":50",,,,
52056,8,17938,387011,5,50,"""speed"":60",,,,
52056,9,20697,446551,5,50,"""speed"":0",,,,
53015,1,1660,14264,5,50,"""speed"":0",,,,
53016,1,1660,14264,5,50,"""speed"":10",,,,
53016,2,3321,44756,5,50,"""speed"":20",,,,
53016,3,4981,81224,5,50,"""speed"":30",,,,
53016,4,6642,124900,5,50,"""speed"":40",,,,
53016,5,8302,175786,5,50,"""speed"":0",,,,
53025,1,1816,16711,5,50,"""speed"":0",,,,
53026,1,1816,16711,5,50,"""speed"":10",,,,
53026,2,3632,52436,5,50,"""speed"":20",,,,
53026,3,5448,95161,5,50,"""speed"":30",,,,
53026,4,7264,146332,5,50,"""speed"":40",,,,
53026,5,9081,205950,5,50,"""speed"":50",,,,
53026,6,10897,337255,5,50,"""unbaojipro"":50",,,,
53026,7,12531,387844,5,50,"""miankongpro"":50",,,,
53026,8,14166,438432,5,50,"""speed"":60",,,,
53026,9,16345,505883,5,50,"""speed"":0",,,,
55015,1,1718,17499,5,50,"""speed"":0",,,,
55016,1,1718,17499,5,50,"""speed"":10",,,,
55016,2,3436,54908,5,50,"""speed"":20",,,,
55016,3,5155,99647,5,50,"""speed"":30",,,,
55016,4,6873,153230,5,50,"""speed"":40",,,,
55016,5,8592,215658,5,50,"""speed"":50",,,,
55016,6,10310,353153,5,50,"""unbaojipro"":50",,,,
55016,7,11857,406126,5,50,"""miankongpro"":50",,,,
55016,8,13404,459099,5,50,"""speed"":60",,,,
55016,9,15466,529730,5,50,"""speed"":0",,,,
55025,1,1783,18887,5,50,"""speed"":0",,,,
55026,1,1783,18887,5,50,"""speed"":10",,,,
55026,2,3567,59263,5,50,"""speed"":20",,,,
55026,3,5351,107551,5,50,"""speed"":30",,,,
55026,4,7135,165383,5,50,"""speed"":40",,,,
55026,5,8918,232763,5,50,"""speed"":50",,,,
55026,6,10702,381163,5,50,"""unbaojipro"":50",,,,
55026,7,12308,438338,5,50,"""miankongpro"":50",,,,
55026,8,13913,495512,5,50,"""speed"":60",,,,
55026,9,16054,571745,5,50,"""speed"":0",,,,
61015,1,1010,16186,5,50,"""speed"":0",,,,
61025,1,1895,21757,5,50,"""speed"":0",,,,
61026,1,1895,21757,5,50,"""speed"":10",,,,
61026,2,3790,68268,5,50,"""speed"":20",,,,
61026,3,5686,123891,5,50,"""speed"":30",,,,
61026,4,7581,190511,5,50,"""speed"":40",,,,
61026,5,9477,268128,5,50,"""speed"":50",,,,
61026,6,11372,439076,5,50,"""unbaojipro"":50",,,,
61026,7,13078,504937,5,50,"""miankongpro"":50",,,,
61026,8,14784,570798,5,50,"""speed"":60",,,,
61026,9,17058,658614,5,50,"""speed"":0",,,,
62015,1,1886,14264,5,50,"""speed"":0",,,,
62016,1,1886,14264,5,50,"""speed"":10",,,,
62016,2,3773,44756,5,50,"""speed"":20",,,,
62016,3,5660,81224,5,50,"""speed"":30",,,,
62016,4,7547,124900,5,50,"""speed"":40",,,,
62016,5,9434,175786,5,50,"""speed"":0",,,,
62025,1,2198,14751,5,50,"""speed"":0",,,,
62026,1,2198,14751,5,50,"""speed"":10",,,,
62026,2,4397,46286,5,50,"""speed"":20",,,,
62026,3,6595,84000,5,50,"""speed"":30",,,,
62026,4,8794,129170,5,50,"""speed"":40",,,,
62026,5,10993,181795,5,50,"""speed"":50",,,,
62026,6,13191,297701,5,50,"""unbaojipro"":50",,,,
62026,7,15170,342356,5,50,"""miankongpro"":50",,,,
62026,8,17149,387011,5,50,"""speed"":60",,,,
62026,9,19787,446551,5,50,"""speed"":0",,,,
63015,1,1512,9059,5,50,"""speed"":0",,,,
63025,1,1564,18971,5,50,"""speed"":0",,,,
63026,1,1564,18971,5,50,"""speed"":10",,,,
63026,2,3128,59528,5,50,"""speed"":20",,,,
63026,3,4692,108031,5,50,"""speed"":30",,,,
63026,4,6256,166122,5,50,"""speed"":40",,,,
63026,5,7820,233803,5,50,"""speed"":50",,,,
63026,6,9385,382866,5,50,"""unbaojipro"":50",,,,
63026,7,10792,440296,5,50,"""miankongpro"":50",,,,
63026,8,12200,497726,5,50,"""speed"":60",,,,
63026,9,14077,574300,5,50,"""speed"":0",,,,
63035,1,1682,17124,5,50,"""speed"":0",,,,
63036,1,1682,17124,5,50,"""speed"":10",,,,
63036,2,3365,53731,5,50,"""speed"":20",,,,
63036,3,5048,97511,5,50,"""speed"":30",,,,
63036,4,6731,149945,5,50,"""speed"":40",,,,
63036,5,8413,211035,5,50,"""speed"":50",,,,
63036,6,10096,345583,5,50,"""unbaojipro"":50",,,,
63036,7,11611,397420,5,50,"""miankongpro"":50",,,,
63036,8,13125,449258,5,50,"""speed"":60",,,,
63036,9,15145,518374,5,50,"""speed"":0",,,,
64025,1,1718,17499,5,50,"""speed"":0",,,,
64026,1,1718,17499,5,50,"""speed"":10",,,,
64026,2,3436,54908,5,50,"""speed"":20",,,,
64026,3,5155,99647,5,50,"""speed"":30",,,,
64026,4,6873,153230,5,50,"""speed"":40",,,,
64026,5,8592,215658,5,50,"""speed"":50",,,,
64026,6,10310,353153,5,50,"""unbaojipro"":50",,,,
64026,7,11857,406126,5,50,"""miankongpro"":50",,,,
64026,8,13404,459099,5,50,"""speed"":60",,,,
64026,9,15466,529730,5,50,"""speed"":0",,,,
65015,1,1374,21052,5,50,"""speed"":0",,,,
65016,1,1374,21052,5,50,"""speed"":10",,,,
65016,2,2749,66055,5,50,"""speed"":20",,,,
65016,3,4123,119876,5,50,"""speed"":30",,,,
65016,4,5498,184336,5,50,"""speed"":40",,,,
65016,5,6872,259437,5,50,"""speed"":50",,,,
65016,6,8247,424844,5,50,"""unbaojipro"":50",,,,
65016,7,9484,488570,5,50,"""miankongpro"":50",,,,
65016,8,10721,552297,5,50,"""speed"":60",,,,
65016,9,12370,637266,5,50,"""speed"":0",,,,
55035,1,1853,18943,5,50,"""speed"":0",,,,
55036,1,1853,18943,5,50,"""speed"":10",,,,
55036,2,3706,59440,5,50,"""speed"":20",,,,
55036,3,5559,107871,5,50,"""speed"":30",,,,
55036,4,7413,165876,5,50,"""speed"":40",,,,
55036,5,9266,233456,5,50,"""speed"":50",,,,
55036,6,11119,382299,5,50,"""unbaojipro"":50",,,,
55036,7,12787,439643,5,50,"""miankongpro"":50",,,,
55036,8,14455,496988,5,50,"""speed"":60",,,,
55036,9,16679,573448,5,50,"""speed"":0",,,,
14065,1,1961,19309,5,50,"""speed"":0",,,,
14066,1,1961,19309,5,50,"""speed"":10",,,,
14066,2,3922,90587,5,50,"""speed"":20",,,,
14066,3,5884,109954,5,50,"""speed"":30",,,,
14066,4,7845,169079,5,50,"""speed"":40",,,,
14066,5,9806,237964,5,50,"""speed"":50",,,,
14066,6,11768,389680,5,50,"""unbaojipro"":50",,,,
14066,7,13533,448132,5,50,"""miankongpro"":50",,,,
14066,8,15298,506584,5,50,"""speed"":60",,,,
14066,9,17652,584520,5,50,"""speed"":0",,,,
61035,1,1979,16083,5,50,"""speed"":0",,,,
61036,1,1979,16083,5,50,"""speed"":10",,,,
61036,2,3959,50465,5,50,"""speed"":20",,,,
61036,3,5938,91583,5,50,"""speed"":30",,,,
61036,4,7918,140830,5,50,"""speed"":40",,,,
61036,5,9898,198207,5,50,"""speed"":50",,,,
61036,6,11877,324575,5,50,"""unbaojipro"":50",,,,
61036,7,13659,373262,5,50,"""miankongpro"":50",,,,
61036,8,15441,421948,5,50,"""speed"":60",,,,
61036,9,17816,486863,5,50,"""speed"":0",,,,
33045,1,1645,15211,5,50,"""speed"":0",,,,
33046,1,1645,15211,5,50,"""speed"":10",,,,
33046,2,3291,47728,5,50,"""speed"":20",,,,
33046,3,4937,86617,5,50,"""speed"":30",,,,
33046,4,6582,133193,5,50,"""speed"":40",,,,
33046,5,8228,187458,5,50,"""speed"":50",,,,
33046,6,9874,306974,5,50,"""unbaojipro"":50",,,,
33046,7,11355,353020,5,50,"""miankongpro"":50",,,,
33046,8,12836,399067,5,50,"""speed"":60",,,,
33046,9,14811,460462,5,50,"""speed"":0",,,,
71015,1,6739,150049,5,50,"""speed"":0",,,,
71016,1,6739,150049,5,50,"""speed"":10",,,,
71016,2,13478,470814,5,50,"""speed"":20",,,,
71016,3,20217,854427,5,50,"""speed"":30",,,,
71016,4,26956,1313874,5,50,"""speed"":40",,,,
71016,5,33696,1849162,5,50,"""speed"":50",,,,
71016,6,40435,3028111,5,50,"""unbaojipro"":50",,,,
71016,7,46500,3482327,5,50,"""miankongpro"":50",,,,
71016,8,52565,3936544,5,50,"""speed"":60",,,,
71016,9,60652,4542166,5,50,"""speed"":0",,,,
22085,1,1154,9659,5,50,"""speed"":0",,,,
22086,1,1154,9659,5,50,"""speed"":10",,,,
22086,2,2308,30308,5,50,"""speed"":20",,,,
22086,3,3462,55003,5,50,"""speed"":30",,,,
22086,4,4616,84580,5,50,"""speed"":40",,,,
22086,5,5770,119039,5,50,"""speed"":50",,,,
22086,6,6924,194934,5,50,"""unbaojipro"":50",,,,
22086,7,7963,224174,5,50,"""miankongpro"":50",,,,
22086,8,9001,253415,5,50,"""speed"":60",,,,
22086,9,10386,292401,5,50,"""speed"":0",,,,
