神器ID,技能等级,技能,技能名字,技能图标,神器编号,技能描述
6,2,60202,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$10396$点真实伤害并中毒，持续造成5148点中毒伤害，持续3回合
6,3,60302,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$11890$点真实伤害并中毒，持续造成5963点中毒伤害，持续3回合
6,4,60402,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$13384$点真实伤害并中毒，持续造成6778点中毒伤害，持续3回合
6,5,60502,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$14880$点真实伤害并中毒，持续造成7592点中毒伤害，持续3回合
6,6,60602,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机2名敌人造成$16374$点真实伤害并中毒，持续造成8407点中毒伤害，持续3回合
6,7,60702,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机3名敌人造成$21919$点真实伤害并中毒，持续造成11496点中毒伤害，持续3回合
6,8,60802,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机3名敌人造成$27461$点真实伤害并中毒，持续造成14586点中毒伤害，持续3回合
6,9,60902,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机3名敌人造成$33006$点真实伤害并中毒，持续造成17675点中毒伤害，持续3回合
6,10,61002,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机3名敌人造成$38551$点真实伤害并中毒，持续造成20764点中毒伤害，持续3回合
6,11,61102,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机3名敌人造成$44093$点真实伤害并中毒，持续造成23854点中毒伤害，持续3回合
6,12,61202,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机3名敌人造成$49638$点真实伤害并中毒，持续造成26943点中毒伤害，持续3回合
6,13,61302,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$74929$点真实伤害并中毒，持续造成41141点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标15%伤害加成2回合
6,14,61402,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$100216$点真实伤害并中毒，持续造成55340点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标20%伤害加成2回合
6,15,61502,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$125507$点真实伤害并中毒，持续造成69538点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标25%伤害加成2回合
6,16,61602,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$150794$点真实伤害并中毒，持续造成83737点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标30%伤害加成2回合
6,17,61702,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$176085$点真实伤害并中毒，持续造成97935点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标35%伤害加成2回合
6,18,61802,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$201375$点真实伤害并中毒，持续造成112133点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标40%伤害加成2回合
6,19,61902,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$231113$点真实伤害并中毒，持续造成137441点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标45%伤害加成2回合
6,20,62002,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$260854$点真实伤害并中毒，持续造成162748点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标50%伤害加成2回合
6,21,62102,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$290595$点真实伤害并中毒，持续造成188055点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标55%伤害加成2回合
6,22,62202,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$316033$点真实伤害并中毒，持续造成211213点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标60%伤害加成2回合
6,23,62302,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$347874$点真实伤害并中毒，持续造成237570点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标66%伤害加成2回合
6,24,62402,锋刺,shenbing_06,6,剧毒之刺锋芒毕露，对随机4名敌人造成$373415$点真实伤害并中毒，持续造成260777点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标72%伤害加成2回合
6,25,62502,锋刺,shenbing_07,6,剧毒之刺锋芒毕露，对随机4名敌人造成$400721$点真实伤害并中毒，持续造成276765点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标78%伤害加成2回合
6,26,62602,锋刺,shenbing_08,6,剧毒之刺锋芒毕露，对随机4名敌人造成$428029$点真实伤害并中毒，持续造成292752点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标84%伤害加成2回合
6,27,62702,锋刺,shenbing_09,6,剧毒之刺锋芒毕露，对随机4名敌人造成$455338$点真实伤害并中毒，持续造成308740点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标90%伤害加成2回合
6,28,62802,锋刺,shenbing_10,6,剧毒之刺锋芒毕露，对随机4名敌人造成$482647$点真实伤害并中毒，持续造成324727点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标96%伤害加成2回合
6,29,62902,锋刺,shenbing_11,6,剧毒之刺锋芒毕露，对随机4名敌人造成$509955$点真实伤害并中毒，持续造成340715点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标102%伤害加成2回合
6,30,63002,锋刺,shenbing_12,6,剧毒之刺锋芒毕露，对随机4名敌人造成$537264$点真实伤害并中毒，持续造成356702点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标108%伤害加成2回合
6,31,63102,锋刺,shenbing_13,6,剧毒之刺锋芒毕露，对随机4名敌人造成$564573$点真实伤害并中毒，持续造成372690点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标114%伤害加成2回合
6,32,63202,锋刺,shenbing_14,6,剧毒之刺锋芒毕露，对随机4名敌人造成$591881$点真实伤害并中毒，持续造成388677点中毒伤害，持续3回合，增加己方随机4名英雄对中毒目标120%伤害加成2回合
