NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数,,,,,,,,,
10424,14036,1,267,14036,9,"""atk"":3.3,""hp"":5.459",1,,,,,,,,,
10424,14036,2,267,14036,9,"""atk"":3.3,""hp"":5.459",1,,,,,,,,,
10424,14036,3,267,14036,9,"""atk"":3.3,""hp"":5.459",1,,,,,,,,,
10424,14036,4,267,14036,9,"""atk"":3.3,""hp"":5.459",1,,,,,,,,,
10424,14036,5,267,14036,8,"""atk"":3.3,""hp"":5.459",1,,,,,,,,,
10424,14036,6,267,14036,8,"""atk"":3.3,""hp"":5.459",1,,,,,,,,,
10425,63026,1,268,63026,9,"""atk"":3.312,""hp"":5.499",1,,,,,,,,,
10425,63026,2,268,63026,9,"""atk"":3.312,""hp"":5.499",1,,,,,,,,,
10425,63026,3,268,63026,9,"""atk"":3.312,""hp"":5.499",1,,,,,,,,,
10425,63026,4,268,63026,9,"""atk"":3.312,""hp"":5.499",1,,,,,,,,,
10425,63026,5,268,63026,9,"""atk"":3.312,""hp"":5.499",1,,,,,,,,,
10425,63026,6,268,63026,8,"""atk"":3.312,""hp"":5.499",1,,,,,,,,,
10426,42016,1,268,42016,9,"""atk"":3.325,""hp"":5.439",1,,,,,,,,,
10426,42016,2,268,42016,9,"""atk"":3.325,""hp"":5.439",1,,,,,,,,,
10426,42016,3,268,42016,9,"""atk"":3.325,""hp"":5.439",1,,,,,,,,,
10426,42016,4,268,42016,9,"""atk"":3.325,""hp"":5.439",1,,,,,,,,,
10426,42016,5,268,42016,9,"""atk"":3.325,""hp"":5.439",1,,,,,,,,,
10426,42016,6,268,42016,9,"""atk"":3.325,""hp"":5.439",1,,,,,,,,,
10427,34026,1,269,34026,9,"""atk"":3.337,""hp"":5.479",1,,,,,,,,,
10427,34026,2,269,34026,9,"""atk"":3.337,""hp"":5.479",1,,,,,,,,,
10427,34026,3,269,34026,9,"""atk"":3.337,""hp"":5.479",1,,,,,,,,,
10427,34026,4,269,34026,9,"""atk"":3.337,""hp"":5.479",1,,,,,,,,,
10427,34026,5,269,34026,9,"""atk"":3.337,""hp"":5.479",1,,,,,,,,,
10427,34026,6,269,34026,9,"""atk"":3.337,""hp"":5.479",1,,,,,,,,,
10428,35036,1,269,35036,9,"""atk"":3.35,""hp"":5.519",1,,,,,,,,,
10428,35036,2,269,35036,9,"""atk"":3.35,""hp"":5.519",1,,,,,,,,,
10428,35036,3,269,35036,9,"""atk"":3.35,""hp"":5.519",1,,,,,,,,,
10428,35036,4,269,35036,9,"""atk"":3.35,""hp"":5.519",1,,,,,,,,,
10428,35036,5,269,35036,9,"""atk"":3.35,""hp"":5.519",1,,,,,,,,,
10428,35036,6,269,35036,9,"""atk"":3.35,""hp"":5.519",1,,,,,,,,,
10429,21046,1,270,21046,9,"""atk"":3.362,""hp"":5.559",1,,,,,,,,,
10429,21046,2,270,23036,9,"""atk"":3.362,""hp"":5.559",1,,,,,,,,,
10429,21046,3,270,21046,9,"""atk"":3.362,""hp"":5.559",1,,,,,,,,,
10429,21046,4,270,23036,9,"""atk"":3.362,""hp"":5.559",1,,,,,,,,,
10429,21046,5,270,23036,9,"""atk"":3.362,""hp"":5.559",1,,,,,,,,,
10429,21046,6,270,23036,9,"""atk"":3.362,""hp"":5.559",1,,,,,,,,,
10430,61026,1,270,61026,9,"""atk"":3.375,""hp"":5.599",1,,,,,,,,,
10430,61026,2,270,63026,9,"""atk"":3.375,""hp"":5.599",1,,,,,,,,,
10430,61026,3,270,61026,9,"""atk"":3.375,""hp"":5.599",1,,,,,,,,,
10430,61026,4,270,63026,9,"""atk"":3.375,""hp"":5.599",1,,,,,,,,,
10430,61026,5,270,63026,9,"""atk"":3.375,""hp"":5.599",1,,,,,,,,,
10430,61026,6,270,63026,9,"""atk"":3.375,""hp"":5.599",1,,,,,,,,,
10431,25066,1,271,25066,9,"""atk"":3.387,""hp"":5.539",1,,,,,,,,,
10431,25066,2,271,25066,9,"""atk"":3.387,""hp"":5.539",1,,,,,,,,,
10431,25066,3,271,25066,9,"""atk"":3.387,""hp"":5.539",1,,,,,,,,,
10431,25066,4,271,25066,9,"""atk"":3.387,""hp"":5.539",1,,,,,,,,,
10431,25066,5,271,25066,9,"""atk"":3.387,""hp"":5.539",1,,,,,,,,,
10431,25066,6,271,25066,9,"""atk"":3.387,""hp"":5.539",1,,,,,,,,,
10432,44036,1,271,44036,9,"""atk"":3.4,""hp"":5.579",1,,,,,,,,,
10432,44036,2,271,44036,9,"""atk"":3.4,""hp"":5.579",1,,,,,,,,,
10432,44036,3,271,44036,9,"""atk"":3.4,""hp"":5.579",1,,,,,,,,,
10432,44036,4,271,44036,9,"""atk"":3.4,""hp"":5.579",1,,,,,,,,,
10432,44036,5,271,44036,9,"""atk"":3.4,""hp"":5.579",1,,,,,,,,,
10432,44036,6,271,44036,9,"""atk"":3.4,""hp"":5.579",1,,,,,,,,,
10433,12036,1,272,12036,9,"""atk"":3.412,""hp"":5.619",1,,,,,,,,,
10433,12036,2,272,12036,9,"""atk"":3.412,""hp"":5.619",1,,,,,,,,,
10433,12036,3,272,12036,9,"""atk"":3.412,""hp"":5.619",1,,,,,,,,,
10433,12036,4,272,12036,9,"""atk"":3.412,""hp"":5.619",1,,,,,,,,,
10433,12036,5,272,12036,9,"""atk"":3.412,""hp"":5.619",1,,,,,,,,,
10433,12036,6,272,12036,9,"""atk"":3.412,""hp"":5.619",1,,,,,,,,,
10434,32056,1,272,32056,9,"""atk"":3.425,""hp"":5.659",1,,,,,,,,,
10434,32056,2,272,32056,9,"""atk"":3.425,""hp"":5.659",1,,,,,,,,,
10434,32056,3,272,32056,9,"""atk"":3.425,""hp"":5.659",1,,,,,,,,,
10434,32056,4,272,32056,9,"""atk"":3.425,""hp"":5.659",1,,,,,,,,,
10434,32056,5,272,32056,9,"""atk"":3.425,""hp"":5.659",1,,,,,,,,,
10434,32056,6,272,32056,9,"""atk"":3.425,""hp"":5.659",1,,,,,,,,,
10435,52045,1,273,52046,9,"""atk"":3.437,""hp"":5.699",1,,,,,,,,,
10435,52045,2,273,52046,9,"""atk"":3.437,""hp"":5.699",1,,,,,,,,,
10435,52045,3,273,52046,9,"""atk"":3.437,""hp"":5.699",1,,,,,,,,,
10435,52045,4,273,52046,9,"""atk"":3.437,""hp"":5.699",1,,,,,,,,,
10435,52045,5,273,52046,9,"""atk"":3.437,""hp"":5.699",1,,,,,,,,,
10435,52045,6,273,52046,9,"""atk"":3.437,""hp"":5.699",1,,,,,,,,,
10436,23036,1,273,23036,9,"""atk"":3.45,""hp"":5.639",1,,,,,,,,,
10436,23036,2,273,23036,9,"""atk"":3.45,""hp"":5.639",1,,,,,,,,,
10436,23036,3,273,23036,9,"""atk"":3.45,""hp"":5.639",1,,,,,,,,,
10436,23036,4,273,23036,9,"""atk"":3.45,""hp"":5.639",1,,,,,,,,,
10436,23036,5,273,23036,9,"""atk"":3.45,""hp"":5.639",1,,,,,,,,,
10436,23036,6,273,23036,9,"""atk"":3.45,""hp"":5.639",1,,,,,,,,,
10437,35036,1,274,35036,9,"""atk"":3.462,""hp"":5.679",1,,,,,,,,,
10437,35036,2,274,35036,9,"""atk"":3.462,""hp"":5.679",1,,,,,,,,,
10437,35036,3,274,35036,9,"""atk"":3.462,""hp"":5.679",1,,,,,,,,,
10437,35036,4,274,35036,9,"""atk"":3.462,""hp"":5.679",1,,,,,,,,,
10437,35036,5,274,35036,9,"""atk"":3.462,""hp"":5.679",1,,,,,,,,,
10437,35036,6,274,35036,9,"""atk"":3.462,""hp"":5.679",1,,,,,,,,,
10438,14026,1,274,14026,9,"""atk"":3.475,""hp"":5.719",1,,,,,,,,,
10438,14026,2,274,14026,9,"""atk"":3.475,""hp"":5.719",1,,,,,,,,,
10438,14026,3,274,14026,9,"""atk"":3.475,""hp"":5.719",1,,,,,,,,,
10438,14026,4,274,14026,9,"""atk"":3.475,""hp"":5.719",1,,,,,,,,,
10438,14026,5,274,14026,9,"""atk"":3.475,""hp"":5.719",1,,,,,,,,,
10438,14026,6,274,14026,9,"""atk"":3.475,""hp"":5.719",1,,,,,,,,,
10439,45046,1,275,45046,9,"""atk"":3.487,""hp"":5.759",1,,,,,,,,,
10439,45046,2,275,45046,9,"""atk"":3.487,""hp"":5.759",1,,,,,,,,,
10439,45046,3,275,45046,9,"""atk"":3.487,""hp"":5.759",1,,,,,,,,,
10439,45046,4,275,45046,9,"""atk"":3.487,""hp"":5.759",1,,,,,,,,,
10439,45046,5,275,45046,9,"""atk"":3.487,""hp"":5.759",1,,,,,,,,,
10439,45046,6,275,45046,9,"""atk"":3.487,""hp"":5.759",1,,,,,,,,,
10440,61026,1,275,61026,9,"""atk"":3.5,""hp"":5.799",1,,,,,,,,,
10440,61026,2,275,61026,9,"""atk"":3.5,""hp"":5.799",1,,,,,,,,,
10440,61026,3,275,61026,9,"""atk"":3.5,""hp"":5.799",1,,,,,,,,,
10440,61026,4,275,61026,9,"""atk"":3.5,""hp"":5.799",1,,,,,,,,,
10440,61026,5,275,61026,9,"""atk"":3.5,""hp"":5.799",1,,,,,,,,,
10440,61026,6,275,61026,9,"""atk"":3.5,""hp"":5.799",1,,,,,,,,,
10441,25066,1,276,25066,9,"""atk"":3.512,""hp"":5.739",1,,,,,,,,,
10441,25066,2,276,25066,9,"""atk"":3.512,""hp"":5.739",1,,,,,,,,,
10441,25066,3,276,25066,9,"""atk"":3.512,""hp"":5.739",1,,,,,,,,,
10441,25066,4,276,25066,9,"""atk"":3.512,""hp"":5.739",1,,,,,,,,,
10441,25066,5,276,25066,9,"""atk"":3.512,""hp"":5.739",1,,,,,,,,,
10441,25066,6,276,25066,9,"""atk"":3.512,""hp"":5.739",1,,,,,,,,,
10442,41066,1,276,41066,9,"""atk"":3.525,""hp"":5.779",1,,,,,,,,,
10442,41066,2,276,41066,9,"""atk"":3.525,""hp"":5.779",1,,,,,,,,,
10442,41066,3,276,41066,9,"""atk"":3.525,""hp"":5.779",1,,,,,,,,,
10442,41066,4,276,41066,9,"""atk"":3.525,""hp"":5.779",1,,,,,,,,,
10442,41066,5,276,41066,9,"""atk"":3.525,""hp"":5.779",1,,,,,,,,,
10442,41066,6,276,41066,9,"""atk"":3.525,""hp"":5.779",1,,,,,,,,,
10443,13046,1,277,13046,9,"""atk"":3.537,""hp"":5.819",1,,,,,,,,,
10443,13046,2,277,13046,9,"""atk"":3.537,""hp"":5.819",1,,,,,,,,,
10443,13046,3,277,13046,9,"""atk"":3.537,""hp"":5.819",1,,,,,,,,,
10443,13046,4,277,13046,9,"""atk"":3.537,""hp"":5.819",1,,,,,,,,,
10443,13046,5,277,13046,9,"""atk"":3.537,""hp"":5.819",1,,,,,,,,,
10443,13046,6,277,13046,9,"""atk"":3.537,""hp"":5.819",1,,,,,,,,,
10444,33026,1,277,33026,9,"""atk"":3.55,""hp"":5.859",1,,,,,,,,,
10444,33026,2,277,33026,9,"""atk"":3.55,""hp"":5.859",1,,,,,,,,,
10444,33026,3,277,33026,9,"""atk"":3.55,""hp"":5.859",1,,,,,,,,,
10444,33026,4,277,33026,9,"""atk"":3.55,""hp"":5.859",1,,,,,,,,,
10444,33026,5,277,33026,9,"""atk"":3.55,""hp"":5.859",1,,,,,,,,,
10444,33026,6,277,33026,9,"""atk"":3.55,""hp"":5.859",1,,,,,,,,,
10445,63026,1,278,63026,9,"""atk"":3.562,""hp"":5.899",1,,,,,,,,,
10445,63026,2,278,63026,9,"""atk"":3.562,""hp"":5.899",1,,,,,,,,,
10445,63026,3,278,63026,9,"""atk"":3.562,""hp"":5.899",1,,,,,,,,,
10445,63026,4,278,63026,9,"""atk"":3.562,""hp"":5.899",1,,,,,,,,,
10445,63026,5,278,63026,9,"""atk"":3.562,""hp"":5.899",1,,,,,,,,,
10445,63026,6,278,63026,9,"""atk"":3.562,""hp"":5.899",1,,,,,,,,,
10446,21046,1,278,21046,9,"""atk"":3.575,""hp"":5.839",1,,,,,,,,,
10446,21046,2,278,21046,9,"""atk"":3.575,""hp"":5.839",1,,,,,,,,,
10446,21046,3,278,21046,9,"""atk"":3.575,""hp"":5.839",1,,,,,,,,,
10446,21046,4,278,21046,9,"""atk"":3.575,""hp"":5.839",1,,,,,,,,,
10446,21046,5,278,21046,9,"""atk"":3.575,""hp"":5.839",1,,,,,,,,,
10446,21046,6,278,21046,9,"""atk"":3.575,""hp"":5.839",1,,,,,,,,,
10447,32056,1,279,32056,9,"""atk"":3.587,""hp"":5.879",1,,,,,,,,,
10447,32056,2,279,32056,9,"""atk"":3.587,""hp"":5.879",1,,,,,,,,,
10447,32056,3,279,32056,9,"""atk"":3.587,""hp"":5.879",1,,,,,,,,,
10447,32056,4,279,32056,9,"""atk"":3.587,""hp"":5.879",1,,,,,,,,,
10447,32056,5,279,32056,9,"""atk"":3.587,""hp"":5.879",1,,,,,,,,,
10447,32056,6,279,32056,9,"""atk"":3.587,""hp"":5.879",1,,,,,,,,,
10448,35036,1,279,35036,9,"""atk"":3.6,""hp"":5.919",1,,,,,,,,,
10448,35036,2,279,35036,9,"""atk"":3.6,""hp"":5.919",1,,,,,,,,,
10448,35036,3,279,35036,9,"""atk"":3.6,""hp"":5.919",1,,,,,,,,,
10448,35036,4,279,35036,9,"""atk"":3.6,""hp"":5.919",1,,,,,,,,,
10448,35036,5,279,35036,9,"""atk"":3.6,""hp"":5.919",1,,,,,,,,,
10448,35036,6,279,35036,9,"""atk"":3.6,""hp"":5.919",1,,,,,,,,,
10449,13046,1,280,13046,9,"""atk"":3.612,""hp"":5.959",1,,,,,,,,,
10449,13046,2,280,13046,9,"""atk"":3.612,""hp"":5.959",1,,,,,,,,,
10449,13046,3,280,13046,9,"""atk"":3.612,""hp"":5.959",1,,,,,,,,,
10449,13046,4,280,13046,9,"""atk"":3.612,""hp"":5.959",1,,,,,,,,,
10449,13046,5,280,13046,9,"""atk"":3.612,""hp"":5.959",1,,,,,,,,,
10449,13046,6,280,13046,9,"""atk"":3.612,""hp"":5.959",1,,,,,,,,,
10450,62016,1,280,62016,9,"""atk"":3.625,""hp"":5.999",1,,,,,,,,,
10450,62016,2,280,62016,9,"""atk"":3.625,""hp"":5.999",1,,,,,,,,,
10450,62016,3,280,62016,9,"""atk"":3.625,""hp"":5.999",1,,,,,,,,,
10450,62016,4,280,62016,9,"""atk"":3.625,""hp"":5.999",1,,,,,,,,,
10450,62016,5,280,62016,9,"""atk"":3.625,""hp"":5.999",1,,,,,,,,,
10450,62016,6,280,62016,9,"""atk"":3.625,""hp"":5.999",1,,,,,,,,,
10451,25076,1,281,25076,10,"""atk"":3.637,""hp"":5.939",1,,,,,,,,,
10451,25076,2,281,25076,9,"""atk"":3.637,""hp"":5.939",1,,,,,,,,,
10451,25076,3,281,25076,9,"""atk"":3.637,""hp"":5.939",1,,,,,,,,,
10451,25076,4,281,25076,9,"""atk"":3.637,""hp"":5.939",1,,,,,,,,,
10451,25076,5,281,25076,9,"""atk"":3.637,""hp"":5.939",1,,,,,,,,,
10451,25076,6,281,25076,9,"""atk"":3.637,""hp"":5.939",1,,,,,,,,,
10452,34026,1,281,34026,10,"""atk"":3.65,""hp"":5.979",1,,,,,,,,,
10452,34026,2,281,34026,10,"""atk"":3.65,""hp"":5.979",1,,,,,,,,,
10452,34026,3,281,34026,9,"""atk"":3.65,""hp"":5.979",1,,,,,,,,,
10452,34026,4,281,34026,9,"""atk"":3.65,""hp"":5.979",1,,,,,,,,,
10452,34026,5,281,34026,9,"""atk"":3.65,""hp"":5.979",1,,,,,,,,,
10452,34026,6,281,34026,9,"""atk"":3.65,""hp"":5.979",1,,,,,,,,,
10453,32056,1,282,32056,10,"""atk"":3.662,""hp"":6.019",1,,,,,,,,,
10453,32056,2,282,32056,10,"""atk"":3.662,""hp"":6.019",1,,,,,,,,,
10453,32056,3,282,32056,10,"""atk"":3.662,""hp"":6.019",1,,,,,,,,,
10453,32056,4,282,32056,9,"""atk"":3.662,""hp"":6.019",1,,,,,,,,,
10453,32056,5,282,32056,9,"""atk"":3.662,""hp"":6.019",1,,,,,,,,,
10453,32056,6,282,32056,9,"""atk"":3.662,""hp"":6.019",1,,,,,,,,,
10454,14036,1,282,14036,10,"""atk"":3.675,""hp"":6.059",1,,,,,,,,,
10454,14036,2,282,14036,10,"""atk"":3.675,""hp"":6.059",1,,,,,,,,,
10454,14036,3,282,14036,10,"""atk"":3.675,""hp"":6.059",1,,,,,,,,,
10454,14036,4,282,14036,10,"""atk"":3.675,""hp"":6.059",1,,,,,,,,,
10454,14036,5,282,14036,9,"""atk"":3.675,""hp"":6.059",1,,,,,,,,,
10454,14036,6,282,14036,9,"""atk"":3.675,""hp"":6.059",1,,,,,,,,,
10455,61026,1,283,61026,10,"""atk"":3.687,""hp"":6.099",1,,,,,,,,,
10455,61026,2,283,61026,10,"""atk"":3.687,""hp"":6.099",1,,,,,,,,,
10455,61026,3,283,61026,10,"""atk"":3.687,""hp"":6.099",1,,,,,,,,,
10455,61026,4,283,61026,10,"""atk"":3.687,""hp"":6.099",1,,,,,,,,,
10455,61026,5,283,61026,10,"""atk"":3.687,""hp"":6.099",1,,,,,,,,,
10455,61026,6,283,61026,9,"""atk"":3.687,""hp"":6.099",1,,,,,,,,,
10456,13046,1,283,13046,10,"""atk"":3.7,""hp"":6.039",1,,,,,,,,,
10456,13046,2,283,13046,10,"""atk"":3.7,""hp"":6.039",1,,,,,,,,,
10456,13046,3,283,13046,10,"""atk"":3.7,""hp"":6.039",1,,,,,,,,,
10456,13046,4,283,13046,10,"""atk"":3.7,""hp"":6.039",1,,,,,,,,,
10456,13046,5,283,13046,10,"""atk"":3.7,""hp"":6.039",1,,,,,,,,,
10456,13046,6,283,13046,10,"""atk"":3.7,""hp"":6.039",1,,,,,,,,,
10457,25066,1,284,25066,10,"""atk"":3.712,""hp"":6.079",1,,,,,,,,,
10457,25066,2,284,15036,10,"""atk"":3.712,""hp"":6.079",1,,,,,,,,,
10457,25066,3,284,14036,10,"""atk"":3.712,""hp"":6.079",1,,,,,,,,,
10457,25066,4,284,13046,10,"""atk"":3.712,""hp"":6.079",1,,,,,,,,,
10457,25066,5,284,25066,10,"""atk"":3.712,""hp"":6.079",1,,,,,,,,,
10457,25066,6,284,25066,10,"""atk"":3.712,""hp"":6.079",1,,,,,,,,,
10458,25066,1,284,25066,10,"""atk"":3.725,""hp"":6.119",1,,,,,,,,,
10458,25066,2,284,25066,10,"""atk"":3.725,""hp"":6.119",1,,,,,,,,,
10458,25066,3,284,25066,10,"""atk"":3.725,""hp"":6.119",1,,,,,,,,,
10458,25066,4,284,25066,10,"""atk"":3.725,""hp"":6.119",1,,,,,,,,,
10458,25066,5,284,25066,10,"""atk"":3.725,""hp"":6.119",1,,,,,,,,,
10458,25066,6,284,25066,10,"""atk"":3.725,""hp"":6.119",1,,,,,,,,,
10459,55016,1,285,55016,9,"""atk"":3.737,""hp"":6.159",1,,,,,,,,,
10459,55016,2,285,52046,10,"""atk"":3.737,""hp"":6.159",1,,,,,,,,,
10459,55016,3,285,55016,9,"""atk"":3.737,""hp"":6.159",1,,,,,,,,,
10459,55016,4,285,52046,10,"""atk"":3.737,""hp"":6.159",1,,,,,,,,,
10459,55016,5,285,52046,10,"""atk"":3.737,""hp"":6.159",1,,,,,,,,,
10459,55016,6,285,52046,10,"""atk"":3.737,""hp"":6.159",1,,,,,,,,,
10460,63026,1,285,63026,10,"""atk"":3.75,""hp"":6.199",1,,,,,,,,,
10460,63026,2,285,63026,10,"""atk"":3.75,""hp"":6.199",1,,,,,,,,,
10460,63026,3,285,63026,10,"""atk"":3.75,""hp"":6.199",1,,,,,,,,,
10460,63026,4,285,52046,10,"""atk"":3.75,""hp"":6.199",1,,,,,,,,,
10460,63026,5,285,52046,10,"""atk"":3.75,""hp"":6.199",1,,,,,,,,,
10460,63026,6,285,52046,10,"""atk"":3.75,""hp"":6.199",1,,,,,,,,,
10461,31076,1,286,31076,10,"""atk"":3.762,""hp"":6.139",1,,,,,,,,,
10461,31076,2,286,31076,10,"""atk"":3.762,""hp"":6.139",1,,,,,,,,,
10461,31076,3,286,32056,10,"""atk"":3.762,""hp"":6.139",1,,,,,,,,,
10461,31076,4,286,32056,10,"""atk"":3.762,""hp"":6.139",1,,,,,,,,,
10461,31076,5,286,35036,10,"""atk"":3.762,""hp"":6.139",1,,,,,,,,,
10461,31076,6,286,35036,10,"""atk"":3.762,""hp"":6.139",1,,,,,,,,,
10462,41056,1,286,41056,10,"""atk"":3.775,""hp"":6.179",1,,,,,,,,,
10462,41056,2,286,41056,10,"""atk"":3.775,""hp"":6.179",1,,,,,,,,,
10462,41056,3,286,41066,10,"""atk"":3.775,""hp"":6.179",1,,,,,,,,,
10462,41056,4,286,41066,10,"""atk"":3.775,""hp"":6.179",1,,,,,,,,,
10462,41056,5,286,42016,10,"""atk"":3.775,""hp"":6.179",1,,,,,,,,,
10462,41056,6,286,42016,10,"""atk"":3.775,""hp"":6.179",1,,,,,,,,,
10463,35036,1,287,35036,10,"""atk"":3.787,""hp"":6.219",1,,,,,,,,,
10463,35036,2,287,35036,10,"""atk"":3.787,""hp"":6.219",1,,,,,,,,,
10463,35036,3,287,35036,10,"""atk"":3.787,""hp"":6.219",1,,,,,,,,,
10463,35036,4,287,35036,10,"""atk"":3.787,""hp"":6.219",1,,,,,,,,,
10463,35036,5,287,35036,10,"""atk"":3.787,""hp"":6.219",1,,,,,,,,,
10463,35036,6,287,35036,10,"""atk"":3.787,""hp"":6.219",1,,,,,,,,,
10464,63026,1,287,63026,10,"""atk"":3.8,""hp"":6.259",1,,,,,,,,,
10464,63026,2,287,63026,10,"""atk"":3.8,""hp"":6.259",1,,,,,,,,,
10464,63026,3,287,63026,10,"""atk"":3.8,""hp"":6.259",1,,,,,,,,,
10464,63026,4,287,63026,10,"""atk"":3.8,""hp"":6.259",1,,,,,,,,,
10464,63026,5,287,63026,10,"""atk"":3.8,""hp"":6.259",1,,,,,,,,,
10464,63026,6,287,63026,10,"""atk"":3.8,""hp"":6.259",1,,,,,,,,,
10465,61026,1,288,61026,10,"""atk"":3.812,""hp"":6.299",1,,,,,,,,,
10465,61026,2,288,63026,10,"""atk"":3.812,""hp"":6.299",1,,,,,,,,,
10465,61026,3,288,61026,10,"""atk"":3.812,""hp"":6.299",1,,,,,,,,,
10465,61026,4,288,63026,10,"""atk"":3.812,""hp"":6.299",1,,,,,,,,,
10465,61026,5,288,63026,10,"""atk"":3.812,""hp"":6.299",1,,,,,,,,,
10465,61026,6,288,63026,10,"""atk"":3.812,""hp"":6.299",1,,,,,,,,,
10466,61026,1,288,61026,10,"""atk"":3.825,""hp"":6.239",1,,,,,,,,,
10466,61026,2,288,63026,10,"""atk"":3.825,""hp"":6.239",1,,,,,,,,,
10466,61026,3,288,25076,10,"""atk"":3.825,""hp"":6.239",1,,,,,,,,,
10466,61026,4,288,25076,10,"""atk"":3.825,""hp"":6.239",1,,,,,,,,,
10466,61026,5,288,44046,10,"""atk"":3.825,""hp"":6.239",1,,,,,,,,,
10466,61026,6,288,44046,10,"""atk"":3.825,""hp"":6.239",1,,,,,,,,,
10467,32056,1,289,32056,10,"""atk"":3.837,""hp"":6.279",1,,,,,,,,,
10467,32056,2,289,61026,10,"""atk"":3.837,""hp"":6.279",1,,,,,,,,,
10467,32056,3,289,52046,10,"""atk"":3.837,""hp"":6.279",1,,,,,,,,,
10467,32056,4,289,24036,10,"""atk"":3.837,""hp"":6.279",1,,,,,,,,,
10467,32056,5,289,13046,10,"""atk"":3.837,""hp"":6.279",1,,,,,,,,,
10467,32056,6,289,45056,10,"""atk"":3.837,""hp"":6.279",1,,,,,,,,,
10468,41066,1,289,41066,10,"""atk"":3.85,""hp"":6.319",1,,,,,,,,,
10468,41066,2,289,63026,10,"""atk"":3.85,""hp"":6.319",1,,,,,,,,,
10468,41066,3,289,31076,10,"""atk"":3.85,""hp"":6.319",1,,,,,,,,,
10468,41066,4,289,23036,10,"""atk"":3.85,""hp"":6.319",1,,,,,,,,,
10468,41066,5,289,55016,9,"""atk"":3.85,""hp"":6.319",1,,,,,,,,,
10468,41066,6,289,11086,10,"""atk"":3.85,""hp"":6.319",1,,,,,,,,,
10469,25066,1,290,25066,10,"""atk"":3.862,""hp"":6.359",1,,,,,,,,,
10469,25066,2,290,61026,10,"""atk"":3.862,""hp"":6.359",1,,,,,,,,,
10469,25066,3,290,52046,10,"""atk"":3.862,""hp"":6.359",1,,,,,,,,,
10469,25066,4,290,45046,10,"""atk"":3.862,""hp"":6.359",1,,,,,,,,,
10469,25066,5,290,32056,10,"""atk"":3.862,""hp"":6.359",1,,,,,,,,,
10469,25066,6,290,13046,10,"""atk"":3.862,""hp"":6.359",1,,,,,,,,,
10470,41066,1,290,41066,10,"""atk"":3.875,""hp"":6.399",1,,,,,,,,,
10470,41066,2,290,63026,10,"""atk"":3.875,""hp"":6.399",1,,,,,,,,,
10470,41066,3,290,31076,10,"""atk"":3.875,""hp"":6.399",1,,,,,,,,,
10470,41066,4,290,23036,10,"""atk"":3.875,""hp"":6.399",1,,,,,,,,,
10470,41066,5,290,55016,9,"""atk"":3.875,""hp"":6.399",1,,,,,,,,,
10470,41066,6,290,11086,10,"""atk"":3.875,""hp"":6.399",1,,,,,,,,,
10471,32056,1,291,32056,10,"""atk"":3.887,""hp"":6.339",1,,,,,,,,,
10471,32056,2,291,32056,10,"""atk"":3.887,""hp"":6.339",1,,,,,,,,,
10471,32056,3,291,32056,10,"""atk"":3.887,""hp"":6.339",1,,,,,,,,,
10471,32056,4,291,32056,10,"""atk"":3.887,""hp"":6.339",1,,,,,,,,,
10471,32056,5,291,32056,10,"""atk"":3.887,""hp"":6.339",1,,,,,,,,,
10471,32056,6,291,32056,10,"""atk"":3.887,""hp"":6.339",1,,,,,,,,,
10472,34026,1,291,34026,10,"""atk"":3.9,""hp"":6.379",1,,,,,,,,,
10472,34026,2,291,34026,10,"""atk"":3.9,""hp"":6.379",1,,,,,,,,,
10472,34026,3,291,34026,10,"""atk"":3.9,""hp"":6.379",1,,,,,,,,,
10472,34026,4,291,34026,10,"""atk"":3.9,""hp"":6.379",1,,,,,,,,,
10472,34026,5,291,34026,10,"""atk"":3.9,""hp"":6.379",1,,,,,,,,,
10472,34026,6,291,34026,10,"""atk"":3.9,""hp"":6.379",1,,,,,,,,,
10473,41056,1,292,41056,10,"""atk"":3.912,""hp"":6.419",1,,,,,,,,,
10473,41056,2,292,41056,10,"""atk"":3.912,""hp"":6.419",1,,,,,,,,,
10473,41056,3,292,41056,10,"""atk"":3.912,""hp"":6.419",1,,,,,,,,,
10473,41056,4,292,41056,10,"""atk"":3.912,""hp"":6.419",1,,,,,,,,,
10473,41056,5,292,41056,10,"""atk"":3.912,""hp"":6.419",1,,,,,,,,,
10473,41056,6,292,41056,10,"""atk"":3.912,""hp"":6.419",1,,,,,,,,,
10474,63026,1,292,63026,10,"""atk"":3.925,""hp"":6.459",1,,,,,,,,,
10474,63026,2,292,61026,10,"""atk"":3.925,""hp"":6.459",1,,,,,,,,,
10474,63026,3,292,63026,10,"""atk"":3.925,""hp"":6.459",1,,,,,,,,,
10474,63026,4,292,61026,10,"""atk"":3.925,""hp"":6.459",1,,,,,,,,,
10474,63026,5,292,61026,10,"""atk"":3.925,""hp"":6.459",1,,,,,,,,,
10474,63026,6,292,61026,10,"""atk"":3.925,""hp"":6.459",1,,,,,,,,,
10475,31076,1,293,31076,10,"""atk"":3.937,""hp"":6.499",1,,,,,,,,,
10475,31076,2,293,31076,10,"""atk"":3.937,""hp"":6.499",1,,,,,,,,,
10475,31076,3,293,31076,10,"""atk"":3.937,""hp"":6.499",1,,,,,,,,,
10475,31076,4,293,32056,10,"""atk"":3.937,""hp"":6.499",1,,,,,,,,,
