道具组,物品类型,物品编号,物品数量,物品权重,购买限制,开放天数,购买费用,折扣,中奖纪录,购买vip限制,稀有度,统计识别号
2001,item,4010,50,100,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":6000}",5,0,0,3,0
2001,item,4011,50,100,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":6000}",5,0,0,3,0
2001,item,4012,50,100,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":6000}",5,0,0,3,0
2001,item,4013,50,100,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":6000}",5,0,0,3,0
2001,item,2022,500,450,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1500}",7,0,0,2,0
2001,item,2021,125,450,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1500}",7,0,0,2,0
2001,item,2022,1000,450,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":3000}",6,0,0,3,0
2001,item,2021,250,450,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":3000}",6,0,0,3,0
10001,item,63025,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":4968}",10,0,0,0,0
10002,item,52045,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":4968}",10,0,0,0,0
10003,item,41055,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":3999}",10,0,0,0,0
10004,item,25065,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":3975}",10,0,0,0,0
10005,item,34025,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":3988}",10,0,0,0,0
10006,item,45045,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":3925}",10,0,0,0,0
10007,item,45055,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":2988}",10,0,0,0,0
10008,item,32055,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":2988}",10,0,0,0,0
10009,item,22055,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":2968}",10,0,0,0,0
10010,item,15035,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":2968}",10,0,0,0,0
10011,item,31085,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":2000}",10,0,0,0,0
10012,item,22045,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":1928}",10,0,0,0,0
10013,item,11075,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":1975}",10,0,0,0,0
10014,item,44045,50,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":1950}",10,0,0,0,0
10015,item,61014,30,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":398}",10,0,0,0,0
10016,item,52034,30,1,1,1,"{""a"":""item"",""t"":""2001"",""n"":398}",10,0,0,0,0
10017,item,31054,30,1,2,1,"{""a"":""item"",""t"":""2001"",""n"":288}",10,0,0,0,0
10018,item,22024,30,1,2,1,"{""a"":""item"",""t"":""2001"",""n"":195}",10,0,0,0,0
10019,item,15014,30,1,2,1,"{""a"":""item"",""t"":""2001"",""n"":195}",10,0,0,0,0
10020,item,44024,30,1,2,1,"{""a"":""item"",""t"":""2001"",""n"":190}",10,0,0,0,0
10021,item,2021,500,1,5,1,"{""a"":""item"",""t"":""2001"",""n"":1388}",10,0,0,0,0
10022,item,2022,1000,1,5,1,"{""a"":""item"",""t"":""2001"",""n"":688}",10,0,0,0,0
20000,equip,1033,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":500}",10,0,0,0,0
20000,equip,2033,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":500}",10,0,0,0,0
20000,equip,3033,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":500}",10,0,0,0,0
20000,equip,4033,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":500}",10,0,0,0,0
20000,equip,1041,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":1200}",10,0,0,0,0
20000,equip,2041,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":1200}",10,0,0,0,0
20000,equip,3041,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":1200}",10,0,0,0,0
20000,equip,4041,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":1200}",10,0,0,0,0
20000,equip,1042,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":3000}",10,0,0,0,0
20000,equip,2042,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":3000}",10,0,0,0,0
20000,equip,3042,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":3000}",10,0,0,0,0
20000,equip,4042,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":3000}",10,0,0,0,0
20000,equip,1043,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":6800}",10,0,0,0,0
20000,equip,2043,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":6800}",10,0,0,0,0
20000,equip,3043,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":6800}",10,0,0,0,0
20000,equip,4043,1,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":6800}",10,0,0,0,0
20000,item,14035,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":8000}",10,0,0,0,0
20000,item,24035,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":8000}",10,0,0,0,0
20000,item,35045,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":8000}",10,0,0,0,0
20000,item,41055,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":8000}",10,0,0,0,0
20000,item,22055,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":10000}",10,0,0,0,0
20000,item,31075,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":10000}",10,0,0,0,0
20000,item,13045,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":10000}",10,0,0,0,0
20000,item,45055,50,1,1,1,"{""a"":""item"",""t"":""2015"",""n"":12000}",10,0,0,0,0
30001,item,2005,50,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":100}",10,0,0,0,0
30002,item,2005,500,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":1000}",10,0,0,0,0
30003,item,4002,10,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":800}",10,0,0,0,0
30004,item,4009,10,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":6000}",10,0,0,0,0
30005,item,4003,10,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":1000}",10,0,0,0,0
30006,item,4004,10,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":1000}",10,0,0,0,0
30007,item,4005,10,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":1000}",10,0,0,0,0
30008,item,4006,10,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":1000}",10,0,0,0,0
30009,item,22045,50,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":40000}",10,0,0,0,0
30010,item,42015,50,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":40000}",10,0,0,0,0
30011,item,34025,50,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":45000}",10,0,0,0,0
30012,item,63025,50,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":55000}",10,0,0,0,0
30013,item,2017,500,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":1500}",10,0,0,0,0
30014,item,2018,100,1,-1,1,"{""a"":""item"",""t"":""2002"",""n"":2400}",10,0,0,0,0
40001,item,4007,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":160}",10,0,0,0,0
40002,item,4008,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":160}",10,0,0,0,0
40003,item,4010,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":360}",10,0,0,0,0
40004,item,4011,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":360}",10,0,0,0,0
40005,item,4012,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":360}",10,0,0,0,0
40006,item,4013,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":360}",10,0,0,0,0
40007,item,4009,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":350}",10,0,0,0,0
40008,item,2011,1,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":200}",10,0,0,0,0
40009,item,2012,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":20}",10,0,0,0,0
40010,item,52045,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":1000}",10,0,0,0,0
40011,item,63025,10,1,-1,1,"{""a"":""item"",""t"":""2000"",""n"":1000}",10,0,0,0,0
50001,item,41044,30,1,2,1,"{""a"":""item"",""t"":""2003"",""n"":1000}",10,0,0,0,0
50002,item,14024,30,1,2,1,"{""a"":""item"",""t"":""2003"",""n"":1000}",10,0,0,0,0
50003,item,22034,30,1,2,1,"{""a"":""item"",""t"":""2003"",""n"":1000}",10,0,0,0,0
50004,item,32044,30,1,2,1,"{""a"":""item"",""t"":""2003"",""n"":1000}",10,0,0,0,0
50005,item,42015,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":10000}",10,0,0,0,0
50006,item,44045,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":10000}",10,0,0,0,0
50007,item,11075,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":10000}",10,0,0,0,0
50008,item,11085,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":10000}",10,0,0,0,0
50009,item,62014,30,1,5,1,"{""a"":""item"",""t"":""2003"",""n"":2000}",10,0,0,0,0
50010,item,53014,30,1,5,1,"{""a"":""item"",""t"":""2003"",""n"":2000}",10,0,0,0,0
50011,item,21045,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":10000}",10,0,0,0,0
50012,item,23035,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":14000}",10,0,0,0,0
50013,item,31085,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":10000}",10,0,0,0,0
50014,item,35035,50,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":14000}",10,0,0,0,0
50015,item,4009,10,1,8,1,"{""a"":""item"",""t"":""2003"",""n"":4000}",10,0,0,0,0
50016,equip,1053,1,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":20000}",10,0,0,0,0
50017,equip,2053,1,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":20000}",10,0,0,0,0
50018,equip,3053,1,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":20000}",10,0,0,0,0
50019,equip,4053,1,1,1,1,"{""a"":""item"",""t"":""2003"",""n"":20000}",10,0,0,0,0
50020,item,3002,10,1,8,1,"{""a"":""item"",""t"":""2003"",""n"":1000}",10,0,0,0,0
50021,item,3003,10,1,8,1,"{""a"":""item"",""t"":""2003"",""n"":3000}",10,0,0,0,0
50022,item,3005,10,1,8,1,"{""a"":""item"",""t"":""2003"",""n"":6000}",10,0,0,0,0
60001,item,2007,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":50}",0,0,0,0,0
60002,item,2006,1,1,6,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":20}",7,0,0,0,0
60003,item,2007,1,1,4,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":50}",7,0,0,0,0
60004,item,1001,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":500}",2,0,0,0,0
60005,item,2012,20,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":200}",7,0,1,0,0
60006,item,4009,1,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":100}",6,0,2,0,0
60007,item,2012,100,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1000}",8,0,3,0,0
60008,item,2010,1,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":250}",1,0,4,0,0
60009,item,2008,1,1,2,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1000}",6,0,0,0,0
60010,item,2011,1,1,2,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":2500}",4,0,0,0,0
60011,item,2005,1000,1,3,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":500}",9,0,0,0,0
60012,item,3003,5,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":750}",8,0,0,0,0
60013,item,3004,5,1,1,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":1500}",8,0,0,0,0
80001,item,11045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80002,item,11055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80003,item,11065,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80004,item,11075,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80005,item,11085,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80006,item,12025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80007,item,12035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80008,item,13035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80009,item,13045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80010,item,14025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80011,item,14035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80012,item,15015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80013,item,15025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80014,item,15035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80015,item,21015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80016,item,21025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80017,item,21035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80018,item,21045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80019,item,22025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80020,item,22035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80021,item,22045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80022,item,22055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80023,item,23035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80024,item,24025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80025,item,24035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80026,item,25045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80027,item,25055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80028,item,25065,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80029,item,25075,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80030,item,31045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80031,item,31055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80032,item,31065,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80033,item,31075,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80034,item,31085,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80035,item,32035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80036,item,32045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80037,item,32055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80038,item,33015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80039,item,33025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80040,item,34015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80041,item,34025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80042,item,35035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80043,item,35045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80044,item,41035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80045,item,41045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80046,item,41055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80047,item,41065,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80048,item,42015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80049,item,43035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80050,item,43045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80051,item,43055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80052,item,44025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80053,item,44035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80054,item,44045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80055,item,45035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":20}",10,0,0,0,0
80056,item,45045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80057,item,45055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":35}",10,0,0,0,0
80058,item,51015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80059,item,52025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":25}",10,0,0,0,0
80060,item,52035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":25}",10,0,0,0,0
80061,item,52045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80062,item,53015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":25}",10,0,0,0,0
80063,item,61015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":25}",10,0,0,0,0
80064,item,61025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80065,item,62015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":25}",10,0,0,0,0
80066,item,63015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":25}",10,0,0,0,0
80067,item,63025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80068,item,14045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80069,item,43065,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80070,item,22065,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80071,item,63035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":120}",10,0,0,0,0
80072,item,65015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":80}",10,0,0,0,0
80073,item,55015,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":80}",10,0,0,0,0
80074,item,55025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":80}",10,0,0,0,0
80075,item,15045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":55}",10,0,0,0,0
80076,item,11095,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":55}",10,0,0,0,0
80077,item,14055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80078,item,21055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":55}",10,0,0,0,0
80079,item,22075,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":55}",10,0,0,0,0
80080,item,31095,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80081,item,31105,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":45}",10,0,0,0,0
80082,item,64025,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":120}",10,0,0,0,0
80083,item,52055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":120}",10,0,0,0,0
80084,item,11105,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":100}",10,0,0,0,0
80085,item,31115,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":100}",10,0,0,0,0
80086,item,12045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":55}",10,0,0,0,0
80087,item,13055,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":80}",10,0,0,0,0
80088,item,24045,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":80}",10,0,0,0,0
80089,item,34035,50,1,-1,1,"{""a"":""item"",""t"":""2020"",""n"":80}",10,0,0,0,0
90001,item,2027,5,1,-1,1,"{""a"":""item"",""t"":""2034"",""n"":40}",10,0,0,0,0
90002,item,2028,5,1,-1,1,"{""a"":""item"",""t"":""2034"",""n"":40}",10,0,0,0,0
90003,item,2029,5,1,-1,1,"{""a"":""item"",""t"":""2034"",""n"":40}",10,0,0,0,0
90004,item,2030,5,1,-1,1,"{""a"":""item"",""t"":""2034"",""n"":50}",10,0,0,0,0
90005,item,2031,5,1,-1,1,"{""a"":""item"",""t"":""2034"",""n"":50}",10,0,0,0,0
90006,item,2027,10,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":400}",10,0,0,0,0
90007,item,2028,10,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":400}",10,0,0,0,0
90008,item,2029,10,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":400}",10,0,0,0,0
90009,item,2030,10,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":500}",10,0,0,0,0
90010,item,2031,10,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":500}",10,0,0,0,0
90011,item,2032,10,1,5,1,"{""a"":""attr"",""t"":""rmbmoney"",""n"":800}",10,0,0,0,0
100001,item,31095,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":140}",10,0,0,0,0
100002,item,15045,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":240}",10,0,0,0,0
100003,item,24045,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100004,item,13055,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100005,item,52055,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100006,item,64025,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100007,item,41075,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100008,shipin,6461,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":500}",10,0,0,0,0
100009,shipin,6271,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":360}",10,0,0,0,0
100010,shipin,6121,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":360}",10,0,0,0,0
100011,shipin,6521,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":800}",10,0,0,0,0
100013,item,33035,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":300}",10,0,0,0,0
100014,item,31115,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100015,item,45065,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":300}",10,0,0,0,0
100017,shipin,6541,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100018,shipin,6251,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100019,item,35055,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100020,item,42025,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100021,item,21065,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100022,item,32075,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100023,item,43085,50,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100024,shipin,6291,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100025,shipin,6301,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100026,shipin,6281,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":480}",10,0,0,0,0
100027,shipin,6481,1,1,-1,1,"{""a"":""item"",""t"":""2036"",""n"":800}",10,0,0,0,0
110001,item,2026,100,1,10,1,"{""a"":""item"",""t"":""2037"",""n"":1500}",10,0,0,0,0
110002,item,2004,1000,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":10000}",2,0,0,0,0
110003,item,2005,1000,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":10000}",2,0,0,0,0
110004,item,4009,50,1,3,1,"{""a"":""item"",""t"":""2037"",""n"":20000}",10,0,0,0,0
110005,item,2039,1,1,10,91,"{""a"":""item"",""t"":""2037"",""n"":8000}",10,0,0,0,0
110006,item,6001,1,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":240000}",10,0,0,0,0
110007,item,32065,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110008,item,43075,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110009,item,21055,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110010,item,11095,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110011,item,44055,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110012,item,31105,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":80000}",10,0,0,0,0
110013,item,12045,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110014,item,22065,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":100000}",10,0,0,0,0
110015,shipin,6511,1,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110016,shipin,6531,1,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110017,item,1096,1,1,1,91,"{""a"":""item"",""t"":""2037"",""n"":300000}",10,0,0,0,0
110018,item,6013,1,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":200000}",10,0,0,0,0
110019,item,11105,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":150000}",10,0,0,0,0
110020,item,42025,50,1,1,1,"{""a"":""item"",""t"":""2037"",""n"":150000}",10,0,0,0,0
